,AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
1013,7.0528,1024.2,59.458,3.0694,23.561,1076.2,550.04,132.57,11.754000000000001,4.0313,76.82300000000001
1014,5.7,1024.0,64.396,3.0511,23.163,1073.6,549.93,131.23,11.623,4.3138,78.046
1015,4.0431,1023.7,70.91199999999999,2.8649,21.393,1058.9,547.38,121.94,11.117,6.1776,94.381
1016,3.1962,1023.6,73.718,2.9330000000000003,21.713,1065.4,550.37,124.6,11.193,4.4744,82.446
1017,2.3652,1023.1,76.28699999999999,3.0302,22.874000000000002,1071.6,550.46,129.86,11.535,4.0384,80.172
1018,2.272,1022.6,77.518,2.7602,19.742,1051.9,550.27,112.67,10.602,5.391,88.986
1019,2.6603,1022.3,74.827,2.6298,19.122,1048.5,550.36,110.04,10.44,6.1549,97.355
1020,3.1348,1022.0,74.77600000000001,2.6209,18.965999999999998,1047.1,549.99,108.78,10.308,6.5929,103.59
1021,3.735,1021.7,72.79899999999999,3.0797,22.576999999999998,1069.6,550.1,125.35,11.364,3.4008,80.477
1022,4.1434,1021.6,70.665,2.8407,21.066,1058.0,549.67,116.67,10.815,4.441,87.48899999999999
1023,4.4176,1021.3,70.251,3.2754,24.414,1078.3,549.5,131.76,11.777000000000001,2.9164,76.07
1024,5.6725,1021.1,68.135,3.0989999999999998,25.275,1074.5,549.77,130.86,11.585999999999999,3.2545,76.407
1025,7.9022,1021.2,60.606,3.1652,26.048000000000002,1075.5,550.03,131.09,11.635,3.182,75.512
1026,9.445,1020.8,54.403,3.2297,27.006999999999998,1077.6,550.12,132.36,11.776,2.7318,73.333
1027,10.505999999999998,1020.3,50.653,3.2435,27.087,1077.9,550.02,132.38,11.767999999999999,4.8753,74.846
1028,11.039000000000001,1019.6,51.911,3.2473,28.083000000000002,1078.1,549.92,132.52,11.799000000000001,3.7873,71.65100000000001
1029,11.55,1019.1,45.051,3.2060000000000004,28.801,1076.3,549.87,131.15,11.765,4.933,74.52199999999999
1030,11.989,1018.7,43.949,3.2035,29.279,1076.1,549.86,130.99,11.68,0.93315,67.432
1031,11.712,1018.0,47.394,3.1964,29.326,1076.6,549.91,131.54,11.764000000000001,1.8168,68.477
1032,11.615,1017.4,48.068999999999996,3.2111,28.594,1075.4,550.05,130.39,11.708,0.48428999999999994,66.307
1033,10.921,1017.5,47.669,3.1472,28.15,1074.7,549.98,130.41,11.636,3.5368,74.083
1034,10.2,1017.7,54.033,3.1413,27.381999999999998,1076.0,549.93,131.53,11.683,3.4789,75.994
1035,9.8723,1017.4,56.245,3.1672,26.684,1074.9,549.84,130.72,11.617,3.6304,75.203
1036,9.8145,1017.1,56.302,3.1656,26.988000000000003,1074.7,549.76,130.54,11.706,3.7104,72.381
1037,10.073,1017.3,56.49100000000001,3.1678,27.176,1074.7,549.87,130.42,11.710999999999999,3.5587,72.303
1038,10.099,1017.5,57.842,3.1445,26.750999999999998,1074.3,550.0,130.22,11.693,3.4410000000000003,72.616
1039,9.7724,1017.3,60.278999999999996,3.1329,26.622,1074.4,549.94,130.35,11.673,3.6244,73.53
1040,9.8548,1017.3,59.24,3.1275,26.936999999999998,1075.0,549.92,130.68,11.627,3.9634,73.783
1041,9.8981,1017.3,59.968999999999994,3.1178,26.968000000000004,1072.8,550.01,129.07,11.636,3.7973,72.831
1042,9.9006,1016.9,63.073,3.1409,27.033,1073.6,550.05,129.65,11.571,3.5547,72.281
1043,9.9119,1016.5,66.829,3.1428,25.766,1073.9,549.75,129.81,11.588,3.5702,71.59
1044,9.9068,1016.3,68.188,2.8885,25.894000000000002,1061.6,549.43,120.97,11.04,4.1507,73.543
1045,10.052999999999999,1016.0,70.183,2.9565,24.754,1064.2,550.17,122.71,11.136,4.2796,73.691
1046,10.415,1015.9,69.89,2.7145,22.761,1049.9,548.85,112.79,10.567,5.2176,75.771
1047,10.700999999999999,1016.0,70.705,2.9045,23.903000000000002,1059.7,549.04,119.91,11.020999999999999,4.5769,74.403
1048,10.979000000000001,1016.0,71.368,3.1727,24.682,1074.1,549.83,129.87,11.620999999999999,3.4385,69.148
1049,11.895,1016.0,67.767,3.1797,25.052,1075.4,549.91,130.51,11.651,3.2204,68.336
1050,12.799000000000001,1015.7,63.125,3.1666,25.521,1074.4,549.87,129.55,11.595,3.3127,68.836
1051,13.206,1015.5,62.846000000000004,3.2781,26.875,1079.0,549.89,133.0,11.915999999999999,3.6047,68.028
1052,13.568,1015.1,61.833,3.2187,27.835,1076.0,549.75,130.81,11.717,2.7228,66.885
1053,13.743,1014.8,61.825,4.0865,33.803000000000004,1099.8,540.06,154.82,13.522,2.4951,61.615
1054,13.898,1014.5,58.938,4.0997,34.999,1099.9,539.86,154.78,13.573,3.0311,62.535
1055,14.491,1014.4,55.23,4.1625,35.863,1100.0,538.48,155.16,13.675,2.9016,62.92100000000001
1056,15.263,1014.4,48.026,4.1728,37.344,1099.9,538.39,154.74,13.657,3.2102,65.258
1057,15.485,1014.9,51.828,3.2294,29.522,1075.7,549.38,129.7,11.667,3.8947,65.12
1058,13.142999999999999,1015.6,67.444,3.1342,28.523000000000003,1074.9,550.07,130.04,11.62,1.3559999999999999,60.978
1059,11.276,1015.9,75.83,3.1346,26.369,1074.0,549.73,129.69,11.572000000000001,1.8931,64.222
1060,10.67,1016.0,76.422,3.1406,25.905,1074.8,549.97,130.31,11.667,3.0994,67.971
1061,10.439,1016.4,77.846,3.2184,25.819000000000003,1077.4,550.4,132.09,11.818,3.0641,68.301
1062,10.573,1016.7,77.857,3.6938,28.590999999999998,1098.4,549.1,147.67,12.889000000000001,2.9224,68.742
1063,10.975,1016.7,75.64,3.1657,25.04,1073.7,549.97,128.59,11.66,3.3592,68.548
1064,11.165,1016.8,70.65100000000001,3.0537,24.815,1068.8,550.24,125.28,11.423,3.6075,70.05199999999999
1065,10.73,1016.9,75.79899999999999,3.0780000000000003,25.105999999999998,1070.2,550.15,126.49,11.415999999999999,3.5986,70.138
1066,10.119,1016.5,79.67399999999999,2.8929,24.354,1058.4,548.83,118.64,11.023,5.1614,77.957
1067,9.7841,1016.2,78.14399999999999,2.5964,22.154,1043.1,548.93,107.61,10.227,6.4104,81.828
1068,9.5625,1016.4,77.436,2.5971,22.355,1041.5,548.28,106.89,10.255,7.3788,84.897
1069,9.3942,1016.7,78.28699999999999,2.8367,23.116,1055.5,550.19,115.66,10.709000000000001,4.8488,72.322
1070,9.3402,1017.4,78.26899999999999,2.7385,19.813,1049.3,549.63,111.35,10.46,5.1156,73.423
1071,9.4179,1018.3,77.03,2.7975,20.003,1053.0,550.38,113.98,10.627,4.9430000000000005,72.405
1072,9.5516,1019.1,75.578,3.2529,23.93,1076.1,549.85,131.1,11.687000000000001,3.1417,69.295
1073,9.5726,1019.9,70.74600000000001,3.639,26.816,1094.1,549.64,144.15,12.595999999999998,3.2836,69.704
1074,9.466000000000001,1019.9,70.59,3.5978,26.535999999999998,1093.2,549.9,143.7,12.462,3.4388,69.681
1075,9.1492,1020.4,71.639,2.8812,20.919,1058.9,549.75,118.42,10.925999999999998,5.544,71.673
1076,8.81,1020.8,74.141,4.3264,32.957,1099.4,532.77,160.42,13.989,2.8345,55.846000000000004
1077,8.7097,1021.2,74.012,3.2163,24.791999999999998,1076.7,550.0,131.79,11.664000000000001,3.733,69.4
1078,8.6626,1021.2,73.82300000000001,3.1845,24.791999999999998,1074.5,549.89,130.08,11.617,3.6492,69.649
1079,8.5751,1021.3,72.915,3.1786,24.733,1074.6,549.91,130.25,11.72,3.8129,70.314
1080,8.5511,1021.5,71.717,3.1843,24.462,1074.6,549.87,130.23,11.706,3.739,69.877
1081,8.5684,1021.7,71.00399999999999,3.0631,22.998,1066.9,549.26,125.04,11.338,5.1853,72.172
1082,8.4889,1021.5,71.03,2.6593,20.688000000000002,1045.0,548.19,109.76,10.465,8.5781,76.596
1083,8.3877,1021.5,71.885,2.6452,20.233,1041.6,546.66,108.49,10.364,9.4653,81.45100000000001
1084,8.4035,1021.2,69.609,2.6531,19.311,1045.9,549.22,109.44,10.325,6.7752,74.6
1085,8.2639,1021.1,69.27,2.6455,19.522000000000002,1045.2,549.03,109.23,10.379000000000001,6.9589,76.075
1086,8.1031,1021.4,67.557,2.6229,20.307000000000002,1043.9,548.13,108.97,10.327,7.3786,78.04
1087,8.1009,1021.5,68.04,2.6269,19.621,1040.5,546.14,107.51,10.205,7.4613,78.51100000000001
1088,8.6778,1022.7,66.29,2.6327,19.87,1046.3,549.55,109.29,10.343,6.6523,75.075
1089,8.9596,1023.0,63.559,2.6499,20.726999999999997,1047.7,550.12,109.95,10.408,6.1611,73.369
1090,8.8937,1023.1,63.601000000000006,2.6376,20.678,1046.1,549.26,109.34,10.42,7.0707,75.142
1091,8.812999999999999,1023.0,64.63600000000001,2.6444,20.616,1047.5,549.78,110.0,10.477,6.6773,73.431
1092,8.9284,1022.3,62.458,2.6295,21.5,1047.0,549.71,109.64,10.463,6.9081,73.844
1093,9.1723,1022.6,61.351000000000006,2.6363,20.139,1044.0,548.45,108.39,10.425,7.6016,76.551
1094,8.9891,1022.9,62.55,2.6391,20.829,1047.1,549.88,109.78,10.46,6.8217,73.467
1095,8.7035,1023.0,63.781000000000006,2.6229,20.327,1046.6,549.5,109.55,10.457,7.0439,75.122
1096,8.4695,1023.4,66.952,2.6219,20.445999999999998,1046.4,549.38,109.62,10.392000000000001,7.2114,75.454
1097,8.2548,1023.6,68.40100000000001,2.6201,21.08,1041.9,546.14,108.92,10.479000000000001,9.2547,84.62
1098,8.0744,1023.7,68.056,2.609,21.23,1044.2,547.64,109.37,10.382,8.0961,80.51899999999999
1099,8.0026,1023.6,67.265,2.6045,20.66,1039.3,545.33,107.7,10.345,9.1143,86.695
1100,7.9354,1023.6,67.971,2.5946,23.061999999999998,1041.8,546.8,108.44,10.335999999999999,8.3743,84.029
1101,7.9541,1023.5,68.113,2.6004,24.195999999999998,1041.3,546.43,108.32,10.359000000000002,8.6604,84.61200000000001
1102,7.9139,1023.2,68.885,2.5898,24.383000000000003,1038.1,544.48,107.53,10.42,11.027000000000001,91.36
1103,7.8588,1023.2,69.092,2.5954,24.528000000000002,1038.5,544.48,107.79,10.42,10.706,92.09700000000001
1104,7.8224,1023.0,69.286,2.6077,24.488000000000003,1037.4,543.77,107.26,10.293,9.1675,85.459
1105,7.9814,1022.6,77.98,2.6052,24.195,1036.4,543.49,107.37,10.282,10.253,92.21
1106,8.1018,1022.5,77.509,3.0585,27.11,1065.0,547.3,125.59,11.39,5.9739,80.79
1107,8.3394,1022.4,74.88,3.1581,28.153000000000002,1074.9,549.95,130.53,11.591,4.8063,68.288
1108,8.6543,1022.4,73.88600000000001,3.1668,28.618000000000002,1074.4,549.88,130.14,11.619000000000002,3.7785,68.355
1109,8.7995,1022.4,72.892,3.1603,28.886,1074.5,549.96,130.16,11.692,3.7608,68.876
1110,8.9105,1021.9,72.035,3.1769,28.184,1074.6,549.95,130.3,11.7,3.7252,67.607
1111,9.1137,1021.4,69.987,3.1622,28.075,1073.7,549.85,129.64,11.689,3.6685,66.206
1112,9.1405,1021.0,70.792,4.2189,34.618,1099.9,535.37,159.5,13.892000000000001,2.5979,53.924
1113,9.0285,1021.3,71.008,3.3792,29.35,1083.7,548.57,138.12,12.171,3.0896,65.291
1114,8.8934,1021.2,70.59100000000001,3.8539,32.097,1099.8,545.05,152.7,13.200999999999999,2.5541,59.832
1115,8.811,1021.5,70.635,3.13,27.309,1074.3,549.95,130.23,11.655999999999999,3.9172,69.217
1116,8.66,1021.7,71.112,3.1022,26.74,1073.0,550.06,129.33,11.527999999999999,4.0877,69.79
1117,8.5184,1021.5,71.55199999999999,3.182,26.906999999999996,1076.9,550.07,132.28,11.715,3.9695,69.933
1118,8.4907,1021.3,71.456,3.0472,26.135,1070.2,550.01,127.18,11.427,4.2088,69.541
1119,8.5055,1021.4,71.726,3.1268,26.461,1073.4,549.97,129.58,11.66,3.9530000000000003,69.211
1120,8.6351,1021.8,72.079,3.097,26.62,1073.1,549.76,129.21,11.603,3.9785,67.988
1121,8.3694,1021.3,77.221,2.9264,25.28,1060.0,547.76,121.44,11.087,6.2216,73.57
1122,8.036,1021.3,81.007,3.1224,25.752,1072.3,549.9,128.82,11.581,4.1037,68.815
1123,7.9488,1021.1,81.08,2.8114,23.839000000000002,1046.6,543.76,114.87,10.802,8.6404,80.96
1124,7.9964,1021.0,81.43,2.6064,22.873,1041.1,546.15,108.82,10.446,8.7665,80.242
1125,8.0463,1020.8,80.958,2.6052,22.906,1041.5,546.9,108.61,10.402000000000001,8.2675,79.877
1126,8.0075,1020.8,81.26,2.5981,22.968000000000004,1041.4,546.77,108.46,10.369000000000002,8.4164,80.76100000000001
1127,8.0764,1021.0,81.36,2.6153,22.877,1043.1,547.95,108.82,10.343,8.056000000000001,79.186
1128,8.1922,1021.4,80.795,2.615,23.182,1043.4,548.02,108.87,10.345999999999998,7.5896,79.15100000000001
1129,8.3017,1021.7,80.505,2.8334,24.721,1058.1,549.53,118.52,10.91,5.4013,73.643
1130,8.6909,1022.0,79.37100000000001,3.1438,26.795,1075.1,549.96,130.72,11.607000000000001,3.8361,68.707
1131,9.2569,1022.0,77.384,3.1661,27.19,1075.6,550.0,130.93,11.622,3.9566,68.947
1132,10.22,1021.9,73.888,3.1435,28.221,1075.2,550.09,130.38,11.687999999999999,3.8656,67.725
1133,10.833,1021.7,69.512,3.1601,29.095,1076.0,550.03,130.95,11.681,3.8478,67.317
1134,11.232000000000001,1021.3,66.42399999999999,3.1936,29.195,1076.7,549.96,131.31,11.822000000000001,3.8295,68.339
1135,11.599,1021.0,62.108999999999995,3.1824,28.69,1074.6,549.88,129.63,11.667,4.0892,68.907
1136,11.612,1020.8,68.48899999999999,3.2076,28.930999999999997,1074.7,549.97,129.93,11.632,3.8341,66.456
1137,10.985999999999999,1020.6,71.926,3.1529,29.037,1075.5,550.0,130.75,11.630999999999998,3.6922,66.358
1138,11.113,1020.4,72.293,3.1772,28.901999999999997,1074.8,549.92,130.31,11.600999999999999,3.623,66.32300000000001
1139,10.85,1020.5,74.907,3.1355,28.428,1073.1,549.88,128.95,11.537,4.229,66.709
1140,10.163,1021.0,75.32300000000001,4.2311,34.707,1097.9,534.12,158.51,13.818,3.5549,55.629
1141,9.4638,1021.2,77.09100000000001,4.2298,34.149,1099.9,534.65,160.17,13.898,3.1872,53.84
1142,9.17,1020.9,77.248,3.5207,28.891,1091.4,549.89,143.41,12.489,2.8383,66.188
1143,8.9328,1020.6,77.562,3.1734,26.377,1073.7,549.84,129.74,11.690999999999999,3.667,67.822
1144,8.7766,1020.4,79.385,3.1672,26.645,1075.3,549.76,131.03,11.7,3.5457,68.325
1145,8.7121,1020.0,79.235,3.1741,26.988000000000003,1076.1,549.69,131.86,11.738,3.5060000000000002,68.339
1146,8.5206,1019.7,80.15100000000001,2.8273,24.44,1051.8,547.12,115.96,10.806,6.9068,76.41199999999999
1147,8.351,1019.2,80.706,2.6333,23.381999999999998,1043.4,547.9,109.31,10.395,7.3445,76.874
1148,8.1668,1018.6,81.34100000000001,2.6377,23.189,1042.5,546.85,109.26,10.324000000000002,7.6807,77.851
1149,8.036,1018.3,82.081,2.6067,22.919,1042.0,547.17,108.81,10.312000000000001,7.547999999999999,78.308
1150,7.9659,1018.1,83.105,2.6711,23.177,1047.3,549.78,110.54,10.453,6.5912,72.435
1151,8.0671,1018.0,82.05,2.8864,25.185,1061.0,549.95,120.63,10.985,4.7428,70.556
1152,8.1124,1017.6,82.288,2.6467,23.548000000000002,1042.6,547.7,108.86,10.229,7.1711,77.138
1153,8.1012,1017.6,83.12200000000001,3.0442,25.750999999999998,1065.7,549.88,124.26,11.265,4.508,71.48
1154,8.4143,1017.8,81.477,3.1827,26.842,1075.6,549.96,131.43,11.642999999999999,3.677,69.523
1155,8.8368,1017.7,79.27,3.1581,27.224,1075.4,550.06,131.18,11.706,3.6849,68.555
1156,9.5177,1017.5,76.821,3.1827,28.005,1074.9,550.03,130.68,11.725,4.0424,68.883
1157,10.665999999999999,1017.0,72.577,3.1876,28.857,1075.3,550.08,130.88,11.738,3.477,67.347
1158,12.0,1016.4,68.697,3.1882,28.889,1075.1,550.13,130.41,11.659,3.3017,66.937
1159,12.927999999999999,1015.7,62.35,3.1976,26.45,1074.0,550.03,129.39,11.681,3.7758,67.92
1160,12.253,1015.1,62.778999999999996,3.1944,28.362,1073.6,549.94,129.34,11.565999999999999,3.8466,66.548
1161,11.677,1014.6,64.593,3.1975,28.983,1073.5,549.95,129.29,11.587,3.7764,66.541
1162,11.37,1014.3,66.52,3.1698,27.644000000000002,1073.3,549.89,129.08,11.515,3.7813,66.279
1163,11.458,1014.3,66.82,3.1948,26.984,1074.3,550.17,130.01,11.610999999999999,3.8741,66.891
1164,10.880999999999998,1014.4,69.139,3.2061,26.048000000000002,1075.8,550.13,131.39,11.66,3.931,66.471
1165,10.248,1014.3,71.781,3.1759,25.804000000000002,1075.7,550.06,131.49,11.69,4.43,66.759
1166,9.1113,1014.2,73.335,3.1112,24.862,1073.0,549.96,130.03,11.618,4.1575,69.586
1167,7.5412,1013.9,76.967,3.3322,25.685,1082.6,549.75,137.89,12.068,3.5348,69.288
1168,6.6119,1013.5,79.656,3.1299,24.179000000000002,1072.6,549.6,130.26,11.615,4.6203,71.007
1169,5.7525,1013.0,80.67699999999999,3.1986,24.076,1074.2,549.77,131.77,11.681,3.9619999999999997,70.72800000000001
1170,4.9068,1012.5,81.884,2.8063,20.798000000000002,1037.6,539.6,113.02,10.603,11.003,85.195
1171,4.4474,1012.1,82.818,2.7045,19.371,1045.7,549.87,109.07,10.375,7.3486,88.09
1172,4.0969,1011.4,82.64299999999999,2.6967,19.421,1046.3,549.85,109.17,10.389000000000001,7.2597,88.883
1173,3.7001,1011.0,82.70299999999999,2.674,18.963,1045.9,549.62,108.91,10.367,7.0664,86.05799999999999
1174,3.4466,1010.8,84.264,2.6923,18.774,1046.0,549.67,108.85,10.379000000000001,7.0919,84.755
1175,3.4794,1010.6,85.206,2.6847,18.843,1045.9,549.85,108.79,10.337,7.0417,85.473
1176,3.7028,1010.7,84.72,2.6446,18.79,1045.4,550.02,108.42,10.322000000000001,7.4403,90.897
1177,4.4664,1010.7,85.602,3.0605,21.999000000000002,1064.8,549.9,122.55,11.151,4.4342,72.32600000000001
1178,6.5902,1010.8,85.98299999999999,3.2004,24.622,1075.5,549.77,131.31,11.634,3.1514,67.253
1179,8.8358,1010.8,79.133,3.2647,26.761999999999997,1076.2,550.13,131.74,11.751,3.2529,67.032
1180,9.8615,1010.9,73.817,3.2776,28.226,1076.7,550.07,132.03,11.822000000000001,3.2615,66.868
1181,10.429,1010.9,70.683,3.284,29.070999999999998,1077.1,550.01,132.11,11.828,3.5143,64.843
1182,11.05,1010.6,66.743,3.2614,29.695,1076.1,549.96,131.21,11.793,3.8294,64.902
1183,11.755,1010.3,64.58,3.2343,27.405,1075.4,549.9,130.43,11.774000000000001,3.7465,62.56
1184,12.296,1009.7,62.828,3.2486,23.849,1076.2,549.85,130.99,11.659,3.9328,65.63
1185,12.2,1009.5,60.18899999999999,3.5836,26.65,1089.8,548.59,142.23,12.491,3.9008,68.882
1186,11.982999999999999,1009.7,61.347,4.1685,31.651999999999997,1099.8,538.55,156.35,13.625,3.7435,62.464
1187,11.402000000000001,1009.8,62.176,3.3705,25.565,1077.0,546.84,133.87,12.04,3.8359,66.859
1188,10.312000000000001,1010.2,67.199,3.2309,24.021,1076.1,549.93,131.73,11.677999999999999,3.5422,67.76100000000001
1189,8.9855,1010.7,70.818,3.1611,24.234,1076.3,550.0,132.38,11.657,3.4104,69.293
1190,7.8228,1010.8,74.9,3.1352,23.271,1072.3,550.0,129.4,11.549000000000001,3.8149,71.541
1191,7.6244,1011.1,77.63,3.1892,23.772,1075.5,550.0,131.86,11.762,3.863,71.47800000000001
1192,7.0816,1011.5,78.12,3.1688,23.425,1073.9,549.92,130.81,11.669,3.8117,71.96300000000001
1193,6.2909,1011.8,80.243,3.1596,23.391,1073.8,549.74,130.82,11.669,3.8099,72.866
1194,5.7256,1012.1,82.241,2.7917,20.253,1047.1,544.92,115.27,10.744000000000002,7.3899,80.305
1195,5.496,1012.3,82.281,2.6459,18.977,1039.7,545.1,109.62,10.454,8.0561,80.314
1196,5.1538,1012.5,81.52,2.6458,18.891,1039.9,545.21,109.77,10.427999999999999,8.2267,82.194
1197,4.7058,1012.7,83.086,2.6860000000000004,18.673,1046.5,549.84,109.57,10.405999999999999,6.3465,80.607
1198,4.9364,1012.8,84.63799999999999,2.6627,18.74,1047.0,549.59,109.73,10.405,6.1741,77.546
1199,5.5369,1013.0,84.39299999999999,2.6775,18.829,1046.5,549.53,109.92,10.408,6.5737,79.195
1200,6.3794,1013.3,83.94,2.6892,19.033,1045.9,549.09,109.93,10.333,6.8211,77.506
1201,7.1085,1013.7,82.345,2.9729,21.840999999999998,1063.7,549.71,123.06,11.133,4.8921,75.03
1202,8.2548,1013.9,80.53,3.1752,23.893,1075.9,549.81,131.63,11.633,3.6023,70.584
1203,10.056000000000001,1014.1,73.156,3.2421,23.980999999999998,1076.5,549.92,131.6,11.786,3.0188,68.219
1204,10.942,1014.4,68.676,3.0278,22.462,1067.1,549.86,124.57,11.318,3.8905,69.745
1205,11.385,1014.9,67.717,3.2412,23.976,1077.1,549.87,131.88,11.821,4.7992,68.444
1206,11.595999999999998,1014.8,64.618,2.9401,21.846999999999998,1059.3,547.63,120.12,11.094000000000001,7.0852,73.305
1207,11.859000000000002,1014.4,61.675,3.2007,24.083000000000002,1075.1,549.47,130.91,11.738,2.93,64.175
1208,12.033,1014.1,54.976000000000006,3.2661,24.761999999999997,1078.4,549.88,132.8,11.873,3.7702,68.986
1209,11.78,1014.0,56.651,3.1874,24.195999999999998,1074.5,550.18,129.84,11.674000000000001,4.5598,71.711
1210,11.612,1013.8,56.115,3.1681,24.81,1074.7,549.93,130.06,11.59,4.3476,72.19
1211,11.292,1013.8,57.028,3.1753,25.359,1075.1,549.97,130.36,11.615,3.9616,69.373
1212,10.744000000000002,1014.0,59.652,3.1374,25.209,1074.6,550.08,130.06,11.584000000000001,4.0483,69.111
1213,10.124,1013.9,62.699,3.1683,24.969,1075.3,550.01,130.98,11.640999999999998,3.9504,69.479
1214,9.3518,1013.7,63.125,3.1218,24.616,1072.3,549.74,128.83,11.619000000000002,3.8497,70.484
1215,8.9522,1013.8,65.801,2.6976,21.81,1048.7,548.03,112.95,10.568,6.1952,76.03
1216,8.6745,1013.6,69.29899999999999,3.1404,24.151999999999997,1072.7,549.85,129.14,11.538,3.8374,69.78699999999999
1217,8.668,1013.2,68.685,3.1859,23.978,1074.6,549.9,130.65,11.700999999999999,3.7394,70.12100000000001
1218,8.6742,1012.9,68.507,2.7975,21.864,1051.1,547.09,115.44,10.697000000000001,6.5364,78.237
1219,8.6375,1012.6,71.57300000000001,2.5964,21.368000000000002,1034.7,543.6,106.08,10.307,9.5335,87.74
1220,8.6885,1012.3,73.334,2.6149,19.963,1039.3,546.72,107.06,10.265999999999998,7.6367,80.95
1221,8.8142,1012.4,75.462,2.6095,18.832,1039.4,546.97,106.83,10.231,7.8532,81.01899999999999
1222,8.5248,1012.4,80.472,2.5914,20.125,1039.7,547.33,106.95,10.195,7.7965,80.712
1223,8.6112,1012.1,80.197,2.5955,20.543000000000003,1039.8,547.4,106.84,10.158999999999999,7.943,82.581
1224,8.5029,1012.4,83.0,2.6033,20.44,1036.4,545.27,105.99,10.152999999999999,9.0265,88.079
1225,8.3391,1012.5,86.725,2.6255,19.664,1041.5,548.14,107.52,10.158999999999999,7.5838,80.07600000000001
1226,8.4633,1012.4,85.42200000000001,3.1746,23.945999999999998,1072.2,550.04,128.72,11.54,4.0891,69.268
1227,9.324,1012.5,81.171,3.2391,25.875,1075.2,550.11,130.86,11.633,3.4246,66.021
1228,10.38,1012.8,75.902,3.267,26.048000000000002,1075.8,550.25,130.98,11.699000000000002,3.2460000000000004,65.851
1229,10.752,1013.1,73.592,3.2292,26.986,1075.2,550.29,130.36,11.734000000000002,3.0419,65.796
1230,10.960999999999999,1013.4,74.575,3.1804,27.011,1074.5,550.22,129.87,11.677,2.9375,66.265
1231,10.959000000000001,1013.6,76.613,3.1768,26.116999999999997,1074.5,550.06,129.91,11.696,3.0918,68.12100000000001
1232,10.607999999999999,1014.1,79.067,3.1815,25.724,1074.2,549.93,129.89,11.595999999999998,4.0697,67.64
1233,9.9259,1014.6,84.105,3.2198,25.201999999999998,1075.4,550.01,130.84,11.708,4.0066,68.22800000000001
1234,9.6886,1015.2,83.42200000000001,3.1849,24.831,1073.7,549.99,129.63,11.659,4.3469999999999995,68.557
1235,9.5102,1015.6,84.714,3.1233,23.680999999999997,1071.2,549.97,127.71,11.511,4.0289,67.46600000000001
1236,9.5042,1016.1,83.571,3.1008,23.16,1071.0,549.95,127.66,11.53,3.9284,67.916
1237,9.4826,1016.6,83.31700000000001,3.0965,22.776999999999997,1069.7,549.94,126.69,11.384,3.9405,69.051
1238,9.4674,1017.2,84.476,3.0815,22.314,1067.5,549.92,125.0,11.388,4.1889,69.972
1239,9.4349,1017.6,84.385,3.1043,22.96,1068.9,549.89,125.93,11.440999999999999,4.1753,70.062
1240,9.3329,1017.9,85.904,3.1418,25.174,1069.5,549.87,126.37,11.481,4.3925,70.706
1241,9.2648,1018.2,87.042,3.1354,25.439,1069.7,549.84,126.59,11.446,3.9978,68.66199999999999
1242,9.2912,1018.6,86.319,3.1805,25.811999999999998,1072.1,549.76,128.25,11.56,3.9217,67.899
1243,9.2879,1018.9,86.195,3.1711,25.813000000000002,1072.1,549.66,128.26,11.54,4.0463,68.581
1244,9.3422,1019.2,85.83,2.8723,24.176,1052.4,546.55,116.38,10.82,6.856,79.752
1245,9.3509,1019.6,86.244,2.6239,22.829,1041.8,547.61,107.76,10.227,7.4538,80.723
1246,9.4839,1020.2,85.846,2.593,22.889,1044.5,549.17,108.58,10.251,7.0329999999999995,77.03
1247,9.5736,1020.5,85.57700000000001,2.6069,23.015,1044.0,548.96,108.36,10.264000000000001,6.9955,78.298
1248,9.1857,1021.0,85.704,2.5621,22.3,1025.9,537.64,103.18,10.081,6.6414,104.54
1249,9.1067,1022.2,86.24600000000001,2.6152,21.729,1043.5,547.83,109.21,10.231,7.4671,80.67
1250,9.5872,1022.5,84.255,2.6013,22.905,1047.0,549.74,109.63,10.274000000000001,6.773,73.657
1251,10.193999999999999,1023.1,80.271,2.5857,23.458000000000002,1046.5,549.79,109.25,10.297,7.0575,75.195
1252,10.378,1023.6,78.59899999999999,2.5691,23.237,1045.1,549.57,108.23,10.290999999999999,7.4105,77.265
1253,10.367,1023.9,78.721,2.5762,23.467,1046.8,549.92,109.19,10.334000000000001,6.8646,73.441
1254,10.323,1024.3,77.911,2.5807,23.289,1044.0,548.23,108.33,10.408,8.0288,80.152
1255,10.16,1025.0,77.369,2.5502,23.169,1042.1,547.33,107.79,10.425999999999998,8.493,83.73100000000001
1256,9.9547,1025.9,77.501,2.5503,23.059,1044.6,548.65,108.63,10.345999999999998,7.8039,80.592
1257,9.3305,1026.4,81.462,2.5695,21.749000000000002,1043.0,547.71,108.44,10.305,8.266,84.745
1258,8.8762,1026.7,83.665,2.5861,20.879,1044.1,548.06,108.79,10.264000000000001,8.3588,82.39200000000001
1259,8.613,1027.2,81.508,2.7971,21.698,1051.8,546.14,116.26,10.845999999999998,8.2135,84.678
1260,8.5864,1027.8,80.158,2.8555,21.927,1058.0,548.12,119.21,10.997,6.4415,77.65899999999999
1261,8.6534,1028.3,78.613,3.0518,23.003,1070.6,550.07,126.87,11.456,4.7868,72.872
