,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
876,2,0.635,0.51,0.17,1.3555,0.619,0.305,0.39,9
877,0,0.635,0.5,0.15,1.376,0.6495,0.361,0.31,10
878,0,0.635,0.485,0.165,1.2945,0.6679999999999999,0.2605,0.2715,9
879,0,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,8
880,2,0.65,0.525,0.175,1.4715,0.675,0.315,0.39899999999999997,11
881,2,0.655,0.52,0.165,1.4095,0.586,0.29100000000000004,0.405,9
882,2,0.655,0.58,0.205,2.0805,0.9590000000000001,0.3415,0.601,17
883,2,0.66,0.53,0.17,1.3905,0.5905,0.212,0.45299999999999996,15
884,2,0.66,0.52,0.19,1.558,0.755,0.298,0.4,10
885,0,0.67,0.585,0.16,1.3090000000000002,0.5445,0.2945,0.413,10
886,0,0.675,0.525,0.17,1.8095,0.784,0.391,0.455,12
887,0,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,9
888,0,0.68,0.56,0.195,1.7775,0.861,0.322,0.415,11
889,0,0.685,0.54,0.16,1.6675,0.833,0.3775,0.475,11
890,0,0.695,0.56,0.22,1.834,0.8455,0.42200000000000004,0.455,11
891,2,0.73,0.595,0.23,2.8255,1.1465,0.419,0.897,17
892,1,0.205,0.14,0.05,0.046,0.0165,0.012,0.0135,6
893,1,0.24,0.175,0.055,0.0705,0.025,0.013999999999999999,0.021,5
894,1,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3
895,1,0.255,0.19,0.05,0.083,0.0295,0.0215,0.027000000000000003,6
896,1,0.255,0.18,0.055,0.083,0.031,0.0215,0.02,4
897,1,0.265,0.195,0.06,0.092,0.0345,0.025,0.0245,6
898,1,0.28,0.12,0.075,0.11699999999999999,0.0455,0.028999999999999998,0.0345,4
899,1,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,5
900,1,0.3,0.235,0.08,0.131,0.05,0.0265,0.043,4
901,1,0.3,0.23,0.095,0.1385,0.055999999999999994,0.0365,0.037000000000000005,6
902,1,0.305,0.22,0.07,0.141,0.062,0.031,0.037000000000000005,5
903,1,0.315,0.235,0.075,0.1485,0.0585,0.0375,0.0425,6
904,1,0.315,0.23,0.07,0.14400000000000002,0.053,0.0305,0.04,8
905,1,0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425,5
906,1,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,6
907,1,0.33,0.265,0.085,0.196,0.0775,0.0305,0.0445,6
908,1,0.335,0.25,0.075,0.1825,0.0705,0.044000000000000004,0.055,7
909,1,0.335,0.25,0.075,0.18600000000000003,0.0945,0.038,0.0445,7
910,1,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,5
911,1,0.34,0.25,0.07,0.2225,0.10400000000000001,0.0425,0.055,7
912,1,0.345,0.265,0.1,0.2455,0.111,0.0535,0.065,7
913,1,0.37,0.29,0.095,0.249,0.1045,0.057999999999999996,0.067,6
914,1,0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795,7
915,1,0.375,0.28,0.09,0.215,0.084,0.06,0.055,6
916,1,0.385,0.265,0.08,0.251,0.124,0.037000000000000005,0.07,6
917,1,0.41,0.31,0.09,0.33899999999999997,0.155,0.0695,0.09,7
918,1,0.41,0.305,0.09,0.3535,0.157,0.0745,0.1,7
919,1,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,6
920,1,0.415,0.33,0.09,0.3595,0.17,0.081,0.09,6
921,1,0.42,0.32,0.115,0.376,0.16899999999999998,0.092,0.1,5
922,1,0.42,0.315,0.1,0.3435,0.157,0.0795,0.09,6
923,1,0.425,0.34,0.1,0.382,0.16399999999999998,0.096,0.1,6
924,1,0.425,0.315,0.1,0.377,0.1645,0.07200000000000001,0.105,6
925,1,0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105,7
926,1,0.43,0.325,0.09,0.425,0.217,0.087,0.095,7
927,1,0.435,0.325,0.12,0.3995,0.1815,0.061,0.1125,8
928,1,0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145,6
929,1,0.44,0.345,0.13,0.4495,0.209,0.0835,0.134,6
930,1,0.44,0.325,0.09,0.35,0.14800000000000002,0.067,0.105,7
931,0,0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195,6
932,1,0.445,0.35,0.13,0.4195,0.1695,0.0945,0.1195,7
933,1,0.45,0.36,0.13,0.478,0.191,0.127,0.13699999999999998,7
934,1,0.45,0.355,0.105,0.4445,0.19699999999999998,0.09300000000000001,0.1335,8
935,1,0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,7
936,1,0.45,0.335,0.105,0.447,0.2335,0.153,0.11900000000000001,7
937,1,0.455,0.355,0.125,0.5325,0.225,0.126,0.1465,7
938,1,0.455,0.375,0.12,0.49700000000000005,0.2355,0.1055,0.1295,6
939,1,0.46,0.36,0.1,0.4635,0.2325,0.09300000000000001,0.115,7
940,1,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,7
941,1,0.465,0.365,0.115,0.467,0.2315,0.0925,0.113,7
942,1,0.465,0.37,0.115,0.534,0.261,0.098,0.14300000000000002,7
943,1,0.465,0.345,0.11,0.4415,0.1755,0.0905,0.12,7
944,0,0.465,0.35,0.125,0.48200000000000004,0.23,0.106,0.1095,6
945,2,0.47,0.365,0.12,0.612,0.327,0.15,0.14,8
946,0,0.47,0.365,0.12,0.5820000000000001,0.29,0.092,0.146,8
947,2,0.475,0.37,0.125,0.537,0.222,0.1215,0.15,9
948,0,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,6
949,2,0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17,6
950,2,0.48,0.385,0.145,0.64,0.2925,0.1405,0.1575,6
951,2,0.48,0.36,0.1,0.439,0.19399999999999998,0.099,0.115,8
952,2,0.48,0.365,0.12,0.6015,0.312,0.11699999999999999,0.14,7
953,0,0.485,0.37,0.115,0.4785,0.1995,0.0955,0.129,7
954,2,0.49,0.385,0.125,0.649,0.32,0.124,0.1695,8
955,2,0.495,0.395,0.135,0.6335,0.3035,0.1295,0.1495,8
956,2,0.495,0.4,0.135,0.61,0.272,0.1435,0.14400000000000002,7
957,2,0.5,0.39,0.135,0.6595,0.3145,0.1535,0.1565,6
958,1,0.5,0.385,0.12,0.56,0.2835,0.10300000000000001,0.135,8
959,2,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,7
960,2,0.5,0.4,0.125,0.6725,0.336,0.12,0.1825,7
961,0,0.505,0.39,0.13,0.674,0.3165,0.141,0.1785,9
962,1,0.505,0.39,0.15,0.685,0.36200000000000004,0.131,0.156,8
963,2,0.505,0.41,0.125,0.642,0.289,0.133,0.155,9
964,1,0.505,0.355,0.125,0.601,0.25,0.1205,0.185,8
965,2,0.51,0.39,0.135,0.769,0.3935,0.1455,0.19,8
966,1,0.51,0.375,0.1,0.5785,0.23800000000000002,0.1225,0.175,7
967,1,0.51,0.405,0.135,0.769,0.3655,0.1585,0.18,7
968,2,0.51,0.405,0.15,0.7035,0.34700000000000003,0.134,0.1885,8
969,2,0.51,0.41,0.145,0.7959999999999999,0.3865,0.1815,0.1955,8
970,0,0.515,0.43,0.14,0.8340000000000001,0.36700000000000005,0.2,0.23,8
971,2,0.515,0.39,0.155,0.7125,0.3695,0.13699999999999998,0.155,7
972,0,0.525,0.415,0.14,0.7240000000000001,0.3475,0.17300000000000001,0.175,8
973,2,0.525,0.4,0.14,0.7325,0.33399999999999996,0.1575,0.17,11
974,0,0.53,0.425,0.13,0.7585,0.325,0.19699999999999998,0.205,8
975,0,0.53,0.425,0.15,0.8495,0.32799999999999996,0.23199999999999998,0.20199999999999999,8
976,2,0.53,0.405,0.125,0.6515,0.2715,0.1605,0.18600000000000003,7
977,0,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,8
978,2,0.535,0.43,0.14,0.7165,0.2855,0.1595,0.2155,8
979,2,0.535,0.435,0.14,0.8740000000000001,0.3735,0.22899999999999998,0.2195,8
980,0,0.55,0.445,0.155,0.9905,0.544,0.17800000000000002,0.218,9
981,0,0.55,0.43,0.14,0.8105,0.368,0.161,0.275,9
982,0,0.56,0.455,0.16,0.9670000000000001,0.4525,0.207,0.27399999999999997,9
983,0,0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,8
984,2,0.57,0.45,0.155,1.195,0.5625,0.2565,0.295,10
985,2,0.57,0.45,0.155,1.1935,0.513,0.21,0.34299999999999997,10
986,0,0.57,0.455,0.15,1.107,0.54,0.255,0.27,8
987,2,0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,8
988,2,0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214,7
989,2,0.575,0.475,0.16,1.114,0.4955,0.2745,0.29,9
990,0,0.575,0.46,0.16,1.103,0.5379999999999999,0.221,0.249,9
991,0,0.58,0.46,0.15,1.1155,0.5575,0.2255,0.29,7
992,0,0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276,8
993,2,0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835,10
994,0,0.58,0.45,0.145,1.137,0.5585,0.22,0.29,8
995,2,0.58,0.49,0.13,1.1335,0.586,0.2565,0.237,9
996,2,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,11
997,2,0.59,0.47,0.16,1.206,0.479,0.2425,0.309,8
998,0,0.59,0.455,0.145,1.063,0.5155,0.2445,0.25,8
999,0,0.595,0.47,0.155,1.121,0.4515,0.17800000000000002,0.155,11
1000,0,0.595,0.45,0.15,1.114,0.5865,0.2205,0.25,11
1001,2,0.595,0.475,0.165,1.213,0.621,0.2435,0.27399999999999997,9
1002,0,0.595,0.46,0.14,1.0045,0.4655,0.2095,0.2515,9
1003,2,0.595,0.455,0.15,1.044,0.518,0.2205,0.27,9
1004,0,0.605,0.49,0.15,1.1345,0.5265,0.2645,0.295,9
1005,2,0.605,0.475,0.155,1.161,0.5720000000000001,0.2455,0.275,9
1006,2,0.605,0.47,0.165,1.2315,0.6025,0.262,0.2925,11
1007,2,0.61,0.47,0.15,1.1625,0.565,0.258,0.3085,11
1008,2,0.61,0.475,0.155,1.168,0.5539999999999999,0.239,0.3295,10
1009,0,0.615,0.48,0.16,1.2525,0.585,0.2595,0.33,8
1010,0,0.62,0.51,0.18,1.3315,0.594,0.276,0.38799999999999996,11
1011,0,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,10
1012,2,0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,10
1013,0,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,10
1014,0,0.625,0.5,0.165,1.288,0.573,0.3035,0.315,9
1015,0,0.625,0.485,0.2,1.38,0.5845,0.302,0.401,9
1016,2,0.63,0.485,0.155,1.278,0.637,0.275,0.31,8
1017,0,0.63,0.495,0.165,1.3075,0.599,0.284,0.315,11
1018,2,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235,8
1019,2,0.635,0.49,0.175,1.375,0.623,0.2705,0.395,11
1020,2,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,10
1021,2,0.64,0.505,0.155,1.4025,0.705,0.2655,0.335,10
1022,0,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,11
1023,0,0.64,0.5,0.175,1.3940000000000001,0.4935,0.29100000000000004,0.4,10
1024,0,0.645,0.5,0.155,1.2205,0.6145,0.23600000000000002,0.3185,10
1025,2,0.645,0.52,0.175,1.636,0.779,0.342,0.43200000000000005,11
1026,2,0.645,0.52,0.175,1.561,0.7090000000000001,0.3555,0.4,8
1027,0,0.645,0.505,0.165,1.4325,0.684,0.308,0.336,8
1028,2,0.645,0.5,0.175,1.3385,0.633,0.299,0.349,11
1029,0,0.645,0.5,0.16,1.2465,0.5475,0.327,0.3,10
1030,0,0.645,0.515,0.15,1.212,0.515,0.2055,0.385,10
1031,2,0.65,0.495,0.16,1.304,0.57,0.312,0.3725,9
1032,2,0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,11
1033,2,0.65,0.525,0.185,1.6219999999999999,0.6645,0.3225,0.47700000000000004,10
1034,0,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,9
1035,0,0.655,0.51,0.175,1.6525,0.8515,0.3365,0.40299999999999997,10
1036,0,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,11
1037,2,0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175,9
1038,2,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485,10
1039,0,0.66,0.475,0.18,1.3695,0.6409999999999999,0.294,0.335,6
1040,2,0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,11
1041,0,0.675,0.57,0.225,1.587,0.7390000000000001,0.2995,0.435,10
1042,0,0.675,0.565,0.195,1.8375,0.7645,0.3615,0.5529999999999999,12
1043,2,0.68,0.535,0.185,1.607,0.7245,0.3215,0.498,12
1044,2,0.69,0.525,0.175,1.7005,0.8255,0.36200000000000004,0.405,8
1045,2,0.69,0.505,0.2,1.8719999999999999,0.893,0.4015,0.48,10
1046,0,0.695,0.535,0.175,1.8385,0.8035,0.396,0.503,10
1047,0,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,12
1048,2,0.71,0.565,0.205,2.198,1.012,0.5225,0.5475,11
1049,2,0.715,0.565,0.175,1.9525,0.7645,0.4185,0.4135,10
1050,0,0.715,0.525,0.185,1.56,0.6655,0.38299999999999995,0.405,11
1051,0,0.735,0.6,0.22,2.555,1.1335,0.44,0.6,11
1052,2,0.765,0.6,0.22,2.302,1.0070000000000001,0.509,0.6205,12
1053,1,0.185,0.13,0.045,0.028999999999999998,0.012,0.0075,0.0095,4
1054,1,0.195,0.15,0.045,0.0375,0.018000000000000002,0.006,0.011000000000000001,3
1055,1,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,4
1056,1,0.2,0.155,0.04,0.0435,0.0155,0.009000000000000001,0.006999999999999999,4
1057,1,0.225,0.165,0.055,0.059000000000000004,0.027000000000000003,0.0125,0.015,4
1058,1,0.245,0.18,0.065,0.071,0.03,0.013000000000000001,0.0215,4
1059,1,0.25,0.18,0.065,0.0685,0.0245,0.0155,0.0225,5
1060,1,0.265,0.195,0.055,0.084,0.0365,0.0175,0.025,7
1061,1,0.275,0.195,0.065,0.106,0.054000000000000006,0.02,0.027999999999999997,6
1062,1,0.28,0.21,0.085,0.1075,0.0415,0.024,0.034,5
1063,1,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,5
1064,1,0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,6
1065,1,0.315,0.235,0.055,0.151,0.065,0.027000000000000003,0.039,6
1066,1,0.32,0.225,0.085,0.1415,0.0675,0.0295,0.0405,6
1067,1,0.34,0.265,0.08,0.2015,0.09,0.0475,0.055,5
1068,1,0.37,0.28,0.1,0.221,0.1165,0.0265,0.0635,6
1069,1,0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,6
1070,1,0.375,0.275,0.1,0.2325,0.1165,0.042,0.065,6
1071,1,0.385,0.29,0.08,0.2485,0.122,0.0495,0.065,7
1072,1,0.4,0.32,0.095,0.348,0.19399999999999998,0.053,0.087,6
1073,1,0.405,0.3,0.11,0.32,0.172,0.044000000000000004,0.09300000000000001,7
1074,1,0.41,0.3,0.1,0.282,0.1255,0.057,0.0875,7
1075,1,0.41,0.325,0.1,0.3245,0.132,0.07200000000000001,0.106,6
1076,1,0.42,0.3,0.105,0.316,0.1255,0.07,0.1035,7
1077,1,0.42,0.32,0.11,0.3625,0.174,0.0635,0.105,7
1078,1,0.42,0.31,0.095,0.27899999999999997,0.1255,0.051,0.08800000000000001,6
1079,1,0.425,0.325,0.115,0.3685,0.162,0.0865,0.1045,7
1080,2,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,7
1081,1,0.435,0.33,0.11,0.413,0.2055,0.096,0.096,6
1082,1,0.435,0.345,0.115,0.418,0.222,0.0735,0.106,7
1083,1,0.44,0.33,0.11,0.3705,0.1545,0.084,0.12,7
1084,1,0.445,0.345,0.105,0.409,0.1675,0.1015,0.11699999999999999,7
1085,1,0.445,0.34,0.145,0.434,0.1945,0.0905,0.13,7
1086,1,0.445,0.335,0.11,0.41100000000000003,0.1985,0.0935,0.109,8
1087,1,0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315,8
1088,1,0.45,0.34,0.12,0.4925,0.24100000000000002,0.1075,0.12,6
1089,1,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,7
1090,1,0.45,0.33,0.1,0.41100000000000003,0.1945,0.1,0.098,6
1091,1,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,6
1092,1,0.46,0.35,0.115,0.4155,0.18,0.098,0.1175,7
1093,2,0.47,0.36,0.105,0.544,0.27,0.1395,0.129,7
1094,1,0.47,0.38,0.125,0.4845,0.21100000000000002,0.1075,0.142,6
1095,1,0.475,0.35,0.11,0.4565,0.20600000000000002,0.099,0.13,6
1096,1,0.475,0.35,0.1,0.4545,0.2165,0.111,0.115,7
1097,1,0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665,8
1098,2,0.49,0.465,0.125,0.5225,0.235,0.13,0.141,7
1099,1,0.5,0.375,0.14,0.5495,0.248,0.11199999999999999,0.1585,7
1100,1,0.5,0.375,0.12,0.542,0.215,0.11599999999999999,0.17,9
1101,1,0.5,0.38,0.125,0.519,0.2485,0.1135,0.134,8
1102,2,0.5,0.39,0.125,0.5215,0.2485,0.11699999999999999,0.131,6
1103,0,0.505,0.39,0.125,0.5445,0.24600000000000002,0.15,0.1405,7
1104,1,0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182,8
1105,0,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,6
1106,1,0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,9
1107,1,0.51,0.38,0.115,0.5155,0.215,0.1135,0.166,8
1108,1,0.515,0.385,0.125,0.6115,0.3175,0.1265,0.15,8
1109,2,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,9
1110,1,0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,8
1111,1,0.52,0.38,0.125,0.5545,0.28800000000000003,0.1295,0.16699999999999998,8
1112,0,0.52,0.46,0.15,1.0190000000000001,0.523,0.1985,0.254,7
1113,1,0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,8
1114,1,0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,9
1115,2,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,9
1116,1,0.525,0.395,0.12,0.608,0.297,0.1395,0.1405,8
1117,1,0.53,0.4,0.125,0.617,0.27899999999999997,0.127,0.19,8
1118,1,0.535,0.39,0.125,0.599,0.2595,0.149,0.16899999999999998,9
1119,1,0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,10
1120,2,0.545,0.39,0.135,0.7835,0.4225,0.1815,0.156,7
1121,2,0.545,0.41,0.12,0.7929999999999999,0.434,0.1405,0.19,9
1122,2,0.545,0.415,0.14,0.82,0.4615,0.127,0.218,9
1123,0,0.55,0.415,0.135,0.8145,0.42700000000000005,0.1855,0.175,8
1124,0,0.55,0.43,0.15,0.84,0.395,0.195,0.223,8
1125,2,0.55,0.425,0.15,0.8315,0.41100000000000003,0.1765,0.2165,10
1126,2,0.56,0.43,0.145,0.8995,0.46399999999999997,0.1775,0.23399999999999999,9
1127,2,0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215,8
1128,0,0.56,0.44,0.155,0.6405,0.336,0.1765,0.245,8
1129,2,0.56,0.415,0.145,0.852,0.43,0.1885,0.205,8
1130,2,0.565,0.455,0.15,0.9595,0.4565,0.2395,0.23,9
1131,2,0.565,0.435,0.15,0.99,0.5795,0.1825,0.20600000000000002,8
1132,0,0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645,9
1133,2,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,9
1134,0,0.57,0.445,0.145,0.8775,0.41200000000000003,0.217,0.22,8
1135,1,0.57,0.44,0.15,0.755,0.3425,0.16,0.22399999999999998,8
1136,0,0.575,0.46,0.145,0.9945,0.466,0.22899999999999998,0.265,7
1137,0,0.575,0.45,0.16,1.068,0.556,0.214,0.2575,10
1138,2,0.575,0.435,0.14,0.8455,0.401,0.191,0.222,9
1139,0,0.575,0.47,0.165,0.8690000000000001,0.435,0.19699999999999998,0.23800000000000002,9
1140,2,0.575,0.455,0.135,0.907,0.4245,0.19699999999999998,0.26,9
1141,1,0.575,0.435,0.13,0.805,0.3155,0.2155,0.245,10
1142,2,0.575,0.445,0.17,1.0225,0.5489999999999999,0.2175,0.228,9
1143,2,0.575,0.445,0.145,0.847,0.415,0.1945,0.22,9
1144,2,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265,8
1145,2,0.58,0.455,0.195,1.859,0.945,0.426,0.441,9
1146,2,0.58,0.445,0.135,0.8140000000000001,0.3775,0.1915,0.22,9
1147,2,0.58,0.45,0.14,0.9615,0.486,0.1815,0.253,9
1148,2,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,8
1149,0,0.58,0.45,0.155,0.93,0.385,0.24600000000000002,0.265,9
1150,2,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,9
1151,2,0.585,0.465,0.16,0.9555,0.4595,0.23600000000000002,0.265,7
1152,2,0.59,0.47,0.15,0.9955,0.48100000000000004,0.23199999999999998,0.24,8
1153,0,0.6,0.475,0.16,1.0265,0.485,0.2495,0.2565,9
1154,2,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,8
1155,0,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,8
1156,2,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,10
1157,0,0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,9
1158,2,0.605,0.475,0.14,1.1175,0.555,0.257,0.27399999999999997,9
1159,2,0.605,0.48,0.17,1.1835,0.5820000000000001,0.2365,0.317,10
1160,0,0.605,0.475,0.165,1.056,0.433,0.2195,0.35700000000000004,9
1161,2,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,8
1162,2,0.61,0.485,0.145,1.3305,0.7829999999999999,0.2255,0.2865,9
1163,2,0.61,0.47,0.165,1.052,0.498,0.242,0.267,9
1164,2,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,10
1165,0,0.615,0.465,0.15,0.9229999999999999,0.4615,0.1825,0.2415,9
1166,0,0.615,0.475,0.155,1.0270000000000001,0.447,0.25,0.285,9
1167,2,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,8
1168,2,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,8
1169,0,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,8
1170,0,0.625,0.485,0.175,1.3745,0.7335,0.2715,0.332,9
1171,2,0.625,0.48,0.185,1.2065,0.5870000000000001,0.29,0.28600000000000003,8
1172,2,0.63,0.47,0.155,1.1325,0.589,0.21100000000000002,0.287,8
1173,2,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,10
1174,0,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,9
1175,2,0.64,0.515,0.165,1.369,0.632,0.3415,0.358,10
1176,2,0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735,10
1177,0,0.645,0.48,0.17,1.1345,0.528,0.254,0.305,10
1178,0,0.65,0.5,0.19,1.464,0.6415,0.33899999999999997,0.4245,9
1179,2,0.65,0.5,0.155,1.202,0.565,0.3135,0.294,11
1180,2,0.655,0.515,0.16,1.31,0.5529999999999999,0.369,0.345,11
1181,0,0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,10
1182,0,0.66,0.53,0.185,1.3459999999999999,0.546,0.2705,0.47600000000000003,11
1183,2,0.665,0.525,0.16,1.3630000000000002,0.629,0.27899999999999997,0.34,8
1184,1,0.665,0.5,0.17,1.2975,0.6035,0.29100000000000004,0.3595,9
1185,0,0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353,9
1186,0,0.685,0.54,0.215,1.7025,0.664,0.3655,0.4735,14
1187,2,0.685,0.52,0.165,1.5190000000000001,0.6990000000000001,0.3685,0.4,10
1188,0,0.69,0.54,0.155,1.454,0.624,0.3105,0.39,9
1189,2,0.69,0.53,0.21,1.5830000000000002,0.7355,0.405,0.3865,12
1190,0,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,9
1191,2,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,10
1192,2,0.7,0.565,0.18,1.751,0.895,0.3355,0.446,9
1193,2,0.7,0.575,0.19,2.273,1.095,0.418,0.638,12
1194,0,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,9
1195,0,0.705,0.55,0.17,1.219,0.6395,0.23600000000000002,0.301,9
1196,0,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,11
1197,2,0.715,0.55,0.19,2.0045,1.0465,0.40700000000000003,0.5075,12
1198,2,0.715,0.535,0.19,1.6755,0.889,0.313,0.42,10
1199,0,0.72,0.58,0.195,2.103,1.0265,0.48,0.5375,10
1200,0,0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215,10
1201,2,0.72,0.565,0.145,1.187,0.691,0.1945,0.2685,8
1202,2,0.725,0.505,0.185,1.9780000000000002,1.026,0.4255,0.4505,12
1203,0,0.73,0.575,0.185,1.8795,0.9309999999999999,0.38,0.4825,12
1204,2,0.735,0.585,0.185,2.124,0.9520000000000001,0.55,0.5,11
1205,2,0.745,0.565,0.215,1.931,0.8959999999999999,0.4585,0.5,11
1206,0,0.75,0.57,0.21,2.2359999999999998,1.109,0.5195,0.545,11
1207,0,0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,11
1208,2,0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595,10
1209,0,0.78,0.63,0.215,2.657,1.4880000000000002,0.4985,0.586,11
1210,1,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15,6
1211,1,0.245,0.205,0.06,0.0765,0.034,0.013999999999999999,0.0215,4
1212,1,0.25,0.185,0.065,0.0685,0.0295,0.013999999999999999,0.0225,5
1213,1,0.25,0.19,0.065,0.0835,0.039,0.015,0.025,5
1214,1,0.275,0.195,0.09,0.1125,0.0545,0.0295,0.0355,6
1215,1,0.305,0.215,0.065,0.1075,0.044000000000000004,0.0205,0.038,5
1216,1,0.31,0.225,0.07,0.1055,0.435,0.015,0.04,5
1217,1,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,5
1218,1,0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385,5
1219,1,0.325,0.225,0.075,0.139,0.0565,0.032,0.09,6
1220,1,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052000000000000005,7
1221,1,0.33,0.205,0.095,0.1595,0.077,0.032,0.0435,5
1222,1,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,7
1223,1,0.34,0.25,0.09,0.179,0.0775,0.033,0.055,6
1224,1,0.345,0.255,0.095,0.1945,0.0925,0.037000000000000005,0.055,6
1225,1,0.345,0.255,0.085,0.2005,0.105,0.037000000000000005,0.05,5
1226,1,0.35,0.27,0.075,0.215,0.1,0.036000000000000004,0.065,6
1227,1,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525,8
1228,1,0.36,0.27,0.085,0.196,0.0875,0.035,0.064,4
1229,1,0.365,0.27,0.085,0.1875,0.081,0.042,0.057999999999999996,6
1230,1,0.365,0.27,0.085,0.196,0.0825,0.0375,0.06,7
1231,1,0.365,0.265,0.085,0.213,0.0945,0.049,0.06,7
1232,1,0.37,0.29,0.09,0.2445,0.08900000000000001,0.0655,0.075,7
1233,1,0.37,0.28,0.085,0.217,0.1095,0.035,0.062,6
1234,1,0.375,0.29,0.095,0.213,0.096,0.040999999999999995,0.061,5
