,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
386,1,1,8,5,1,-1.32828,0.32197,-0.58331,-1.34289,2.04506,-0.71126,0.07987000000000001,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
387,2,1,6,5,6,0.13606,-0.30033000000000004,0.14143,-0.15487,-0.27607,-0.21712,-0.8463700000000001,3,0,0,0,6,1,6,0,0,0,0,0,0,0,1,0,6,0,0
388,1,1,0,5,6,-0.58016,0.32197,-0.17779,0.13136,0.5848899999999999,-1.37983,-1.5485799999999998,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,4,0,0
389,2,0,7,5,6,-0.67825,-0.43999,0.29338000000000003,0.13136,-0.00665,0.19268,-0.8463700000000001,2,0,1,3,6,1,6,1,0,0,0,0,0,0,3,0,6,0,0
390,1,0,8,5,6,0.62967,0.0033200000000000005,0.14143,0.28783000000000003,0.12331,-0.71126,-0.52593,5,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0
391,2,0,2,5,6,-0.46725,0.32197,-0.58331,-0.01729,1.13407,-0.71126,-1.18084,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
392,1,0,6,5,6,-0.79151,-0.15487,-2.21069,-0.60633,1.46191,-1.37983,-2.07848,6,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0
393,1,1,6,5,6,-1.43907,0.63779,-0.17779,-0.7609600000000001,1.81175,0.52975,0.40148,6,2,1,0,6,1,6,2,1,3,0,2,0,2,1,2,5,0,1
394,2,1,8,5,6,0.22393,1.2861,-0.45174,-1.47955,-0.78155,1.86203,1.2247,6,1,1,1,4,2,5,3,0,3,0,0,3,1,0,1,5,0,0
395,2,0,8,5,6,-1.86962,0.63779,-0.97631,-0.30172,0.5848899999999999,-0.21712,-0.52593,6,0,0,0,6,2,5,0,0,0,0,0,0,0,0,1,1,0,0
396,3,1,6,5,6,0.13606,0.47617,-0.8473200000000001,-1.47955,0.41594,1.29221,1.2247,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,6,0,0
397,1,0,5,5,6,-0.79151,0.32197,0.29338000000000003,-1.34289,0.93949,0.88113,-0.52593,6,0,0,0,6,5,3,0,0,0,0,0,0,0,0,0,6,0,1
398,3,1,5,5,6,-0.92104,1.2861,1.43533,0.94156,0.5848899999999999,-0.71126,-1.18084,1,1,1,0,5,1,6,1,0,1,0,1,0,0,0,1,4,0,1
399,1,0,3,5,6,-0.14882,-0.15487,-1.97495,0.59042,0.7583,-0.71126,-0.8463700000000001,4,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0
400,3,1,1,5,6,0.13606,-1.09207,-0.45174,-1.6209,-0.65253,1.86203,1.2247,5,2,2,0,6,6,6,2,0,2,0,2,2,2,0,2,6,0,0
401,0,1,7,5,6,-0.92104,-0.69509,-0.31776,-0.60633,-1.25773,0.52975,0.40148,5,0,0,0,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0
402,0,1,8,5,6,-1.43907,0.63779,-0.31776,-0.7609600000000001,-0.40581,-1.37983,-0.52593,5,0,0,2,5,5,5,0,0,0,0,0,0,0,0,0,6,0,0
403,3,1,2,5,6,0.91093,-0.15487,-0.17779,-0.15487,0.25953000000000004,0.88113,0.07987000000000001,3,1,1,1,6,6,6,2,0,0,0,0,0,1,0,1,6,0,1
404,0,0,4,5,6,0.13606,1.58487,1.88511,1.2861,-0.00665,1.29221,0.7654,5,3,2,3,6,5,6,0,0,3,0,0,4,0,0,3,6,0,0
405,3,0,8,5,6,1.8399,-0.94779,1.6565299999999998,-0.01729,-0.40581,0.19268,0.40148,3,1,0,0,6,6,6,1,0,2,0,0,3,0,0,1,6,0,0
406,2,1,2,5,5,1.37297,-0.15487,-0.31776,-0.30172,-0.65253,-0.21712,0.07987000000000001,6,1,1,2,6,6,2,1,1,2,0,0,0,1,0,1,6,0,0
407,1,1,8,5,6,-0.67825,0.16767,0.58331,0.13136,-0.27607,0.19268,-1.5485799999999998,3,1,1,1,6,6,6,1,0,1,0,2,2,1,6,1,6,0,1
408,2,0,6,6,6,-1.5507799999999998,0.80523,0.7233,0.28783000000000003,0.5848899999999999,-0.21712,0.40148,1,1,0,2,6,6,6,1,0,0,0,0,0,0,3,0,6,0,0
409,3,1,3,5,6,1.02119,-1.37639,0.44585,0.94156,-1.38502,0.88113,0.40148,5,2,0,3,6,6,6,1,0,2,1,2,2,1,6,2,2,0,1
410,2,0,7,4,6,-0.46725,-1.50796,0.29338000000000003,0.13136,-1.64101,-0.21712,-0.8463700000000001,3,0,0,1,3,1,6,1,1,1,0,0,0,1,0,1,1,0,0
411,1,0,8,5,6,0.13606,1.11406,-0.97631,0.43852,-0.27607,-0.71126,-0.52593,6,0,0,0,3,2,6,2,0,2,0,0,0,0,0,0,2,0,0
412,2,1,7,5,6,0.04257,-0.15487,0.7233,0.13136,-0.40581,-0.21712,-0.21575,5,2,2,2,6,6,5,3,0,2,0,2,2,2,0,2,6,0,0
413,2,0,7,5,6,-1.86962,0.32197,-1.11902,-0.15487,-0.65253,0.19268,-0.21575,6,0,0,0,6,1,4,0,0,0,0,0,0,0,0,1,1,0,0
414,0,1,3,5,6,-0.58016,-1.09207,-0.58331,-2.07848,2.63199,-0.21712,0.7654,6,3,3,0,6,6,6,3,0,3,0,5,4,3,0,3,5,0,0
415,0,1,7,5,6,-0.05188,-0.69509,0.29338000000000003,-2.21844,-1.25773,0.19268,0.7654,5,0,3,3,6,6,5,5,0,3,0,4,3,0,0,2,6,0,0
416,1,1,7,5,6,-0.79151,0.96248,0.14143,-1.07533,-0.65253,1.29221,1.92173,5,2,2,0,5,2,4,2,2,2,0,0,0,2,0,2,2,0,2
417,1,0,0,5,6,0.31287,0.0033200000000000005,1.06238,-0.4532100000000001,0.41594,-0.21712,-0.21575,6,0,3,0,6,4,5,0,0,0,0,0,0,0,0,2,0,0,0
418,1,1,8,5,6,0.62967,0.16767,-0.17779,-0.30172,0.12331,0.19268,-0.52593,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
419,0,1,3,5,6,0.31287,0.80523,-0.01928,-0.91699,1.13407,0.52975,0.7654,4,3,0,0,6,6,4,0,0,3,0,3,0,0,0,0,5,0,0
420,1,1,7,5,6,0.31287,-1.7625,-1.42424,-0.30172,-0.40581,0.52975,-0.8463700000000001,5,2,2,0,6,2,6,0,0,0,0,0,0,0,0,0,6,0,0
421,2,1,6,5,6,-0.79151,-0.15487,-0.01928,1.81866,-0.65253,-0.21712,-1.18084,4,1,1,3,6,6,6,1,0,1,0,0,2,1,1,1,6,0,1
422,2,0,8,5,3,-1.05308,0.80523,-0.71727,1.2861,0.93949,-0.21712,-0.8463700000000001,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0
423,3,0,0,6,6,0.52135,0.0033200000000000005,1.6565299999999998,0.94156,-0.00665,1.29221,0.40148,3,1,1,1,6,6,6,1,1,2,1,0,2,2,1,2,1,0,1
424,2,1,8,5,6,-0.34799,-0.30033000000000004,0.14143,-0.30172,-1.64101,-0.21712,-0.8463700000000001,6,2,3,0,6,5,5,1,0,3,0,0,3,1,0,2,5,0,0
425,3,1,1,5,6,0.22393,0.0033200000000000005,-0.31776,-0.15487,-0.00665,0.52975,-0.21575,5,1,0,3,5,1,4,0,0,0,0,0,0,0,0,0,1,0,0
426,2,1,8,4,6,0.62967,-0.80615,-0.17779,-1.34289,-0.14277,0.88113,0.07987000000000001,6,1,1,1,6,6,5,3,0,3,0,1,3,3,0,4,0,0,2
427,1,0,3,5,6,-0.92104,-0.15487,-2.09015,0.28783000000000003,0.7583,-1.37983,-1.5485799999999998,5,0,0,3,6,2,6,0,0,0,0,0,0,0,0,0,2,0,0
428,1,1,4,5,6,0.22393,-0.94779,-1.42424,-0.7609600000000001,-0.27607,-0.21712,-0.21575,5,1,0,0,6,1,6,0,0,1,0,0,0,1,0,1,6,0,1
429,1,0,3,5,6,0.04257,0.32197,-0.97631,0.94156,-1.0145,0.19268,-0.21575,5,2,1,0,6,2,5,2,0,2,0,2,0,0,0,2,5,0,0
430,1,1,8,5,6,-0.24649,-0.30033000000000004,-1.68062,0.28783000000000003,0.12331,-0.71126,-1.18084,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
431,3,0,1,5,6,0.22393,1.93886,-1.11902,1.2861,-0.14277,1.86203,0.7654,6,1,1,0,2,2,4,0,0,0,0,0,0,0,0,0,3,0,0
432,0,0,8,5,6,-0.14882,0.96248,-1.55521,2.23427,1.63088,-0.21712,-0.52593,5,0,2,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
433,1,0,8,5,6,0.04257,0.47617,-1.11902,0.59042,1.81175,-0.71126,-0.52593,4,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0
434,4,1,7,6,6,-0.67825,-0.30033000000000004,1.06238,1.81866,0.7583,-1.37983,-1.18084,1,0,0,0,2,6,5,1,0,0,0,0,0,1,0,0,0,0,0
435,3,1,1,5,6,-1.43907,0.47617,0.29338000000000003,-0.91699,0.41594,0.52975,0.40148,6,2,2,2,6,6,4,3,5,2,2,0,0,1,1,0,2,0,0
436,1,0,8,6,6,2.82196,-0.43999,-0.8473200000000001,-1.7719999999999998,-2.04506,0.88113,0.07987000000000001,5,2,0,6,6,2,6,2,2,0,2,0,2,0,2,2,6,0,0
437,0,0,7,6,6,1.37297,-0.30033000000000004,0.29338000000000003,-0.15487,-1.7816900000000002,0.19268,-0.21575,4,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,3,0,3
438,2,0,8,5,6,-0.46725,0.47617,-0.58331,0.7609600000000001,1.81175,-0.21712,-0.52593,6,0,0,0,6,2,6,2,0,0,0,0,0,0,0,1,2,0,0
439,0,0,7,5,6,-0.67825,1.45421,-2.09015,-0.01729,0.5848899999999999,0.52975,0.07987000000000001,3,0,0,0,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0
440,1,0,5,5,6,-0.92104,0.0033200000000000005,0.29338000000000003,-0.15487,-0.00665,0.19268,0.07987000000000001,5,2,0,0,6,6,6,3,0,4,0,2,3,2,0,2,6,0,0
441,2,1,1,5,6,0.41667,0.63779,-0.71727,-0.7609600000000001,-0.27607,-0.21712,-0.21575,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,5,0,0
442,3,0,6,5,6,-0.46725,0.80523,0.58331,0.13136,0.7583,-2.55524,-0.8463700000000001,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
443,3,0,8,5,6,1.02119,-0.94779,-0.58331,-0.91699,0.41594,-0.21712,-1.5485799999999998,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,6,0,0
444,1,0,8,5,6,0.22393,-1.09207,0.44585,2.75696,-0.65253,-0.71126,0.40148,6,2,2,2,5,3,5,2,0,2,0,2,3,3,3,2,6,0,0
445,1,1,5,5,6,0.04257,-0.15487,-0.8473200000000001,-0.7609600000000001,-1.13788,1.29221,0.07987000000000001,6,2,1,0,6,2,6,2,0,2,0,0,2,0,0,2,6,0,0
446,0,0,7,5,6,1.13281,1.45421,1.06238,-1.7719999999999998,-0.89891,1.29221,1.2247,5,0,2,3,6,3,5,0,0,2,0,0,3,4,0,3,5,0,0
447,0,1,8,5,6,-0.34799,0.63779,0.44585,-0.30172,0.7583,-0.21712,0.07987000000000001,5,3,3,0,3,3,6,3,0,4,0,4,3,3,3,3,0,0,0
448,0,0,8,5,6,0.73545,-0.15487,-0.8473200000000001,0.59042,-1.0145,0.52975,0.07987000000000001,5,2,2,2,6,5,4,2,2,2,0,2,2,0,0,2,6,0,0
449,0,0,5,5,6,-1.1943,0.80523,-0.8473200000000001,-0.15487,0.7583,0.19268,-0.52593,5,0,0,0,4,2,5,0,0,0,0,0,0,0,0,0,2,0,0
450,2,0,8,5,6,-0.14882,-0.15487,0.14143,0.13136,0.93949,-1.37983,0.07987000000000001,5,0,0,0,3,2,6,2,0,0,0,0,0,0,0,0,3,0,0
451,1,1,8,5,6,1.23461,-1.7625,-0.31776,0.13136,0.41594,-1.37983,-0.21575,5,2,3,0,4,3,5,0,0,2,0,2,2,0,0,2,2,0,0
452,3,1,0,5,6,-0.14882,-0.57545,0.8830899999999999,-0.7609600000000001,-0.27607,1.86203,0.7654,6,6,2,5,6,6,6,3,2,3,5,2,4,4,5,3,4,0,1
453,0,0,8,5,6,0.82562,-0.80615,0.7233,-0.7609600000000001,-2.57309,0.88113,-0.21575,6,3,3,0,6,3,5,0,0,2,0,0,4,0,0,0,5,0,0
454,2,1,8,5,6,1.60383,-0.43999,0.29338000000000003,-2.21844,-0.65253,0.88113,0.40148,6,3,1,4,6,4,6,3,1,3,3,2,2,2,1,2,6,0,1
455,2,0,5,5,6,-0.46725,-0.57545,0.14143,0.59042,0.7583,-1.37983,-2.07848,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
456,0,0,8,5,6,0.62967,0.0033200000000000005,0.14143,0.59042,0.12331,-0.21712,0.07987000000000001,6,4,2,0,6,6,6,2,0,4,0,4,4,3,0,3,6,0,0
457,1,1,5,5,6,0.91093,1.2861,1.88511,-2.5383,-0.40581,0.52975,0.07987000000000001,4,3,0,0,6,4,6,2,0,3,0,4,3,3,3,3,5,0,0
458,0,0,8,5,6,1.23461,-1.37639,1.24033,-1.7719999999999998,0.25953000000000004,0.88113,0.07987000000000001,6,3,3,4,6,5,6,3,0,2,3,5,3,2,3,2,6,0,0
459,0,1,7,5,6,1.49158,-1.37639,-2.63199,1.81866,-1.25773,0.52975,-1.18084,5,0,2,0,6,2,4,0,0,3,0,0,2,0,0,2,0,0,0
460,2,1,7,5,6,0.82562,0.47617,1.43533,0.13136,-2.30408,1.29221,1.2247,3,2,2,1,6,2,6,2,0,2,0,0,2,1,0,1,6,0,1
461,3,1,3,5,6,1.02119,-0.94779,-0.58331,1.45039,-1.25773,-0.21712,0.40148,6,1,2,0,6,1,3,1,0,0,0,0,1,1,0,1,3,0,1
462,0,0,8,5,6,0.31287,-0.80615,1.06238,0.7609600000000001,0.93949,0.19268,-0.21575,5,2,2,3,5,3,5,0,0,2,0,0,2,3,3,3,6,0,0
463,0,0,5,5,6,1.37297,-1.09207,-0.01928,-0.4532100000000001,-0.40581,1.29221,0.7654,5,0,2,0,6,2,6,0,0,0,0,0,0,0,0,0,6,0,0
464,0,0,8,5,0,0.31287,0.63779,1.06238,1.11406,-0.27607,-0.71126,0.7654,0,2,0,2,6,6,5,0,0,3,0,0,2,0,0,2,6,0,2
465,3,1,8,5,6,0.22393,0.0033200000000000005,1.24033,-0.01729,1.46191,-0.21712,-0.21575,6,1,1,0,2,1,5,1,0,0,0,0,0,1,0,1,2,0,0
466,2,1,8,5,6,-0.05188,0.16767,-0.71727,-0.30172,0.12331,-1.37983,-1.18084,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
467,1,1,8,5,6,-1.1943,1.74091,1.43533,0.7609600000000001,-0.00665,0.88113,1.2247,5,3,2,0,6,3,5,3,0,3,0,0,2,3,0,2,6,0,0
468,3,0,1,6,6,2.82196,-1.6334,-1.42424,1.6110799999999998,-2.04506,-0.21712,0.07987000000000001,3,1,1,6,6,1,6,1,1,1,2,0,0,1,6,0,6,0,0
469,0,0,8,5,6,0.13606,0.80523,0.29338000000000003,-0.15487,0.7583,-0.71126,-0.8463700000000001,4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
470,0,1,5,5,4,-0.92104,2.57309,1.06238,1.11406,2.33337,-0.21712,0.40148,5,2,2,2,6,6,5,2,0,3,0,0,2,3,0,3,6,0,0
471,0,0,4,5,6,0.31287,0.0033200000000000005,-0.17779,1.2861,-0.00665,0.19268,-0.21575,5,2,2,2,6,3,5,2,2,2,2,0,2,2,2,0,6,0,2
472,2,0,7,6,6,1.37297,0.0033200000000000005,-0.45174,-0.7609600000000001,-0.52745,0.88113,-0.21575,2,0,0,3,6,6,5,2,0,0,0,0,0,0,2,0,6,0,0
473,4,0,8,5,3,-0.24649,0.96248,0.14143,-0.15487,0.41594,-1.37983,-2.07848,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
474,3,0,8,6,6,-1.1943,0.96248,-0.45174,0.7609600000000001,0.93949,-0.71126,-0.8463700000000001,3,1,0,0,6,6,4,1,0,0,0,0,0,1,0,0,1,0,0
475,2,1,8,5,6,1.72012,-0.94779,0.58331,-1.7719999999999998,-0.40581,0.19268,-0.8463700000000001,6,0,0,0,6,2,3,0,0,0,0,0,0,0,0,0,6,0,3
476,2,0,6,5,6,1.49158,-0.69509,-0.71727,-1.21213,-1.25773,1.29221,0.7654,6,0,1,6,6,2,5,3,0,0,0,0,0,0,0,0,6,0,0
477,1,0,8,5,6,0.41667,0.80523,-0.31776,0.94156,0.5848899999999999,-0.21712,0.07987000000000001,6,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,2,0,0
478,1,0,5,0,6,0.41667,-0.43999,1.43533,1.45039,0.25953000000000004,0.19268,0.40148,6,0,0,2,6,2,5,0,0,0,0,0,0,0,0,0,3,0,0
479,0,1,7,6,6,1.13281,-0.80615,-0.17779,-1.34289,-0.65253,-1.37983,-0.8463700000000001,3,3,0,3,6,3,4,3,0,3,3,3,3,3,3,3,6,0,0
480,2,0,8,0,6,1.02119,0.16767,0.29338000000000003,-0.15487,0.5848899999999999,0.19268,0.40148,6,2,1,6,6,3,5,2,0,2,1,1,0,1,2,1,6,0,0
481,2,1,7,5,6,-0.67825,-0.15487,0.29338000000000003,0.13136,1.63088,-0.71126,-0.21575,0,1,0,0,6,6,2,1,0,1,1,0,0,1,0,1,3,0,1
482,1,0,8,5,6,1.23461,0.47617,1.43533,0.28783000000000003,0.93949,0.19268,-0.8463700000000001,2,0,2,2,5,6,5,0,0,4,0,3,2,0,0,3,3,0,0
483,2,0,1,5,6,-0.58016,0.96248,-0.58331,0.7609600000000001,-0.27607,-1.37983,-1.18084,4,1,1,0,6,6,6,1,0,1,0,0,0,0,0,0,6,0,0
484,3,0,1,5,6,-0.46725,0.32197,-1.55521,1.11406,-0.78155,-1.37983,-0.8463700000000001,6,0,1,0,6,6,5,0,0,0,0,0,0,0,0,0,6,0,0
485,1,1,3,4,6,1.49158,-1.6334,1.06238,-0.7609600000000001,-1.38502,-0.71126,-1.18084,5,5,0,2,6,5,4,0,0,0,0,0,2,0,0,0,5,0,1
486,2,0,3,6,6,1.8399,-1.7625,1.24033,-1.07533,0.25953000000000004,0.19268,-0.52593,4,0,0,6,6,6,6,1,1,0,1,0,0,1,0,1,6,0,0
487,1,1,1,5,6,0.41667,-1.37639,0.14143,0.7609600000000001,-0.40581,-0.21712,1.2247,6,3,2,2,6,6,6,3,0,3,0,0,3,0,0,2,3,0,2
488,0,1,4,5,6,1.98437,-1.37639,0.29338000000000003,-1.92595,-1.64101,-0.21712,0.07987000000000001,3,0,0,0,0,6,4,0,0,0,0,0,4,0,0,0,0,0,0
489,0,1,7,5,6,-1.05308,1.11406,0.8830899999999999,-1.34289,-1.38502,-0.71126,1.2247,5,0,0,0,6,6,5,3,0,4,0,3,4,4,0,4,5,0,0
490,3,0,6,5,6,0.62967,0.80523,0.44585,-0.30172,-0.78155,1.29221,1.92173,5,1,1,1,6,6,5,1,1,1,1,0,0,1,1,1,6,0,0
491,0,1,3,5,6,-0.92104,0.47617,0.44585,0.59042,-0.00665,0.19268,0.40148,6,2,2,0,5,6,4,3,0,4,0,2,3,0,0,3,4,0,2
492,0,1,6,5,6,0.52135,-0.57545,0.8830899999999999,-0.01729,0.25953000000000004,0.88113,0.7654,5,0,4,4,6,6,5,0,0,0,0,0,3,0,0,0,6,0,0
493,0,1,7,5,6,0.73545,-1.6334,0.8830899999999999,-1.21213,-1.64101,-1.37983,-0.52593,6,0,0,0,6,3,5,0,0,5,0,3,3,4,0,4,6,0,0
494,0,1,6,4,5,-1.1943,-0.43999,0.44585,0.59042,0.12331,-1.37983,-0.21575,4,0,2,0,6,6,5,0,0,0,0,0,0,0,0,0,6,0,0
495,4,1,7,6,6,-0.79151,0.16767,0.58331,0.59042,0.93949,-1.37983,-0.52593,3,1,0,1,6,2,6,1,0,0,0,0,3,1,4,0,6,0,0
496,1,1,5,5,6,0.04257,1.2861,2.90161,-0.60633,-0.00665,-0.71126,0.07987000000000001,6,2,2,2,6,2,6,2,0,2,0,0,0,2,0,2,6,0,0
497,1,1,1,4,6,-0.05188,-0.57545,0.8830899999999999,0.43852,-0.78155,-0.21712,0.07987000000000001,4,1,1,0,6,6,5,1,0,1,0,0,0,1,0,1,6,0,1
498,4,0,7,5,6,1.37297,-0.69509,1.43533,-0.15487,-1.92173,0.88113,1.2247,5,1,1,3,6,6,6,2,2,2,1,0,2,1,1,1,2,0,0
499,2,0,6,2,6,0.04257,0.47617,-0.8473200000000001,-0.7609600000000001,1.13407,0.52975,0.7654,3,0,1,2,6,6,6,4,0,4,0,0,3,0,0,0,6,0,1
500,1,0,6,5,6,-0.58016,-0.15487,-1.42424,-0.01729,-0.40581,0.88113,-2.07848,3,1,0,0,6,2,5,0,0,1,0,0,0,0,2,0,6,0,1
501,0,1,7,6,6,-1.5507799999999998,0.63779,-0.31776,-0.60633,-0.27607,0.52975,0.7654,5,0,0,0,6,6,6,0,0,0,0,0,0,4,0,3,5,0,0
502,4,0,6,1,6,0.04257,-0.30033000000000004,-0.31776,-0.7609600000000001,0.5848899999999999,1.29221,0.7654,1,0,1,4,5,5,4,1,1,0,0,0,6,1,4,1,1,0,1
503,2,1,1,5,6,-0.05188,0.0033200000000000005,-0.31776,-0.01729,0.41594,-1.37983,-1.18084,1,0,0,0,6,6,5,0,0,0,0,0,0,0,0,1,6,0,0
504,3,1,6,4,6,0.41667,0.47617,0.29338000000000003,-1.07533,-1.13788,0.88113,0.07987000000000001,3,1,0,3,6,2,6,2,0,1,0,0,0,1,0,1,6,0,0
505,2,1,8,5,6,-0.46725,0.63779,0.8830899999999999,-0.7609600000000001,0.5848899999999999,0.19268,0.07987000000000001,4,2,3,1,6,2,5,1,0,0,0,0,2,0,0,3,2,0,1
506,1,1,8,5,6,0.13606,-0.30033000000000004,-0.97631,-1.34289,-0.00665,0.19268,-0.52593,3,2,3,0,5,6,6,3,0,2,0,2,0,0,0,2,6,0,0
507,2,1,1,5,6,1.49158,-1.09207,-1.11902,-1.7719999999999998,-0.78155,-0.71126,0.07987000000000001,5,2,2,3,5,2,6,1,0,0,0,0,0,1,0,0,2,0,0
508,2,0,5,4,6,-1.05308,1.11406,-0.31776,0.28783000000000003,0.12331,-1.37983,-0.52593,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1,0,1
509,2,1,8,5,6,0.04257,0.96248,-0.58331,-0.30172,-0.40581,0.52975,-0.21575,5,2,2,0,6,5,5,2,1,2,0,1,0,1,0,1,5,0,0
510,3,0,5,5,6,0.41667,0.47617,-0.17779,-0.15487,0.25953000000000004,-0.21712,-1.18084,5,1,1,1,6,5,6,1,1,0,1,0,0,1,1,0,5,0,0
511,0,1,7,5,6,0.41667,0.47617,0.58331,0.13136,-1.0145,1.86203,0.40148,6,3,0,0,6,6,6,3,0,3,0,0,3,0,5,0,6,0,0
512,4,1,1,6,6,-0.14882,-0.30033000000000004,-0.17779,0.7609600000000001,0.41594,-0.21712,-0.21575,3,2,1,1,6,5,6,4,3,3,1,0,0,1,2,1,6,0,1
513,2,1,1,5,6,0.91093,-0.30033000000000004,-1.55521,-0.4532100000000001,-0.27607,-0.21712,-0.21575,6,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,6,0,0
514,0,0,2,6,6,-1.43907,1.93886,0.44585,0.13136,0.25953000000000004,0.88113,1.92173,5,3,0,5,6,6,5,0,0,3,0,0,4,0,4,3,6,0,2
515,2,0,1,5,6,-0.14882,0.16767,-0.71727,-1.6209,0.25953000000000004,-0.21712,-0.52593,6,2,2,2,6,2,6,2,2,1,2,1,0,0,2,2,6,0,1
516,1,0,5,5,6,0.31287,-0.15487,0.29338000000000003,-0.4532100000000001,0.93949,-0.71126,-0.21575,2,0,2,3,6,2,5,0,0,0,0,0,0,0,0,0,2,0,0
517,1,1,6,4,6,0.52135,-0.57545,0.14143,-0.15487,-0.78155,0.52975,1.2247,2,3,2,6,6,6,6,3,0,3,3,0,0,2,2,0,6,0,1
518,1,1,5,5,6,-0.14882,0.32197,-1.2755299999999998,1.11406,1.81175,0.52975,1.2247,5,2,2,4,5,3,5,2,2,3,2,2,0,0,0,0,5,0,2
519,2,0,8,5,6,0.22393,-0.30033000000000004,-0.97631,-0.7609600000000001,0.93949,-1.37983,-2.07848,5,0,2,0,6,3,5,0,0,0,0,0,0,0,0,0,5,0,0
520,3,0,1,0,6,0.62967,-0.30033000000000004,-0.8473200000000001,-0.4532100000000001,0.12331,-0.71126,-1.18084,3,0,0,6,5,4,6,0,0,0,0,0,0,0,0,0,6,0,0
521,0,1,7,6,6,0.04257,0.32197,-0.01928,-1.34289,-0.14277,0.52975,0.07987000000000001,5,0,0,0,6,6,5,0,0,3,0,0,0,3,0,3,6,0,0
522,0,1,7,5,6,-0.24649,0.47617,-0.17779,-0.7609600000000001,-1.25773,0.19268,0.07987000000000001,5,0,0,0,6,6,6,0,0,0,0,0,4,0,0,0,6,0,0
523,2,0,4,5,6,0.13606,-0.80615,-1.82919,0.13136,0.41594,-1.37983,-2.07848,2,2,2,2,6,2,5,2,2,2,2,0,0,1,2,0,3,0,1
524,3,0,8,0,6,-0.67825,0.63779,1.06238,2.03972,2.63199,0.19268,0.07987000000000001,5,1,1,6,0,6,3,1,1,1,0,0,0,3,6,1,0,0,1
525,4,1,3,5,6,-1.86962,0.47617,-1.11902,-0.01729,0.41594,-0.71126,-0.52593,6,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,1,0,0
526,0,1,6,5,6,0.91093,-1.37639,-0.31776,-1.92595,-1.38502,0.88113,0.07987000000000001,4,0,2,0,4,5,5,4,0,3,0,0,2,0,3,0,4,0,0
527,2,1,0,5,6,0.62967,-0.15487,-0.17779,0.59042,-1.64101,0.52975,-0.21575,6,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0
528,1,0,6,5,6,0.73545,1.11406,-0.01928,-0.01729,-0.00665,-0.21712,1.2247,5,2,2,1,6,3,6,5,0,2,0,1,0,1,0,2,5,0,1
529,4,1,8,5,6,0.91093,0.0033200000000000005,0.58331,-1.92595,0.5848899999999999,-0.21712,-1.18084,5,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0
530,3,1,8,5,6,1.02119,-1.50796,-0.71727,0.28783000000000003,-0.89891,-0.21712,0.7654,5,2,1,2,6,6,5,3,3,2,1,0,0,2,2,2,6,0,1
531,0,0,8,5,6,-0.24649,0.16767,-0.71727,1.6110799999999998,1.13407,0.19268,-1.18084,4,0,0,2,5,0,3,0,0,0,0,0,0,0,0,0,2,0,0
532,1,1,5,5,6,-0.34799,-0.15487,-0.71727,-1.6209,-0.65253,0.52975,0.07987000000000001,4,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0
533,2,0,5,5,6,-1.86962,2.32338,-0.45174,1.45039,1.46191,0.19268,-1.18084,6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,2,0,0
534,1,0,8,6,6,0.91093,0.0033200000000000005,0.8830899999999999,-2.07848,-0.52745,0.19268,-0.21575,5,4,0,6,6,2,4,6,0,2,3,2,0,2,3,2,6,0,1
