,CIC0,SM1_Dz,GATS1i,NdsCH,NdssC,MLOGP,LC50,ground_truth
395,1.844,1.275,0.804,0,0,3.109,0.6974578930850507,0
396,4.395,0.134,1.546,0,0,4.651,0.6727691181085887,0
397,3.128,0.713,0.797,0,1,4.017,0.5216026781044042,0
398,2.417,1.028,1.162,0,1,3.19,0.4305889737420232,0
399,3.055,1.273,1.132,0,0,2.931,0.5586358405690971,0
400,2.624,1.621,1.5019999999999998,0,0,3.213,0.654984831049273,0
401,3.4360000000000004,1.225,1.839,0,0,2.0540000000000003,0.5266241238623287,0
402,2.423,0.949,1.15,0,0,1.94,0.24971231300345223,0
403,2.548,0.947,1.051,1,0,1.66,0.3698085573804792,0
404,2.647,1.286,1.278,0,0,1.602,0.46605293440736484,0
405,3.196,1.38,1.234,0,0,1.321,0.6240192488754054,0
406,3.378,1.38,1.25,0,0,1.654,0.502249189245737,0
407,2.396,1.5930000000000002,1.351,0,0,3.32,0.6245423161418558,0
408,1.983,1.714,2.105,0,0,2.358,0.5240087875300764,0
409,4.086,0.452,1.843,0,0,0.37,0.35673187571921755,0
410,3.353,0.405,1.418,1,1,1.878,0.5194057955853122,0
411,3.174,1.586,0.91,2,2,5.361000000000001,0.7667119991630924,0
412,3.567,0.711,1.501,1,3,1.759,0.4174076786274715,0
413,3.591,0.58,1.685,0,1,1.851,0.42514907417093845,0
414,3.81,1.025,1.055,0,2,0.215,0.39596192070300246,0
415,3.3110000000000004,0.972,2.208,0,3,-0.165,0.43843498273878023,0
416,0.667,1.03,0.906,0,0,1.064,0.5758970603619625,0
417,3.979,1.306,1.404,0,1,5.176,0.43791191547232977,0
418,2.862,1.54,1.226,0,0,3.896,0.6400251072287897,0
419,2.1830000000000003,0.93,0.846,0,0,1.395,0.4902186421173763,0
420,2.74,1.04,1.6030000000000002,0,1,2.6460000000000004,0.4354011925933675,0
421,3.0010000000000003,0.6509999999999999,0.7809999999999999,0,0,4.203,0.5449314781880951,0
422,3.378,1.38,1.25,0,0,1.654,0.6151271053457474,0
423,3.55,1.182,1.624,0,0,2.4330000000000003,0.49775081075426303,0
424,4.311,1.496,0.964,0,0,3.522,0.5373993095512083,0
425,3.587,0.675,2.108,0,0,2.527,0.3769222722042055,0
426,2.893,1.236,0.907,0,0,3.842,0.6270530390208181,0
427,3.898,0.887,1.45,0,0,4.066,0.6220315932628936,0
428,3.675,1.7180000000000002,1.248,0,0,3.167,0.4271367297834502,0
429,2.817,1.012,1.521,0,3,-1.169,0.21090072183282768,0
430,3.937,0.762,1.7080000000000002,0,0,1.145,0.8281212820211079,1
431,1.965,1.028,0.762,0,0,2.116,0.5492206297729888,0
432,2.819,0.732,1.483,0,0,1.717,0.30212365310178896,0
433,2.019,1.317,0.77,0,0,3.617,1.073942418426868,1
434,1.822,0.6809999999999999,0.794,0,0,2.335,0.38110681033580923,0
435,2.928,1.131,0.908,0,2,3.508,0.6074903232555707,0
436,2.479,0.887,0.954,0,0,1.7480000000000002,0.4253583010775186,0
437,3.793,0.134,0.93,0,0,4.053999999999999,0.6261115179412071,0
438,3.38,1.749,1.135,0,1,3.305,0.5123966942148761,0
439,4.181,0.57,1.383,0,0,4.379,0.6444188722669735,0
440,2.297,0.762,0.7979999999999999,0,0,2.841,0.3663563134219061,0
441,2.206,1.3,1.36,0,0,2.371,0.4902186421173763,0
442,3.407,1.548,1.653,0,0,1.145,0.6491264776650276,0
443,1.844,1.275,0.804,0,0,3.109,0.7041531540956166,0
444,2.216,0.389,0.7959999999999999,0,0,1.953,0.3868605502667643,0
445,4.372,0.134,1.254,0,0,5.339,0.6816612616382467,0
446,3.065,1.079,0.825,0,0,5.472,0.7144052725180459,0
447,1.786,0.7020000000000001,1.081,0,0,-1.265,0.8451720891306622,0
448,1.883,0.916,1.207,0,1,1.188,0.11507479861910243,0
449,2.11,0.773,0.773,0,1,2.57,0.3459566900303379,0
450,1.975,0.802,0.775,1,0,2.799,0.4366565540328487,0
451,3.629,0.223,0.802,0,0,3.571,0.4410503190710326,0
452,2.309,0.907,0.871,0,0,3.0460000000000003,0.3901035673187572,0
453,3.3160000000000003,0.223,1.571,1,0,1.795,0.39763573595564394,0
454,4.223,0.638,1.117,0,1,3.557,0.8490427869023957,0
455,3.333,0.405,0.963,1,0,2.974,0.5834292289988492,0
456,3.749,0.331,1.278,0,0,2.773,0.4941939533423999,0
457,3.3510000000000004,0.797,2.456,2,0,-0.1969999999999999,0.4027617951668585,0
458,3.0980000000000003,0.93,1.075,0,0,2.702,0.5855214980646511,0
459,3.734,0.223,1.374,0,0,3.661,0.5341562924992154,0
460,3.073,1.493,1.279,0,0,3.737,0.24140445615358685,1
461,3.249,2.071,1.327,0,0,3.948,0.6687938068835653,0
462,2.137,0.223,1.375,3,0,0.5479999999999999,0.503399937231928,0
463,4.247,0.58,1.36,2,1,3.062,0.5244272413432367,0
464,2.375,1.026,1.09,0,1,2.553,0.40192488754053773,0
465,1.634,0.713,1.19,0,0,1.3130000000000002,-0.122131369386446,1
466,2.309,0.762,0.845,1,0,1.091,0.3711685322732504,0
467,3.219,0.8109999999999999,1.127,0,0,2.604,0.4397949576315514,0
468,4.205,1.5119999999999998,1.046,0,2,2.11,0.5177319803326708,0
469,2.24,0.405,1.203,0,0,-0.316,0.2336018411967779,0
470,2.233,0.46,0.789,1,0,2.206,0.5133382152944869,0
471,3.24,0.693,1.487,1,0,1.002,0.05516111935547824,1
472,2.297,0.762,0.7979999999999999,0,0,2.841,0.37190082644628103,0
473,2.374,0.8109999999999999,0.8170000000000001,1,0,2.841,0.5465006799874463,0
474,2.568,0.389,1.012,0,0,2.296,0.36196254838372216,0
475,3.734,0.223,1.2819999999999998,0,0,2.502,0.3487812532691705,0
476,3.6010000000000004,0.223,1.254,0,1,2.357,0.32304634375980756,0
477,3.08,0.405,1.609,0,2,1.619,0.3635317501830736,0
478,3.734,0.223,1.426,0,0,2.502,0.3271262684381212,0
479,4.532,0.405,1.189,1,4,4.638999999999999,0.5496390835861492,0
480,4.324,0.0,1.205,0,1,4.738,0.4445025630296056,0
481,3.08,0.223,1.462,1,0,1.442,0.3624856156501726,0
482,3.073,0.693,1.4380000000000002,0,2,0.787,0.10482268019667329,0
483,1.962,1.345,0.7829999999999999,0,0,3.617,0.5961920703002407,0
484,3.386,0.251,1.225,0,0,1.586,0.31729260382885244,0
485,2.448,0.638,0.921,0,0,1.7009999999999998,0.362799456010043,0
486,3.25,0.0,0.95,0,0,3.259,0.40516790459253066,0
487,2.824,0.223,1.051,0,0,1.801,0.3258709069986401,0
488,3.134,0.223,1.193,0,0,1.548,0.27607490323255574,0
489,3.11,0.0,1.079,2,0,2.42,0.4101893503504551,0
490,2.309,0.762,1.118,0,2,-0.129,0.2784810126582279,0
491,3.2,0.711,1.235,0,3,0.779,0.2749241552463647,0
492,3.337,1.443,0.913,0,0,6.166,0.7716288314677267,0
493,2.077,1.236,0.8290000000000001,0,1,3.458,0.45726540433099705,0
494,2.086,0.331,1.221,1,0,0.143,0.3935558112773303,0
495,3.7,0.223,1.556,0,1,2.446,0.37754995292394605,0
496,0.965,0.732,1.359,0,1,0.435,0.35861491787843924,0
497,2.1830000000000003,0.93,0.846,0,0,1.395,0.4363427136729784,0
498,2.031,0.496,1.952,0,1,-0.703,0.12323464797572971,0
499,2.428,0.956,2.609,0,0,0.113,0.13055758970603618,0
500,3.871,0.8290000000000001,1.558,0,1,3.026,0.4692959514593577,0
501,3.0460000000000003,0.0,1.3330000000000002,0,2,2.352,0.42075530913275455,0
502,4.532,0.405,1.189,2,3,4.638999999999999,0.5284025525682603,0
503,2.238,1.513,2.0780000000000003,0,0,0.489,0.4665760016738153,0
504,2.841,0.88,1.705,0,3,0.226,0.1667538445444084,0
505,4.031000000000001,1.113,1.106,1,2,4.579,0.7937022701119364,0
506,2.479,0.887,0.954,0,0,1.7480000000000002,0.5083167695365624,0
507,3.252,0.223,1.077,0,0,2.51,0.41500156920179937,0
508,2.094,0.8270000000000001,0.86,0,0,1.886,0.5644941939533423,0
509,2.728,0.134,0.923,0,0,2.102,0.3522334972277435,0
510,2.824,0.223,1.0,1,0,2.102,0.3459566900303379,0
511,2.971,0.972,1.255,0,2,2.052,0.47201590124490017,0
512,2.477,0.405,0.8759999999999999,0,1,1.7,0.25326917041531544,0
513,1.977,1.112,0.8809999999999999,0,0,2.37,0.49639083586149185,0
514,2.439,0.93,0.924,0,0,1.7480000000000002,0.5182550475991212,0
515,3.049,0.762,1.258,0,2,1.996,0.45151166440004187,0
516,3.78,0.0,1.182,0,0,3.854,0.5110367193221048,0
517,3.219,0.8109999999999999,1.151,0,0,2.604,0.34982738780207134,0
518,2.495,0.56,0.835,0,1,1.643,0.5390029887966079,1
519,3.026,0.405,1.787,0,1,1.3730000000000002,0.2613244063186526,0
520,2.875,0.5820000000000001,2.311,0,0,1.587,0.3161418558426614,0
521,2.126,0.83,0.899,0,0,3.478,0.44042263835129203,0
522,1.639,0.83,1.445,2,0,2.081,0.5227534260905952,0
523,3.669,0.486,1.374,0,0,3.2910000000000004,0.4767235066429544,0
524,3.609,0.8109999999999999,1.208,0,0,3.2910000000000004,0.46197300972905114,0
525,2.33,0.932,0.931,0,1,2.529,0.4713882205251596,0
526,2.542,0.429,1.891,0,0,0.562,0.21623600795062245,0
527,2.456,0.331,0.875,0,1,1.294,0.23119573177110575,0
528,3.18,1.281,1.246,0,0,2.492,0.5136520556543571,0
529,2.482,1.3030000000000002,1.415,0,0,0.575,0.509049063709593,0
530,2.719,0.8909999999999999,2.292,0,0,1.94,0.33852913484674135,0
531,3.023,0.56,1.168,0,1,1.75,0.3479443456428497,0
532,2.251,0.638,0.871,1,0,1.61,0.4151061826550895,0
533,4.88,0.134,1.853,0,0,2.217,0.4934616591693692,0
534,2.08,0.8909999999999999,0.816,0,0,2.729,0.4558008159849357,0
535,2.8760000000000003,0.928,1.372,0,1,1.737,0.6376189978031175,0
536,2.251,0.638,0.871,1,0,1.61,0.4312166544617638,0
537,4.138999999999999,0.496,1.43,0,1,4.206,0.5977612720995921,0
538,2.122,1.621,1.511,0,0,2.64,0.5883460613034837,0
539,4.061,0.134,1.658,0,0,-0.294,0.32409247829270843,0
540,3.067,1.286,1.3090000000000002,0,0,2.2230000000000003,0.5507898315723402,0
541,2.125,0.73,1.537,0,0,0.883,0.30902814101893505,0
542,3.452,0.331,1.098,0,1,2.54,0.3859190291871535,0
543,2.479,0.887,0.954,0,0,1.7480000000000002,0.5531959409980124,0
544,3.528,1.74,1.288,0,0,0.626,0.566272622659274,0
545,2.802,0.223,1.6,0,1,1.064,0.2035777801025212,0
546,3.609,0.8109999999999999,1.208,0,0,3.2910000000000004,0.4387488230986505,0
547,3.198,0.405,1.399,0,0,1.897,0.3997280050214458,0
548,2.888,0.251,1.771,0,0,1.398,0.30651741813997285,0
549,4.4430000000000005,0.251,1.287,4,3,4.453,0.6726645046552986,0
550,1.783,0.57,1.187,1,0,2.033,0.8260303646850395,1
551,2.333,0.251,2.327,0,0,-0.241,0.4007741395543467,0
552,3.526,0.711,1.586,0,3,1.569,0.3773407260173659,0
553,3.526,0.711,1.596,0,3,0.757,0.3525473375876138,0
554,2.366,0.405,1.735,0,0,-0.534,0.019771942671827598,0
555,2.508,0.58,0.941,0,0,1.7009999999999998,0.3918819960246888,0
556,4.436,0.764,1.227,0,1,5.257999999999999,0.560623496181609,0
557,4.356,1.028,1.224,0,1,5.7410000000000005,0.5968197510199811,0
558,2.1830000000000003,0.93,0.846,0,0,1.395,0.3779684067371064,0
559,3.012,0.223,1.023,0,0,2.193,0.5440091864435894,1
560,2.508,0.58,0.941,0,0,1.7009999999999998,0.3918819960246888,0
561,3.103,0.134,1.016,0,0,2.193,0.33026467203682397,0
562,3.05,0.405,0.868,1,3,2.233,0.6425358301077518,0
563,2.585,1.586,1.352,0,0,4.092,0.6797782194790251,0
564,1.962,1.345,0.7829999999999999,0,0,3.617,0.5543466889842034,0
565,3.143,0.134,1.641,0,0,1.209,0.23130034522439583,0
566,2.803,1.501,1.124,0,0,4.053,0.8446088001574463,1
567,2.126,0.977,0.7709999999999999,0,0,3.795,0.4926247515430484,0
568,4.532,0.405,1.189,2,2,4.638999999999999,0.5741186316560309,0
569,2.528,0.58,1.297,0,0,1.539,0.31091118317815675,0
570,3.103,0.134,1.016,0,0,2.193,0.376399204937755,0
571,3.1710000000000003,0.134,1.189,1,0,2.42,0.3678209017679674,0
572,3.103,0.134,1.016,0,0,2.193,0.3313108065697249,0
573,2.456,0.64,0.937,0,0,2.461,0.4428287477769642,0
574,3.26,0.251,1.287,0,1,1.994,0.28161941625693065,0
575,2.802,0.223,1.6,1,0,1.064,0.08504742677509947,1
576,3.08,0.223,1.5830000000000002,0,1,1.442,0.24228475781985565,0
577,3.0460000000000003,0.0,1.3330000000000002,4,0,2.352,0.3725285071660216,0
578,2.217,0.659,0.7879999999999999,0,0,1.758,0.3843498273878021,0
579,4.258,0.223,1.538,0,1,4.506,0.5950413223140496,0
580,4.717,0.223,1.288,1,1,4.803999999999999,0.6623077727795795,0
581,3.143,0.134,1.641,0,0,1.209,0.25462914530808667,0
582,3.423,1.19,1.993,0,4,-1.358,0.38037451616277856,0
583,3.332,0.134,1.068,0,0,2.242,0.3926142901977195,0
584,2.748,0.223,2.048,0,0,0.8,0.14740035568574117,0
585,4.135,0.58,1.263,1,2,2.904,0.5738047912961606,0
586,3.485,0.223,1.614,0,0,1.94,0.29291766921226076,0
587,2.377,0.8270000000000001,0.938,0,0,2.239,0.518045820692541,0
588,2.508,0.58,0.941,0,0,1.7009999999999998,0.3588241447850194,0
589,2.377,0.8270000000000001,0.938,0,0,2.239,0.4119677790563867,0
590,3.314,0.331,1.173,1,0,3.112,0.39324197091746,0
591,3.788,0.693,1.365,0,2,2.576,0.48237263312061934,0
592,2.086,1.685,0.396,0,0,4.593999999999999,0.38294359152091295,1
593,2.26,1.443,0.902,0,0,4.926,0.6227638874359243,0
594,1.925,1.364,0.421,0,0,4.19,0.5793493043205357,0
595,2.377,0.8270000000000001,0.938,0,0,2.239,0.5262056700491683,0
596,2.215,0.887,0.888,0,0,1.395,0.4474317397217283,0
597,3.905,0.56,1.399,1,0,2.65,0.5119782404017157,0
598,3.023,0.56,1.349,1,0,1.239,0.4042263835129198,0
599,2.7260000000000004,0.496,1.179,0,1,1.06,0.37744533947065595,0
600,2.568,0.5820000000000001,0.931,0,0,2.461,0.3704362381002197,0
601,2.636,0.8270000000000001,0.999,0,0,2.573,0.45402238727900407,0
602,2.439,0.93,0.924,0,0,1.7480000000000002,0.5024584161523171,0
603,2.781,0.711,1.147,0,0,1.515,0.39679882832932317,0
604,4.137,0.223,1.5419999999999998,0,1,4.234,0.9744855026333554,1
605,1.733,1.077,0.81,0,0,3.11,0.8776213003696594,1
606,2.377,0.8270000000000001,0.938,0,0,2.239,0.4034940893398892,0
607,2.215,0.887,0.888,0,0,1.395,0.40579558531227117,0
608,2.377,0.8270000000000001,0.938,0,0,2.239,0.5327963176064442,0
609,2.11,0.58,0.805,0,0,1.61,0.34919970708233083,0
610,2.583,0.762,1.104,0,1,1.968,0.40056491264776656,0
611,2.11,0.58,0.805,0,0,1.61,0.3906266345852077,0
612,2.329,0.711,0.868,0,1,1.229,0.31844335181504346,0
613,2.512,0.134,0.862,0,0,1.506,0.3164556962025317,0
614,1.5119999999999998,0.57,0.879,0,1,-0.317,0.2502353802699027,0
615,2.092,1.359,2.273,1,1,1.246,0.49618160895491165,0
616,1.774,0.429,2.299,0,0,-0.41,0.1929072078669317,0
617,3.052,0.638,0.903,0,0,3.237,0.7603368034194365,1
618,3.314,0.331,1.3969999999999998,3,0,2.048,0.46239146354221156,0
619,3.554,0.629,0.945,0,0,3.315,0.2279161875024441,1
620,2.7260000000000004,0.496,1.179,0,1,1.06,0.216863688670363,0
621,2.983,0.496,2.106,0,0,-0.521,0.17020608850298147,0
622,2.778,0.83,1.046,0,0,3.562,0.6903441782613244,0
623,2.634,0.223,1.298,0,0,0.943,0.3220002092269066,0
624,2.08,0.8909999999999999,0.816,0,0,2.729,0.47776964117585524,0
625,2.536,0.496,1.482,0,1,0.204,0.3114342504446072,0
626,2.0340000000000003,0.64,1.727,0,0,0.8,0.211214562192698,0
627,2.755,0.83,1.656,0,0,2.957,0.3863374830003139,0
628,1.892,1.4409999999999998,0.7759999999999999,0,0,3.426,0.6312375771524219,0
629,3.402,0.604,1.517,0,0,3.451,0.5265195104090387,0
630,3.219,0.8109999999999999,1.127,0,0,2.604,0.4923109111831782,0
631,3.137,0.251,1.335,0,0,1.141,0.24678313631132962,0
632,3.195,0.496,1.133,0,1,2.222,0.4595669003033791,0
633,1.0,1.15,0.968,0,1,0.996,0.3604979600376609,0
634,3.343,1.068,0.923,0,0,2.5380000000000003,0.7627414504164445,1
635,2.126,1.278,0.8959999999999999,0,0,4.634,0.5552882100638142,0
636,2.019,1.126,0.7929999999999999,0,0,3.314,0.49000941521079616,0
637,2.217,0.764,0.8590000000000001,1,0,2.269,0.5497436970394393,0
638,2.019,1.126,0.7929999999999999,0,0,3.314,0.5176273668793807,0
639,2.025,0.932,0.851,1,0,2.212,0.48320954074694006,0
640,2.479,0.887,0.954,0,0,1.7480000000000002,0.4318443351815044,0
641,1.946,0.223,1.929,0,0,-0.172,0.050319071032534794,0
642,3.651,1.151,0.911,0,2,2.278,0.4694005649126478,0
643,3.252,0.223,1.077,0,0,2.51,0.4226383512919762,0
644,2.987,1.0759999999999998,0.921,0,1,3.318,0.5059463729887155,1
645,3.405,0.251,1.56,0,0,1.272,0.4267182759702898,0
646,2.43,0.496,0.8490000000000001,0,1,1.237,0.3222094361334868,0
647,2.233,1.07,0.841,1,0,3.377,0.543780730201904,0
648,2.065,1.062,0.852,0,0,2.463,0.4546500679987447,0
649,2.469,0.5820000000000001,0.913,0,0,2.688,0.4131185270425777,0
650,3.08,0.223,1.5830000000000002,1,0,1.442,0.3874882309865049,0
651,1.634,0.7979999999999999,1.093,0,0,0.68,-0.1359827756737514,1
652,3.596,0.972,0.941,0,1,4.178999999999999,0.4995292394601946,0
653,1.634,0.713,1.19,0,0,0.501,0.23705408515535098,0
654,3.675,1.112,1.314,0,1,3.474,0.4867663981588033,0
655,3.333,0.405,0.963,1,0,2.974,0.8597531279987569,1
656,2.396,0.223,1.778,0,0,0.347,0.07584475363531751,0
657,2.026,0.223,1.6669999999999998,0,1,0.2019999999999999,0.08389998953865467,0
658,1.751,0.629,1.483,0,0,-0.317,0.03222094361334868,0
659,2.189,1.586,2.0,0,0,3.2910000000000004,0.5428392091222932,0
660,1.3330000000000002,0.754,1.148,0,1,-0.386,0.35924259859817975,0
661,2.0340000000000003,0.331,2.672,1,0,-0.273,0.08243540119259336,0
662,0.973,0.988,1.489,0,1,0.18,0.2795271471911288,0
663,3.828,1.259,0.966,1,2,4.279,0.8945496390835861,0
664,3.029,0.331,2.13,0,1,0.967,0.19165184642745056,0
665,3.003,0.134,1.413,0,0,2.242,0.27136729783450153,0
666,3.74,0.134,1.581,0,0,2.274,0.598957097077225,1
667,2.555,1.11,1.686,0,0,0.289,0.26655507898315733,0
668,3.86,0.223,1.55,0,1,3.661,0.466262161313945,0
669,3.98,0.223,1.723,0,0,2.894,0.48645255779893304,0
670,1.783,0.331,1.6669999999999998,0,0,0.087,0.18035359347212052,0
671,2.126,0.251,1.719,0,0,0.087,0.25159535516267395,0
672,4.191,0.762,2.195,0,0,1.239,0.26833350768908887,0
673,3.065,0.923,1.317,0,0,1.271,0.20525159535516269,0
674,3.961,0.405,1.083,1,0,3.987,0.605607281096349,0
675,3.005,1.683,0.774,0,0,4.803999999999999,0.7567737211005336,0
676,4.36,0.405,1.228,1,2,4.235,0.6917041531540956,0
677,3.027,0.331,1.011,0,1,1.807,0.30923736792551526,0
678,2.448,0.638,0.921,0,0,1.7009999999999998,-0.12563595453017834,1
679,3.4610000000000003,0.223,1.111,0,1,2.357,0.349408933988911,0
680,4.218999999999999,1.033,0.963,0,1,4.246,0.9730097290511559,0
681,2.479,0.887,0.954,0,0,1.7480000000000002,0.4346688984203369,0
682,3.676,0.405,1.524,0,1,2.289,0.41039857725703527,0
683,3.033,0.693,1.3119999999999998,1,0,1.21,0.49994769327335503,0
684,2.684,0.988,1.226,0,1,3.076,0.45517313526519515,0
685,2.396,0.223,1.778,0,0,0.347,0.11172716811381944,0
686,2.748,0.223,1.705,0,0,0.8,0.160686264253583,0
687,3.035,0.223,1.662,0,0,1.209,0.2263835129197615,0
688,2.585,0.0,0.917,0,0,2.255,0.36081180039753113,0
689,1.439,1.079,1.867,0,0,2.226,0.35035045506852186,0
690,3.444,0.88,1.466,0,3,1.95,0.41332775394915783,0
691,5.158,0.134,1.791,0,0,3.1180000000000003,0.6263207448477874,0
692,2.526,0.713,1.2009999999999998,1,0,2.213,0.3669839941416467,0
693,3.593,1.236,1.166,0,0,4.268,0.9753006437750196,1
694,3.3760000000000003,1.278,0.915,0,0,5.934,0.5030860968720577,0
695,3.98,0.452,2.013,0,0,-0.022,0.1838058374306936,0
696,4.305,0.223,1.348,3,2,3.909,0.5376085364577885,0
697,2.926,0.5820000000000001,1.939,0,0,1.548,0.31310806569724875,0
698,4.166,0.134,1.556,0,0,4.098,0.6129302228266555,0
699,2.938,1.385,1.225,0,2,1.02,0.47494507793702273,0
700,4.5360000000000005,0.223,1.29,0,0,4.907,0.6884611361021028,0
701,3.134,0.223,1.319,0,0,1.795,0.49701851658123236,0
702,2.165,0.134,1.912,0,0,-0.172,0.23506642954283918,0
703,1.126,0.134,1.431,0,0,-0.317,0.14080970812846533,0
704,1.429,0.223,1.75,1,0,-0.317,0.3162464692959515,0
705,1.429,0.223,1.804,0,0,-0.564,0.27900407992467835,0
706,1.0,0.83,1.432,0,1,1.672,0.29323150957213107,0
707,0.965,0.64,1.695,0,1,0.2019999999999999,0.3367507061408097,0
708,3.0010000000000003,0.134,2.92,0,0,-2.884,0.24291243853959618,0
709,2.748,0.223,1.705,0,0,0.8,0.10565958782299403,0
710,1.279,0.8109999999999999,1.3130000000000002,0,0,0.58,0.3004498378491474,0
711,3.08,0.223,1.5830000000000002,0,1,1.442,0.31467726749660013,0
712,1.523,1.028,1.5119999999999998,0,1,0.996,0.27617951668584584,0
713,1.832,1.209,1.364,0,0,-0.792,0.3949157861701015,0
714,1.7009999999999998,1.443,1.905,0,0,2.957,0.45893921958363854,0
715,1.094,1.236,1.461,0,1,0.996,-0.25683204346862326,1
716,2.931,1.71,0.935,2,2,5.124,0.7285280887122084,0
717,2.126,0.83,1.455,1,0,2.459,0.4321581755413747,0
718,3.641,0.331,1.933,1,0,1.971,0.33403075635526736,0
719,2.137,0.223,1.179,0,0,0.655,0.5595388628007407,1
720,3.514,0.0,1.375,2,2,3.0380000000000003,0.4615545559158908,0
721,3.668,0.134,1.132,0,0,2.502,0.3901035673187572,0
722,2.632,0.429,1.176,0,0,1.074,0.5907317378740391,1
723,2.465,1.586,1.0,0,4,3.5580000000000003,0.7885762109007218,0
724,2.33,0.58,1.776,0,2,-0.741,0.08756146040380794,0
725,3.465,0.0,0.963,4,0,3.267,0.3508735223349723,0
726,3.277,0.223,1.633,0,0,1.587,0.22272204205460822,0
727,2.866,0.223,1.288,0,0,1.442,0.1938487289465425,0
728,3.738,1.131,1.584,1,2,2.5580000000000003,0.4570561774244168,0
729,2.08,1.033,0.902,0,0,3.157,0.3807929699759389,0
730,3.739,0.0,1.204,1,1,3.374,0.5896014227429648,0
731,3.1910000000000003,0.223,1.154,0,0,1.737,0.2754472225128152,0
732,3.815,1.825,1.351,0,0,-0.45,0.48519719635945185,0
733,4.628,1.209,1.968,0,0,2.437,0.47055131289883884,0
734,3.41,0.223,1.278,1,2,1.947,0.6882220016935884,1
735,2.739,0.0,1.3,1,1,1.974,0.3033790145412701,0
736,2.748,0.223,1.705,0,0,0.8,0.1713568364891725,0
737,2.024,0.83,1.761,0,0,2.226,0.3007636782090177,0
738,2.665,0.251,1.7619999999999998,0,0,-0.534,0.18453813160372423,0
739,2.748,0.223,1.705,0,0,0.8,0.13097604351919656,0
740,2.462,0.223,1.625,0,1,0.655,0.13589287582383094,0
741,2.377,0.331,1.734,0,0,-0.534,0.1486557171252223,0
742,3.2,1.531,1.0590000000000002,0,0,3.089,0.6388743592425986,0
743,1.439,1.079,1.867,0,0,2.226,0.3305785123966943,0
744,1.126,1.079,1.44,1,1,2.081,0.3574641698922482,0
745,1.636,0.331,1.265,1,1,-0.38,0.2838162987760226,0
746,2.024,0.405,2.065,0,1,0.133,0.23182341249084634,0
747,1.5,1.278,1.868,0,0,2.604,0.4041217700596297,0
748,3.957,0.223,1.269,2,3,2.998,0.8408623740028935,1
749,3.383,1.408,0.892,0,0,4.803999999999999,0.5635526728737316,0
750,3.819,0.615,0.8640000000000001,0,0,4.878,0.383094465948321,0
751,3.044,1.028,0.959,1,0,3.762,0.616905534051679,0
752,3.776,0.405,0.92,0,0,3.306,0.48519719635945185,0
753,3.39,0.934,0.889,0,0,4.436,0.545140705094675,0
754,3.645,0.223,1.155,0,0,3.105,0.49764619730097287,0
755,3.921,0.251,1.398,0,0,1.622,0.5589113938048643,1
756,3.993,0.223,1.214,1,0,3.563,0.4768281200962445,0
757,2.507,0.405,1.652,0,2,0.888,0.2554660529344074,0
758,4.566,0.357,1.394,4,1,3.903,0.7186944241029396,0
759,2.377,1.278,0.974,0,0,4.658,0.814691718474271,1
760,2.1180000000000003,0.956,2.539,0,0,-0.406,0.23133321737126178,1
761,2.523,0.56,1.602,1,1,0.052,0.4530808661993933,0
762,3.361,0.223,1.342,0,0,2.129,0.5682602782717858,0
763,3.7,0.223,1.556,0,1,3.358,0.4098755099905848,0
764,2.818,0.83,1.386,0,0,2.899,0.4045402238727901,0
765,3.465,0.0,0.802,0,0,3.958,0.5158489381734491,0
766,3.003,0.134,1.032,0,0,2.152,0.43079820064860347,0
767,4.268,0.916,1.19,0,2,1.936,0.8155664818495659,0
768,3.26,0.405,0.921,0,0,2.782,0.47337587613767135,0
769,3.426,0.85,1.7919999999999998,0,0,2.59,0.4523485720263626,0
770,3.888,0.693,0.978,0,2,4.633,0.6849042786902395,0
771,3.477,0.693,1.344,0,2,2.577,0.4250444607176484,0
772,4.05,0.693,1.381,0,2,3.618,0.5687833455382362,0
773,4.05,0.693,1.381,0,2,3.618,0.5559158907835549,0
774,3.557,0.331,1.301,2,1,2.209,0.48728946542525375,0
775,4.073,0.693,1.171,0,2,4.091,0.5409561669630715,0
776,2.744,0.496,0.753,0,0,3.018,0.442619520870384,0
777,3.252,0.134,0.875,0,0,2.859,0.5480698817867978,0
778,2.815,0.56,1.585,0,2,0.43,0.3907700881040348,1
779,2.031,0.8540000000000001,2.591,0,0,-0.816,0.2757610628726855,0
780,3.265,0.496,0.962,0,1,3.055,0.4894863479443457,0
781,2.085,1.079,0.895,0,0,4.063,0.5060152735641803,0
782,2.351,1.586,1.25,0,4,3.659,1.1514005656878448,1
783,2.822,0.8109999999999999,1.524,0,0,-2.089,0.057223558949680925,0
784,3.315,0.916,1.753,0,2,-0.439,0.25609373365414795,0
785,1.4169999999999998,0.898,0.648,0,0,2.042,0.45695156397112674,0
786,2.1180000000000003,0.934,0.913,1,0,2.9560000000000004,0.5162673919866095,0
787,1.925,1.16,0.8009999999999999,0,0,3.314,0.46511141332775396,0
788,2.536,0.429,0.871,0,1,1.237,0.2598598179725913,0
789,2.43,0.496,0.946,0,0,2.241,0.3677162883146773,0
790,1.822,0.8290000000000001,0.8340000000000001,0,0,2.509,0.38476828120096246,0
791,2.125,0.638,0.831,0,0,1.348,0.30191442619520875,0
792,3.0980000000000003,0.93,1.075,0,0,2.702,0.9393683488810615,1
