,X1,X2,X3,X4,X5,X6,X7,X8,Y1,Y2,ground_truth
278,0.66,759.5,318.5,220.5,3.5,4,0.1,5,0.1404691291453222,0.10099649878804201,0
279,0.66,759.5,318.5,220.5,3.5,5,0.1,5,0.1437045025613373,0.10692162671694044,0
280,0.64,784.0,343.0,220.5,3.5,2,0.1,5,0.24669722297115124,0.2246162133046054,0
281,0.64,784.0,343.0,220.5,3.5,3,0.1,5,0.2523591264491777,0.2230002693239968,0
282,0.64,784.0,343.0,220.5,3.5,4,0.1,5,0.5998925428715729,0.39021650016057563,1
283,0.64,784.0,343.0,220.5,3.5,5,0.1,5,0.252089511997843,0.22596283328844596,0
284,0.62,808.5,367.5,220.5,3.5,2,0.1,5,0.1774063089781612,0.08995421492054939,0
285,0.62,808.5,367.5,220.5,3.5,3,0.1,5,-0.010126187776281687,-0.3611716930936882,1
286,0.62,808.5,367.5,220.5,3.5,4,0.1,5,0.18306821245618768,0.0832211150013466,0
287,0.62,808.5,367.5,220.5,3.5,5,0.1,5,0.17821515233216498,0.08753029894963643,0
288,0.98,514.5,294.0,110.25,7.0,2,0.25,1,0.5969263952547855,0.5087530298949636,0
289,0.98,514.5,294.0,110.25,7.0,3,0.25,1,0.5969263952547855,0.5087530298949636,0
290,0.98,514.5,294.0,110.25,7.0,4,0.25,1,0.6028579131841466,0.49501750605978995,0
291,0.98,514.5,294.0,110.25,7.0,5,0.25,1,0.6039363709894849,0.5006733099919203,0
292,0.9,563.5,318.5,122.5,7.0,2,0.25,1,0.7190617417093556,0.6792351198491784,0
293,0.9,563.5,318.5,122.5,7.0,3,0.25,1,0.7406308978161228,0.5997845408025855,0
294,0.9,563.5,318.5,122.5,7.0,4,0.25,1,0.7233755729307091,0.5873956369512523,0
295,0.9,563.5,318.5,122.5,7.0,5,0.25,1,0.7007279590186033,0.718556423377323,0
296,0.86,588.0,294.0,147.0,7.0,2,0.25,1,0.6344028039902938,0.6215997845408026,0
297,0.86,588.0,294.0,147.0,7.0,3,0.25,1,0.648153141008358,0.4769727982763264,0
298,0.86,588.0,294.0,147.0,7.0,4,0.25,1,0.6360204906983014,0.5176407217883114,0
299,0.86,588.0,294.0,147.0,7.0,5,0.25,1,0.6106767322728497,0.6417990842984109,0
300,0.82,612.5,318.5,147.0,7.0,2,0.25,1,0.5616069021299541,0.518987341772152,0
301,0.82,612.5,318.5,147.0,7.0,3,0.25,1,0.5732003235373415,0.4562348505251818,0
302,0.82,612.5,318.5,147.0,7.0,4,0.25,1,0.5651118899973038,0.44034473471586316,0
303,0.82,612.5,318.5,147.0,7.0,5,0.25,1,0.5440819627932056,0.5518448693778615,0
304,0.79,637.0,343.0,147.0,7.0,2,0.25,1,0.8805607980587759,0.8860759493670887,0
305,0.79,637.0,343.0,147.0,7.0,3,0.25,1,0.9172283634402804,0.7247508753029896,0
306,0.79,637.0,343.0,147.0,7.0,4,0.25,1,0.9126449177675923,0.6988957716132507,0
307,0.79,637.0,343.0,147.0,7.0,5,0.25,1,0.8905365327581557,0.932399676811204,0
308,0.76,661.5,416.5,122.5,7.0,2,0.25,1,0.8344567268805607,0.6988957716132507,0
309,0.76,661.5,416.5,122.5,7.0,3,0.25,1,0.8120787274197897,0.718556423377323,0
310,0.76,661.5,416.5,122.5,7.0,4,0.25,1,0.8331086546238876,0.7150552114193376,0
311,0.76,661.5,416.5,122.5,7.0,5,0.25,1,0.8201671609598273,0.692701319687584,0
312,0.74,686.0,245.0,220.5,3.5,2,0.25,1,0.17309247775680772,0.11553999461352005,0
313,0.74,686.0,245.0,220.5,3.5,3,0.25,1,0.17497977891614988,0.12388903851333155,0
314,0.74,686.0,245.0,220.5,3.5,4,0.25,1,0.17255324885413856,0.11796391058443306,0
315,0.74,686.0,245.0,220.5,3.5,5,0.25,1,0.1736317066594769,0.12388903851333155,0
316,0.71,710.5,269.5,220.5,3.5,2,0.25,1,0.17686708007549204,0.12173444653918664,0
317,0.71,710.5,269.5,220.5,3.5,3,0.25,1,0.17902399568616875,0.13331537840021546,0
318,0.71,710.5,269.5,220.5,3.5,4,0.25,1,0.17686708007549204,0.12227309453272284,0
319,0.71,710.5,269.5,220.5,3.5,5,0.25,1,0.1784847667834996,0.132238082413143,0
320,0.69,735.0,294.0,220.5,3.5,2,0.25,1,0.18252898355351846,0.1160786426070563,0
321,0.69,735.0,294.0,220.5,3.5,3,0.25,1,0.18657320032353733,0.12739025047131702,0
322,0.69,735.0,294.0,220.5,3.5,4,0.25,1,0.18118091129684552,0.1233503905197953,0
323,0.69,735.0,294.0,220.5,3.5,5,0.25,1,0.1809112968455109,0.13143011042283864,0
324,0.66,759.5,318.5,220.5,3.5,2,0.25,1,0.19304394715556752,0.1478588742256935,0
325,0.66,759.5,318.5,220.5,3.5,3,0.25,1,0.19331356160690208,0.14462698626447612,0
326,0.66,759.5,318.5,220.5,3.5,4,0.25,1,0.19304394715556752,0.1478588742256935,0
327,0.66,759.5,318.5,220.5,3.5,5,0.25,1,0.19331356160690208,0.14247239429033132,0
328,0.64,784.0,343.0,220.5,3.5,2,0.25,1,0.30978700458344566,0.27551844869377856,0
329,0.64,784.0,343.0,220.5,3.5,3,0.25,1,0.3057427878134268,0.2771343926743873,0
330,0.64,784.0,343.0,220.5,3.5,4,0.25,1,0.31032623348611477,0.27444115270670616,0
331,0.64,784.0,343.0,220.5,3.5,5,0.25,1,0.306282016716096,0.274171828709938,0
332,0.62,808.5,367.5,220.5,3.5,2,0.25,1,0.24480992181180908,0.13116078642607054,0
333,0.62,808.5,367.5,220.5,3.5,3,0.25,1,0.24561876516581285,0.13600861836789657,0
334,0.62,808.5,367.5,220.5,3.5,4,0.25,1,0.24454030736047452,0.13116078642607054,0
335,0.62,808.5,367.5,220.5,3.5,5,0.25,1,0.24669722297115124,0.13089146242930244,0
336,0.98,514.5,294.0,110.25,7.0,2,0.25,2,0.6109463467241844,0.5041745219499056,0
337,0.98,514.5,294.0,110.25,7.0,3,0.25,2,0.6082502022108384,0.5060597899272825,0
338,0.98,514.5,294.0,110.25,7.0,4,0.25,2,0.5977352386087893,0.5192566657689199,0
339,0.98,514.5,294.0,110.25,7.0,5,0.25,2,0.6090590455648422,0.5149474818206301,0
340,0.9,563.5,318.5,122.5,7.0,2,0.25,2,0.7131302237799946,0.6641529760301643,0
341,0.9,563.5,318.5,122.5,7.0,3,0.25,2,0.7349689943380965,0.5855103689738757,0
342,0.9,563.5,318.5,122.5,7.0,4,0.25,2,0.7096252359126448,0.589011580931861,0
343,0.9,563.5,318.5,122.5,7.0,5,0.25,2,0.6915610676732272,0.7223269593320765,0
344,0.86,588.0,294.0,147.0,7.0,2,0.25,2,0.6290105149636019,0.6051710207379477,0
345,0.86,588.0,294.0,147.0,7.0,3,0.25,2,0.3287857793201976,0.18882881457526068,1
346,0.86,588.0,294.0,147.0,7.0,4,0.25,2,0.6271232138042598,0.5117155938594129,0
347,0.86,588.0,294.0,147.0,7.0,5,0.25,2,0.6036667565381503,0.6361432803662808,0
348,0.82,612.5,318.5,147.0,7.0,2,0.25,2,0.5319493124831489,0.46781578238621063,0
349,0.82,612.5,318.5,147.0,7.0,3,0.25,2,0.7801390859510008,0.719344206024258,1
350,0.82,612.5,318.5,147.0,7.0,4,0.25,2,0.5222431922351037,0.4260705628871532,0
351,0.82,612.5,318.5,147.0,7.0,5,0.25,2,0.5103801563763817,0.5111769458658766,0
352,0.79,637.0,343.0,147.0,7.0,2,0.25,2,0.8778646535454299,0.8876918933476974,0
353,0.79,637.0,343.0,147.0,7.0,3,0.25,2,1.1276234179304945,0.928077607011033,1
354,0.79,637.0,343.0,147.0,7.0,4,0.25,2,0.9156106767322726,0.6967411796391059,0
355,0.79,637.0,343.0,147.0,7.0,5,0.25,2,0.8889188460501481,0.944519256665769,0
356,0.76,661.5,416.5,122.5,7.0,2,0.25,2,0.8341871124292262,0.699434419606787,0
357,0.76,661.5,416.5,122.5,7.0,3,0.25,2,0.8161229441898085,0.7123619714516565,0
358,0.76,661.5,416.5,122.5,7.0,4,0.25,2,0.8317605823672147,0.7104767034742796,0
359,0.76,661.5,416.5,122.5,7.0,5,0.25,2,0.8207063898624966,0.6978184756261783,0
360,0.74,686.0,245.0,220.5,3.5,2,0.25,2,0.170935562146131,0.10315109076218693,0
361,0.74,686.0,245.0,220.5,3.5,3,0.25,2,0.1736317066594769,0.11311607864260703,0
362,0.74,686.0,245.0,220.5,3.5,4,0.25,2,0.1658128875707738,0.11527067061675195,0
363,0.74,686.0,245.0,220.5,3.5,5,0.25,2,0.16958748988945807,0.12227309453272284,0
364,0.71,710.5,269.5,220.5,3.5,2,0.25,2,0.17039633324346184,0.1079989227040129,0
365,0.71,710.5,269.5,220.5,3.5,3,0.25,2,0.16931787543812346,0.12119579854565043,0
366,0.71,710.5,269.5,220.5,3.5,4,0.25,2,0.16689134537611214,0.10880689469431726,0
367,0.71,710.5,269.5,220.5,3.5,5,0.25,2,0.17471016446481533,0.11904120657150552,0
368,0.69,735.0,294.0,220.5,3.5,2,0.25,2,0.64539343091708,-0.1271615610838987,1
369,0.69,735.0,294.0,220.5,3.5,3,0.25,2,0.18495551361552973,0.13331537840021546,0
370,0.69,735.0,294.0,220.5,3.5,4,0.25,2,0.18118091129684552,0.12819822246162133,0
371,0.69,735.0,294.0,220.5,3.5,5,0.25,2,0.1871124292262065,0.13708591435496903,0
372,0.66,759.5,318.5,220.5,3.5,2,0.25,2,0.18980857373955243,0.1343926743872879,0
373,0.66,759.5,318.5,220.5,3.5,3,0.25,2,0.18657320032353733,0.13331537840021546,0
374,0.66,759.5,318.5,220.5,3.5,4,0.25,2,0.18225936910218385,0.14328036628063556,0
375,0.66,759.5,318.5,220.5,3.5,5,0.25,2,0.1884605014828795,0.13385402639375166,0
376,0.64,784.0,343.0,220.5,3.5,2,0.25,2,0.30008088433540037,0.25774306490708315,0
377,0.64,784.0,343.0,220.5,3.5,3,0.25,2,0.2919924507953626,0.2601669808779962,0
378,0.64,784.0,343.0,220.5,3.5,4,0.25,2,0.29684551091938527,0.2580123889038513,0
379,0.64,784.0,343.0,220.5,3.5,5,0.25,2,0.2992720409813966,0.25666576892001075,0
380,0.62,808.5,367.5,220.5,3.5,2,0.25,2,0.22458883796171472,0.11904120657150552,0
381,0.62,808.5,367.5,220.5,3.5,3,0.25,2,0.23321650040442168,0.12765957446808512,0
382,0.62,808.5,367.5,220.5,3.5,4,0.25,2,0.23159881369641408,0.11419337462967949,0
383,0.62,808.5,367.5,220.5,3.5,5,0.25,2,0.23159881369641408,0.11850255857796932,0
384,0.98,514.5,294.0,110.25,7.0,2,0.25,3,0.6109463467241844,0.4990573660113116,0
385,0.98,514.5,294.0,110.25,7.0,3,0.25,3,0.6079805877595038,0.5084837058981955,0
386,0.98,514.5,294.0,110.25,7.0,4,0.25,3,0.5974656241574547,0.5171020737947751,0
387,0.98,514.5,294.0,110.25,7.0,5,0.25,3,0.6098678889188459,0.5195259897656881,0
388,0.9,563.5,318.5,122.5,7.0,2,0.25,3,0.6907522243192233,0.6854295717748451,0
389,0.9,563.5,318.5,122.5,7.0,3,0.25,3,0.7115125370719869,0.6517640721788311,0
390,0.9,563.5,318.5,122.5,7.0,4,0.25,3,0.5988264098994031,0.10302902199856923,1
391,0.9,563.5,318.5,122.5,7.0,5,0.25,3,0.7085467781073064,0.5806625370320495,0
392,0.86,588.0,294.0,147.0,7.0,2,0.25,3,0.6036667565381503,0.6092108806894696,0
393,0.86,588.0,294.0,147.0,7.0,3,0.25,3,0.6306282016716095,0.5933207648801508,0
394,0.86,588.0,294.0,147.0,7.0,4,0.25,3,0.6314370450256133,0.4707783463506598,0
395,0.86,588.0,294.0,147.0,7.0,5,0.25,3,0.621730924777568,0.5095610018852679,0
396,0.82,612.5,318.5,147.0,7.0,2,0.25,3,0.5039094095443515,0.4812819822246162,0
397,0.82,612.5,318.5,147.0,7.0,3,0.25,3,0.5249393367484496,0.4540802585510369,0
398,0.82,612.5,318.5,147.0,7.0,4,0.25,3,0.5219735777837692,0.4322650148128198,0
399,0.82,612.5,318.5,147.0,7.0,5,0.25,3,0.5165812887570773,0.4177215189873417,0
400,0.79,637.0,343.0,147.0,7.0,2,0.25,3,0.8905365327581557,0.9218960409372476,0
401,0.79,637.0,343.0,147.0,7.0,3,0.25,3,0.871933135616069,0.8823054134123349,0
402,0.79,637.0,343.0,147.0,7.0,4,0.25,3,0.9112968455109193,0.7234042553191489,0
403,0.79,637.0,343.0,147.0,7.0,5,0.25,3,0.9118360744135884,0.699434419606787,0
404,0.76,661.5,416.5,122.5,7.0,2,0.25,3,0.8083041251011054,0.6778884998653381,0
405,0.76,661.5,416.5,122.5,7.0,3,0.25,3,0.8244809921811809,0.687853487745758,0
406,0.76,661.5,416.5,122.5,7.0,4,0.25,3,0.7988676193043946,0.7104767034742796,0
407,0.76,661.5,416.5,122.5,7.0,5,0.25,3,0.8225936910218388,0.7107460274710478,0
408,0.74,686.0,245.0,220.5,3.5,2,0.25,3,0.15610676732272852,0.09668731483975224,0
409,0.74,686.0,245.0,220.5,3.5,3,0.25,3,0.16230789970342405,0.07783463506598437,0
410,0.74,686.0,245.0,220.5,3.5,4,0.25,3,0.16095982744675116,0.10288176676541883,0
411,0.74,686.0,245.0,220.5,3.5,5,0.25,3,0.15314100835804798,0.10395906275249123,0
412,0.71,710.5,269.5,220.5,3.5,2,0.25,3,0.17255324885413856,0.108268246700781,0
413,0.71,710.5,269.5,220.5,3.5,3,0.25,3,0.16904826098678885,0.10342041475895503,0
414,0.71,710.5,269.5,220.5,3.5,4,0.25,3,0.1641952008627662,0.1257743064907083,0
415,0.71,710.5,269.5,220.5,3.5,5,0.25,3,0.16662173092477753,0.10880689469431726,0
416,0.69,735.0,294.0,220.5,3.5,2,0.25,3,0.1706659476947964,0.108268246700781,0
417,0.69,735.0,294.0,220.5,3.5,3,0.25,3,0.17390132111081155,0.09372475087530302,0
418,0.69,735.0,294.0,220.5,3.5,4,0.25,3,0.16985710434079268,0.12227309453272284,0
419,0.69,735.0,294.0,220.5,3.5,5,0.25,3,0.16473442976543537,0.11500134661998385,0
420,0.66,759.5,318.5,220.5,3.5,2,0.25,3,0.18765165812887571,0.12469701050363585,0
421,0.66,759.5,318.5,220.5,3.5,3,0.25,3,0.18873011593421404,0.1319687584163749,0
422,0.66,759.5,318.5,220.5,3.5,4,0.25,3,0.18145052574818007,0.1411257743064907,0
423,0.66,759.5,318.5,220.5,3.5,5,0.25,3,0.184146670261526,0.14435766226770808,0
424,0.64,784.0,343.0,220.5,3.5,2,0.25,3,0.29172283634402796,0.24158362510099657,0
425,0.64,784.0,343.0,220.5,3.5,3,0.25,3,0.29441898085737395,0.2458928090492863,0
426,0.64,784.0,343.0,220.5,3.5,4,0.25,3,0.28713939067134,0.2574737409103151,0
427,0.64,784.0,343.0,220.5,3.5,5,0.25,3,0.29253167969803173,0.2526259089684891,0
428,0.62,808.5,367.5,220.5,3.5,2,0.25,3,0.21299541655432727,0.1074602747104767,0
429,0.62,808.5,367.5,220.5,3.5,3,0.25,3,0.22458883796171472,0.10934554268785351,0
430,0.62,808.5,367.5,220.5,3.5,4,0.25,3,-0.17110571476798306,0.6055200173748346,1
431,0.62,808.5,367.5,220.5,3.5,5,0.25,3,0.21515233216500404,0.09291677888499861,0
432,0.98,514.5,294.0,110.25,7.0,2,0.25,4,0.6117551900781881,0.5039051979531375,0
433,0.98,514.5,294.0,110.25,7.0,3,0.25,4,0.44657444556886483,0.08653480421441573,1
434,0.98,514.5,294.0,110.25,7.0,4,0.25,4,0.5969263952547855,0.5195259897656881,0
435,0.98,514.5,294.0,110.25,7.0,5,0.25,4,0.6095982744675114,0.5176407217883114,0
436,0.9,563.5,318.5,122.5,7.0,2,0.25,4,0.718792127258021,0.5715055211419338,0
437,0.9,563.5,318.5,122.5,7.0,3,0.25,4,0.692369911027231,0.7061675195259898,0
438,0.9,563.5,318.5,122.5,7.0,4,0.25,4,0.7026152601779454,0.6803124158362508,0
439,0.9,563.5,318.5,122.5,7.0,5,0.25,4,0.735238608789431,0.5995152168058173,0
440,0.86,588.0,294.0,147.0,7.0,2,0.25,4,0.6325155028309516,0.4995960140048478,0
441,0.86,588.0,294.0,147.0,7.0,3,0.25,4,0.6042059854408196,0.627255588472933,0
442,0.86,588.0,294.0,147.0,7.0,4,0.25,4,0.6220005392289025,0.620253164556962,0
443,0.86,588.0,294.0,147.0,7.0,5,0.25,4,0.6435696953356699,0.46889307837328303,0
444,0.82,612.5,318.5,147.0,7.0,2,0.25,4,0.5297923968724723,0.41475895502289256,0
445,0.82,612.5,318.5,147.0,7.0,3,0.25,4,0.5109193852790509,0.4990573660113116,0
446,0.82,612.5,318.5,147.0,7.0,4,0.25,4,0.5235912644917766,0.48101265822784817,0
447,0.82,612.5,318.5,147.0,7.0,5,0.25,4,0.5389592882178484,0.4427686506867761,0
448,0.79,637.0,343.0,147.0,7.0,2,0.25,4,0.9164195200862765,0.6830056558039321,0
449,0.79,637.0,343.0,147.0,7.0,3,0.25,4,0.8851442437314639,0.9313223808241313,0
450,0.79,637.0,343.0,147.0,7.0,4,0.25,4,0.8713939067133997,0.8957716132507405,0
451,0.79,637.0,343.0,147.0,7.0,5,0.25,4,0.9196548935022916,0.7099380554807433,0
452,0.76,661.5,416.5,122.5,7.0,2,0.25,4,0.8341871124292262,0.7083221115001348,0
453,0.76,661.5,416.5,122.5,7.0,3,0.25,4,0.8207063898624966,0.6964718556423377,0
454,0.76,661.5,416.5,122.5,7.0,4,0.25,4,0.8304125101105418,0.7042822515486129,0
455,0.76,661.5,416.5,122.5,7.0,5,0.25,4,0.8155837152871392,0.7166711553999461,0
456,0.74,686.0,245.0,220.5,3.5,2,0.25,4,0.17012671879212724,0.108268246700781,0
457,0.74,686.0,245.0,220.5,3.5,3,0.25,4,0.16958748988945807,0.1168866145973606,0
458,0.74,686.0,245.0,220.5,3.5,4,0.25,4,0.16635211647344297,0.11123081066523027,0
459,0.74,686.0,245.0,220.5,3.5,5,0.25,4,0.17309247775680772,0.11984917856180982,0
460,0.71,710.5,269.5,220.5,3.5,2,0.25,4,0.04559481806692764,-0.2337883406013151,1
461,0.71,710.5,269.5,220.5,3.5,3,0.25,4,0.17471016446481533,0.11284675464583893,0
462,0.71,710.5,269.5,220.5,3.5,4,0.25,4,0.16608250202210836,0.11580931861028815,0
463,0.71,710.5,269.5,220.5,3.5,5,0.25,4,0.16904826098678885,0.12765957446808512,0
464,0.69,735.0,294.0,220.5,3.5,2,0.25,4,0.18603397142086817,0.12038782655534608,0
465,0.69,735.0,294.0,220.5,3.5,3,0.25,4,0.1871124292262065,0.13008349043899814,0
466,0.69,735.0,294.0,220.5,3.5,4,0.25,4,0.17956322458883792,0.1327767304066792,0
467,0.69,735.0,294.0,220.5,3.5,5,0.25,4,0.18468589916419517,0.14085645030972255,0
468,0.66,759.5,318.5,220.5,3.5,2,0.25,4,0.1871124292262065,0.13600861836789657,0
469,0.66,759.5,318.5,220.5,3.5,3,0.25,4,0.1884605014828795,0.1263129544842445,0
470,0.66,759.5,318.5,220.5,3.5,4,0.25,4,0.18468589916419517,0.14193374629679506,0
471,0.66,759.5,318.5,220.5,3.5,5,0.25,4,0.18630358587220272,0.1411257743064907,0
472,0.64,784.0,343.0,220.5,3.5,2,0.25,4,0.2960366675653814,0.23565849717209802,0
473,0.64,784.0,343.0,220.5,3.5,3,0.25,4,0.28794823402534375,0.2386210611365473,0
474,0.64,784.0,343.0,220.5,3.5,4,0.25,4,0.284443246157994,0.25504982493940215,0
475,0.64,784.0,343.0,220.5,3.5,5,0.25,4,0.28606093286600165,0.24239159709130081,0
476,0.62,808.5,367.5,220.5,3.5,2,0.25,4,0.2243192235103801,0.12146512254241854,0
477,0.62,808.5,367.5,220.5,3.5,3,0.25,4,0.2318684281477487,0.1255049824939402,0
478,0.62,808.5,367.5,220.5,3.5,4,0.25,4,0.2318684281477487,0.11230810665230273,0
479,0.62,808.5,367.5,220.5,3.5,5,0.25,4,0.23294688595308707,0.12065715055211418,0
480,0.98,514.5,294.0,110.25,7.0,2,0.25,5,0.6114855756268536,0.5017506059789927,0
481,0.98,514.5,294.0,110.25,7.0,3,0.25,5,0.6085198166621729,0.5082143819014273,0
482,0.98,514.5,294.0,110.25,7.0,4,0.25,5,0.5969263952547855,0.514408833827094,0
483,0.98,514.5,294.0,110.25,7.0,5,0.25,5,0.6093286600161768,0.5197953137624562,0
484,0.9,563.5,318.5,122.5,7.0,2,0.25,5,0.7311943920194122,0.5750067330999191,0
485,0.9,563.5,318.5,122.5,7.0,3,0.25,5,0.7090860070099757,0.5682736331807163,0
486,0.9,563.5,318.5,122.5,7.0,4,0.25,5,0.6880560798058776,0.7080527875033664,0
487,0.9,563.5,318.5,122.5,7.0,5,0.25,5,0.7131302237799946,0.6657689200107728,0
488,0.86,588.0,294.0,147.0,7.0,2,0.25,5,0.6389862496629819,0.46108268246700773,0
489,0.86,588.0,294.0,147.0,7.0,3,0.25,5,0.6222701536802372,0.4990573660113116,0
490,0.86,588.0,294.0,147.0,7.0,4,0.25,5,0.601240226476139,0.6261782924858605,0
491,0.86,588.0,294.0,147.0,7.0,5,0.25,5,0.6303585872202749,0.6078642607056288,0
492,0.82,612.5,318.5,147.0,7.0,2,0.25,5,0.5308708546778106,0.42095340694855915,0
493,0.82,612.5,318.5,147.0,7.0,3,0.25,5,0.5165812887570773,0.408833827093994,0
494,0.82,612.5,318.5,147.0,7.0,4,0.25,5,0.5012132650310056,0.4958254780500942,0
495,0.82,612.5,318.5,147.0,7.0,5,0.25,5,0.5252089511997842,0.46431457042822516,0
496,0.79,637.0,343.0,147.0,7.0,2,0.25,5,0.9134537611215959,0.7174791273902505,0
497,0.79,637.0,343.0,147.0,7.0,3,0.25,5,0.9118360744135884,0.6937786156746566,0
498,0.79,637.0,343.0,147.0,7.0,4,0.25,5,0.8897276894041518,0.9259359008887693,0
499,0.79,637.0,343.0,147.0,7.0,5,0.25,5,0.8800215691561065,0.8841906813897118,0
500,0.76,661.5,416.5,122.5,7.0,2,0.25,5,0.8002156915610675,0.7010503635873957,0
501,0.76,661.5,416.5,122.5,7.0,3,0.25,5,0.8258290644378538,0.7032049555615405,0
502,0.76,661.5,416.5,122.5,7.0,4,0.25,5,0.8101914262604475,0.6687314839752221,0
503,0.76,661.5,416.5,122.5,7.0,5,0.25,5,0.8274467511458614,0.6800430918394829,0
504,0.74,686.0,245.0,220.5,3.5,2,0.25,5,0.16473442976543537,0.09641799084298414,0
505,0.74,686.0,245.0,220.5,3.5,3,0.25,5,0.1526017794553788,0.0991112308106652,0
506,0.74,686.0,245.0,220.5,3.5,4,0.25,5,0.15179293610137504,0.10530568273633178,0
507,0.74,686.0,245.0,220.5,3.5,5,0.25,5,0.1620382852520895,0.08429841098841906,0
508,0.71,710.5,269.5,220.5,3.5,2,0.25,5,0.1687786465354543,0.11769458658766496,0
509,0.71,710.5,269.5,220.5,3.5,3,0.25,5,0.16662173092477753,0.10261244276865072,0
510,0.71,710.5,269.5,220.5,3.5,4,0.25,5,0.16823941763278508,0.1166172906005925,0
511,0.71,710.5,269.5,220.5,3.5,5,0.25,5,0.1687786465354543,0.10961486668462161,0
512,0.69,735.0,294.0,220.5,3.5,2,0.25,5,0.1741709355621461,0.11419337462967949,0
513,0.69,735.0,294.0,220.5,3.5,3,0.25,5,0.16473442976543537,0.10961486668462161,0
514,0.69,735.0,294.0,220.5,3.5,4,0.25,5,0.16635211647344297,0.1163479666038244,0
515,0.69,735.0,294.0,220.5,3.5,5,0.25,5,0.1741709355621461,0.09964987880420145,0
516,0.66,759.5,318.5,220.5,3.5,2,0.25,5,0.18657320032353733,0.1327767304066792,0
517,0.66,759.5,318.5,220.5,3.5,3,0.25,5,0.18360744135885684,0.1381632103420415,0
518,0.66,759.5,318.5,220.5,3.5,4,0.25,5,-0.12054368628821163,-0.3162386695183319,1
519,0.66,759.5,318.5,220.5,3.5,5,0.25,5,0.18899973038554865,0.1389711823323458,0
520,0.64,784.0,343.0,220.5,3.5,2,0.25,5,0.2890266918306821,0.2485860490169674,0
521,0.64,784.0,343.0,220.5,3.5,3,0.25,5,0.29253167969803173,0.2453541610557501,0
522,0.64,784.0,343.0,220.5,3.5,4,0.25,5,0.28983553518468597,0.2502019929975761,0
523,0.64,784.0,343.0,220.5,3.5,5,0.25,5,0.2941493664060394,0.2528952329652571,0
524,0.62,808.5,367.5,220.5,3.5,2,0.25,5,0.2067942841736317,0.11553999461352005,0
525,0.62,808.5,367.5,220.5,3.5,3,0.25,5,0.21515233216500404,0.09991920280096955,0
526,0.62,808.5,367.5,220.5,3.5,4,0.25,5,0.21973577783769208,0.09991920280096955,0
527,0.62,808.5,367.5,220.5,3.5,5,0.25,5,0.21164734429765433,0.10368973875572313,0
528,0.98,514.5,294.0,110.25,7.0,2,0.4,1,0.7077379347533026,0.6051710207379477,0
529,0.98,514.5,294.0,110.25,7.0,3,0.4,1,0.7077379347533026,0.6043630487476435,0
530,0.98,514.5,294.0,110.25,7.0,4,0.4,1,0.7139390671339984,0.5906275249124697,0
531,0.98,514.5,294.0,110.25,7.0,5,0.4,1,0.7150175249393367,0.5962833288446001,0
532,0.9,563.5,318.5,122.5,7.0,2,0.4,1,0.8212456187651657,0.7643415028279021,0
533,0.9,563.5,318.5,122.5,7.0,3,0.4,1,0.8420059315179292,0.6862375437651496,0
534,0.9,563.5,318.5,122.5,7.0,4,0.4,1,0.8263682933405229,0.6738486399138164,0
535,0.9,563.5,318.5,122.5,7.0,5,0.4,1,0.8074952817471015,0.8103959062752493,0
536,0.86,588.0,294.0,147.0,7.0,2,0.4,1,0.6977622000539228,0.6757339078911933,0
537,0.86,588.0,294.0,147.0,7.0,3,0.4,1,0.7112429226206524,0.5321842176137894,0
538,0.86,588.0,294.0,147.0,7.0,4,0.4,1,0.7031544890806147,0.560193913277673,0
539,0.86,588.0,294.0,147.0,7.0,5,0.4,1,0.6815853329738473,0.6956638836520332,0
540,0.82,612.5,318.5,147.0,7.0,2,0.4,1,0.6257751415475868,0.5604632372744411,0
541,0.82,612.5,318.5,147.0,7.0,3,0.4,1,0.6443785386896737,0.49097764610826816,0
542,0.82,612.5,318.5,147.0,7.0,4,0.4,1,0.6341331895389593,0.48720711015351464,0
543,0.82,612.5,318.5,147.0,7.0,5,0.4,1,0.6104071178215151,0.6097495286830057,0
544,0.79,637.0,343.0,147.0,7.0,2,0.4,1,0.9541655432731192,0.9262052248855372,0
545,0.79,637.0,343.0,147.0,7.0,3,0.4,1,0.9870585063359395,0.7586856988957718,0
546,0.79,637.0,343.0,147.0,7.0,4,0.4,1,0.9838231329199244,0.7392943711284676,0
547,0.79,637.0,343.0,147.0,7.0,5,0.4,1,0.9614451334591533,0.9706436843522757,0
548,0.76,661.5,416.5,122.5,7.0,2,0.4,1,0.9374494472903746,0.771613250740641,0
549,0.76,661.5,416.5,122.5,7.0,3,0.4,1,0.9156106767322726,0.8066253703204955,0
550,0.76,661.5,416.5,122.5,7.0,4,0.4,1,0.9355621461310325,0.8007002423915972,0
551,0.76,661.5,416.5,122.5,7.0,5,0.4,1,0.9280129414936639,0.7697279827632642,0
552,0.74,686.0,245.0,220.5,3.5,2,0.4,1,0.22944189808573737,0.16267169404793969,0
553,0.74,686.0,245.0,220.5,3.5,3,0.4,1,0.2318684281477487,0.17102073794775113,0
554,0.74,686.0,245.0,220.5,3.5,4,0.4,1,0.2289026691830682,0.1650956100188527,0
555,0.74,686.0,245.0,220.5,3.5,5,0.4,1,0.23025074143974114,0.17102073794775113,0
556,0.71,710.5,269.5,220.5,3.5,2,0.4,1,0.22917228363440276,0.16698087799622952,0
