,C1,C2,C3,C4,C5,C6,C7,Age,Strength,ground_truth
321,249.1,0.0,98.75,158.11,12.8,987.76,889.01,28,0.35525434211204454,0
322,249.1,0.0,98.75,158.11,12.8,987.76,889.01,56,0.49457987596419795,0
323,249.1,0.0,98.75,158.11,12.8,987.76,889.01,100,0.6070195330618976,0
324,252.31,0.0,98.75,146.25,14.17,987.76,889.01,3,0.24229930079540962,0
325,252.31,0.0,98.75,146.25,14.17,987.76,889.01,14,0.49784397601745434,0
326,252.31,0.0,98.75,146.25,14.17,987.76,889.01,28,0.6013503066536102,0
327,252.31,0.0,98.75,146.25,14.17,987.76,889.01,56,0.6664605129790926,0
328,252.31,0.0,98.75,146.25,14.17,987.76,889.01,100,0.7302822587572367,0
329,246.83,0.0,125.08,143.3,11.99,1086.8,800.89,3,0.2640313353605112,0
330,246.83,0.0,125.08,143.3,11.99,1086.8,800.89,14,0.4968991049494065,0
331,246.83,0.0,125.08,143.3,11.99,1086.8,800.89,28,0.62505798072463,0
332,246.83,0.0,125.08,143.3,11.99,1086.8,800.89,56,0.722465598103386,0
333,246.83,0.0,125.08,143.3,11.99,1086.8,800.89,100,0.7984847703963304,0
334,275.07,0.0,121.35,159.48,9.9,1053.6,777.5,3,0.26746723015341267,0
335,275.07,0.0,121.35,159.48,9.9,1053.6,777.5,14,0.4539504200381384,0
336,275.07,0.0,121.35,159.48,9.9,1053.6,777.5,28,0.6104554278547991,0
337,275.07,0.0,121.35,159.48,9.9,1053.6,777.5,56,0.6791733237128279,0
338,275.07,0.0,121.35,159.48,9.9,1053.6,777.5,100,0.7010771530175746,0
339,297.16,0.0,117.54,174.8,9.52,1022.8,753.45,3,0.24393135082203782,0
340,297.16,0.0,117.54,174.8,9.52,1022.8,753.45,14,0.43178889862392417,0
341,297.16,0.0,117.54,174.8,9.52,1022.8,753.45,28,0.5614939270559535,0
342,297.16,0.0,117.54,174.8,9.52,1022.8,753.45,56,0.6182720885086499,0
343,297.16,0.0,117.54,174.8,9.52,1022.8,753.45,100,0.6778848631654898,0
344,213.74,0.0,174.74,154.79,10.16,1053.5,776.35,3,0.18990190520366262,0
345,213.74,0.0,174.74,154.79,10.16,1053.5,776.35,14,0.8892191853622224,1
346,213.74,0.0,174.74,154.79,10.16,1053.5,776.35,28,0.4711298940026456,0
347,213.74,0.0,174.74,154.79,10.16,1053.5,776.35,56,0.5520452163754745,0
348,213.74,0.0,174.74,154.79,10.16,1053.5,776.35,100,0.5948221065470974,0
349,213.5,0.0,174.24,154.61,11.66,1052.3,775.48,3,0.613734285477022,1
350,213.5,0.0,174.24,154.61,11.66,1052.3,775.48,14,0.3908158532185744,0
351,213.5,0.0,174.24,154.61,11.66,1052.3,775.48,28,0.5432836846535759,0
352,213.5,0.0,174.24,154.61,11.66,1052.3,775.48,56,0.6117438884021372,0
353,213.5,0.0,174.24,154.61,11.66,1052.3,775.48,100,0.518176073845189,1
354,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,3,0.3502722946623374,0
355,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,14,0.5653593086979676,0
356,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,28,0.7575976223608033,0
357,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,56,0.8034668178460375,0
358,277.19,97.82,24.46,160.7,11.19,1061.7,782.46,100,0.8050129705028432,0
359,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,3,0.3125633493102441,0
360,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,14,0.41890429315054367,0
361,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,28,0.6625092339672559,0
362,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,56,0.7432527616004397,0
363,218.23,54.64,123.78,140.75,11.91,1075.7,792.67,100,0.7624078750708653,0
364,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,3,0.3477506497232875,1
365,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,14,0.4518888831623975,0
366,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,28,0.6212784964524386,0
367,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,56,0.6431823257571853,0
368,214.9,53.8,121.89,155.63,9.61,1014.3,780.58,100,0.3411344594841888,1
369,218.85,0.0,124.13,158.49,11.33,1078.7,794.91,3,0.16207115738116096,0
370,218.85,0.0,124.13,158.49,11.33,1078.7,794.91,14,0.2954697727155594,0
371,218.85,0.0,124.13,158.49,11.33,1078.7,794.91,28,-0.14016082145570674,1
372,218.85,0.0,124.13,158.49,11.33,1078.7,794.91,56,0.4352247934168256,0
373,218.85,0.0,124.13,158.49,11.33,1078.7,794.91,100,0.5468913741861223,0
374,376.0,0.0,0.0,214.6,0.0,1003.5,762.36,3,0.6476357027715968,1
375,376.0,0.0,0.0,214.6,0.0,1003.5,762.36,14,0.2901441357865622,0
376,376.0,0.0,0.0,214.6,0.0,1003.5,762.36,28,0.3692556133931179,0
377,376.0,0.0,0.0,214.6,0.0,1003.5,762.36,56,0.4231991616416705,0
378,376.0,0.0,0.0,214.6,0.0,1003.5,762.36,100,0.5073785840677559,0
379,500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,0.8127437337868714,0
380,475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28,0.8793720600994057,1
381,315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28,0.9894346235118281,0
382,505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28,0.7685065883282653,0
383,451.0,0.0,0.0,165.0,11.25,1030.0,745.0,28,0.9526705492277823,0
384,516.0,0.0,0.0,162.0,8.2,801.0,802.0,28,0.48633372846123457,0
385,520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,0.7219502138844508,0
386,528.0,0.0,0.0,185.0,6.86,920.0,720.0,28,0.6790015289731828,0
387,520.0,0.0,0.0,175.0,5.2,870.0,805.0,28,0.6065900462127849,0
388,385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,0.2936787992688704,1
389,500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28,0.5207785737600714,0
390,450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,0.3358990300519836,1
391,397.0,17.2,158.0,167.0,20.8,967.0,633.0,28,0.6642271813637066,0
392,333.0,17.5,163.0,167.0,17.9,996.0,652.0,28,0.5599477743991479,0
393,334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,0.5231837001151025,0
394,405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,0.6225669569997766,0
395,200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,0.5845144221683932,0
396,516.0,0.0,0.0,162.0,8.26,801.0,802.0,28,0.48633372846123457,0
397,145.0,116.0,119.0,184.0,5.7,833.0,880.0,28,0.3342094865055232,0
398,160.0,128.0,122.0,182.0,6.4,824.0,879.0,28,0.4617670806919892,0
399,234.0,156.0,0.0,189.0,5.85,981.0,760.0,28,0.46056451751447364,0
400,250.0,180.0,95.0,159.0,9.45,860.0,800.0,28,0.8164373206892405,0
401,475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,0.7000463845797041,0
402,285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28,0.6384579704169457,0
403,356.0,119.0,0.0,160.0,9.03,1061.0,657.0,28,0.7059733030974591,0
404,275.0,180.0,120.0,162.0,10.35,830.0,765.0,28,0.9207167276537991,0
405,500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28,0.8410039684584858,0
406,165.0,0.02,143.57,163.81,0.0,1005.6,900.9,3,0.15030321771547356,0
407,165.0,128.5,132.1,175.06,8.08,1005.8,746.6,3,0.21283650294627976,0
408,178.03,129.8,118.6,179.94,3.57,1007.3,746.8,3,0.2291570032125616,0
409,167.35,129.9,128.62,175.46,7.79,1006.3,746.6,3,0.15708910993145386,0
410,172.38,13.61,172.37,156.76,4.14,1006.3,856.4,3,0.2362005875380096,0
411,173.54,50.05,173.53,164.77,6.47,1006.2,793.5,3,0.2584480063220464,0
412,167.0,75.4,167.0,164.03,7.91,1007.3,770.1,3,0.16430448899654693,0
413,173.81,93.37,159.9,172.34,9.73,1007.2,746.6,3,0.16799807589891597,0
414,190.34,0.0,125.18,166.61,9.88,1079.0,798.9,3,0.12728272260303392,0
415,250.0,0.0,95.69,191.84,5.33,948.9,857.2,3,0.07668917177756017,0
416,213.5,0.0,174.24,159.21,11.66,1043.6,771.9,3,0.16542115480423986,0
417,194.68,0.0,100.52,170.17,7.48,998.0,901.8,3,0.12264426463261695,0
418,251.37,0.0,118.27,192.94,5.75,1043.6,754.3,3,0.12023913827758591,0
419,165.0,0.02,143.57,163.81,0.0,1005.6,900.9,14,0.1812262708515865,0
420,165.0,128.5,132.1,175.06,8.08,1005.8,746.6,14,0.3831709873043687,0
421,178.03,129.8,118.6,179.94,3.57,1007.3,746.8,14,0.3975158480647323,0
422,167.35,129.9,128.62,175.46,7.79,1006.3,746.6,14,0.3672799738871996,0
423,172.38,13.61,172.37,156.76,4.14,1006.3,856.4,14,0.34159666031026126,0
424,173.54,50.05,173.53,164.77,6.47,1006.2,793.5,14,0.3821402188664983,0
425,167.0,75.4,167.0,164.03,7.91,1007.3,770.1,14,0.38085175831916024,0
426,173.81,93.37,159.9,172.34,9.73,1007.2,746.6,14,0.3391056365854077,0
427,190.34,0.0,125.18,166.61,9.88,1079.0,798.9,14,0.21283650294627976,0
428,250.0,0.0,95.69,191.84,5.33,948.9,857.2,14,0.2781185040114072,0
429,213.5,0.0,174.24,159.21,11.66,1043.6,771.9,14,0.339621020804343,0
430,194.68,0.0,100.52,170.17,7.48,998.0,901.8,14,-0.2080463249674419,1
431,251.37,0.0,118.27,192.94,5.75,1043.6,754.3,14,0.2291570032125616,0
432,165.0,0.02,143.57,163.81,0.0,1005.6,900.9,28,0.29735951485165524,0
433,165.0,128.5,132.1,175.06,8.08,1005.8,746.6,28,0.9476725383529438,1
434,178.03,129.8,118.6,179.94,3.57,1007.3,746.8,28,0.458846570118023,0
435,167.35,129.9,128.62,175.46,7.79,1006.3,746.6,28,0.4842721915854936,0
436,172.38,13.61,172.37,156.76,4.14,1006.3,856.4,28,0.39064405847892936,0
437,173.54,50.05,173.53,164.77,6.47,1006.2,793.5,28,0.44690683571269046,0
438,167.0,75.4,167.0,164.03,7.91,1007.3,770.1,28,0.4868491126801697,0
439,173.81,93.37,159.9,172.34,9.73,1007.2,746.6,28,0.44201068563280593,0
440,190.34,0.0,125.18,166.61,9.88,1079.0,798.9,28,0.2805236303664381,0
441,250.0,0.0,95.69,191.84,5.33,948.9,857.2,28,0.31007232558539055,0
442,213.5,0.0,174.24,159.21,11.66,1043.6,771.9,28,0.5270490817571166,0
443,194.68,0.0,100.52,170.17,7.48,998.0,901.8,28,0.4352247934168256,0
444,251.37,0.0,118.27,192.94,5.75,1043.6,754.3,28,0.38549021628957714,0
445,165.0,0.02,143.57,163.81,0.0,1005.6,900.9,56,0.4264632616949269,0
446,165.0,128.5,132.1,175.06,8.08,1005.8,746.6,56,0.6402618151832191,0
447,178.03,129.8,118.6,179.94,3.57,1007.3,746.8,56,0.5762682746654297,0
448,167.35,129.9,128.62,175.46,7.79,1006.3,746.6,56,0.6153515779346836,0
449,172.38,13.61,172.37,156.76,4.14,1006.3,856.4,56,0.4176158326032055,0
450,173.54,50.05,173.53,164.77,6.47,1006.2,793.5,56,0.6408630967719768,0
451,167.0,75.4,167.0,164.03,7.91,1007.3,770.1,56,0.6369977151299627,0
452,173.81,93.37,159.9,172.34,9.73,1007.2,746.6,56,0.5812503221151368,0
453,190.34,0.0,125.18,166.61,9.88,1079.0,798.9,56,0.3660774107096841,0
454,250.0,0.0,95.69,191.84,5.33,948.9,857.2,56,0.46485938600560045,0
455,213.5,0.0,174.24,159.21,11.66,1043.6,771.9,56,0.6095105567867511,0
456,194.68,0.0,100.52,170.17,7.48,998.0,901.8,56,0.5115016578192376,0
457,251.37,0.0,118.27,192.94,5.75,1043.6,754.3,56,0.460135030665361,0
458,165.0,0.02,143.57,163.81,0.0,1005.6,900.9,100,0.6517936611127904,1
459,165.0,128.5,132.1,175.06,8.08,1005.8,746.6,100,0.6564105207098558,0
460,178.03,129.8,118.6,179.94,3.57,1007.3,746.8,100,0.2907186682674969,1
461,167.35,129.9,128.62,175.46,7.79,1006.3,746.6,100,0.6394028414849937,0
462,172.38,13.61,172.37,156.76,4.14,1006.3,856.4,100,0.44037863560617774,0
463,173.54,50.05,173.53,164.77,6.47,1006.2,793.5,100,0.6693810235530588,0
464,167.0,75.4,167.0,164.03,7.91,1007.3,770.1,100,0.6787438368637152,0
465,173.81,93.37,159.9,172.34,9.73,1007.2,746.6,100,0.27399165477203025,1
466,190.34,0.0,125.18,166.61,9.88,1079.0,798.9,100,0.38909790582212367,0
467,250.0,0.0,95.69,191.84,5.33,948.9,857.2,100,0.48375680736655857,0
468,213.5,0.0,174.24,159.21,11.66,1043.6,771.9,100,0.6307272071329175,0
469,194.68,0.0,100.52,170.17,7.48,998.0,901.8,100,0.5225824185263447,0
470,251.37,0.0,118.27,192.94,5.75,1043.6,754.3,100,0.4711298940026456,0
471,446.0,24.0,79.0,162.0,11.61,967.0,712.0,28,1.1044054544348711,1
472,446.0,24.0,79.0,162.0,11.64,967.0,712.0,28,0.524386263292618,0
473,446.0,24.0,79.0,162.0,11.64,967.0,712.0,28,0.6065900462127849,0
474,446.0,24.0,79.0,162.0,10.3,967.0,712.0,28,0.6360528440619148,0
475,446.0,24.0,79.0,162.0,11.61,967.0,712.0,3,0.4115171193458056,0
476,446.0,24.0,79.0,162.0,11.64,967.0,712.0,3,0.2826710646120016,0
477,446.0,24.0,79.0,162.0,11.64,967.0,712.0,3,0.26179800374512535,0
478,446.0,24.0,79.0,162.0,11.61,967.0,712.0,7,0.6188733700974076,0
479,446.0,24.0,79.0,162.0,11.64,967.0,712.0,7,0.444587606727482,0
480,446.0,24.0,79.0,162.0,11.64,967.0,712.0,7,0.46056451751447364,0
481,446.0,24.0,79.0,162.0,11.61,967.0,712.0,56,0.73174251404422,0
482,446.0,24.0,79.0,162.0,11.64,967.0,712.0,56,0.6704117919909292,0
483,446.0,24.0,79.0,162.0,11.64,967.0,712.0,56,0.6593310312838221,0
484,446.0,24.0,79.0,162.0,10.3,967.0,712.0,56,0.653232318026422,0
485,387.0,20.0,94.0,157.0,14.32,938.0,845.0,28,0.5967977460530158,0
486,387.0,20.0,94.0,157.0,13.93,938.0,845.0,28,0.5525606005944098,0
487,387.0,20.0,94.0,157.0,11.61,938.0,845.0,28,0.5525606005944098,0
488,387.0,20.0,94.0,157.0,14.32,938.0,845.0,3,0.2544108299403872,0
489,387.0,20.0,94.0,157.0,13.93,938.0,845.0,3,0.2887697778694016,0
490,387.0,20.0,94.0,157.0,11.61,938.0,845.0,3,0.4041299455410675,0
491,387.0,20.0,94.0,157.0,14.32,938.0,845.0,7,0.4298991564878283,0
492,387.0,20.0,94.0,157.0,13.93,938.0,845.0,7,0.5427683004346406,0
493,387.0,20.0,94.0,157.0,11.61,938.0,845.0,7,0.49002731536360356,0
494,387.0,20.0,94.0,157.0,14.32,938.0,845.0,56,0.6728169183459602,0
495,387.0,20.0,94.0,157.0,13.93,938.0,845.0,56,0.5685375113814014,0
496,387.0,20.0,94.0,157.0,11.61,938.0,845.0,56,0.7366386641241045,0
497,355.0,19.0,97.0,145.0,13.13,967.0,871.0,28,0.5194901132127334,0
498,355.0,19.0,97.0,145.0,12.25,967.0,871.0,28,0.6618220550086756,0
499,491.0,26.0,123.0,210.0,3.93,882.0,699.0,28,0.6630246181861911,0
500,491.0,26.0,123.0,201.0,3.93,822.0,699.0,28,0.6924874160353209,0
501,491.0,26.0,123.0,210.0,3.93,882.0,699.0,3,0.2899968831280386,0
502,491.0,26.0,123.0,210.0,3.93,882.0,699.0,7,0.22280430828986525,1
503,491.0,26.0,123.0,210.0,3.93,882.0,699.0,56,0.7133482058616365,0
504,491.0,26.0,123.0,201.0,3.93,822.0,699.0,3,0.33908109450428625,0
505,491.0,26.0,123.0,201.0,3.93,822.0,699.0,7,0.4433850435499665,0
506,491.0,26.0,123.0,201.0,3.93,822.0,699.0,56,0.7415716273256713,0
507,424.0,22.0,132.0,178.0,8.48,822.0,750.0,28,0.7440258379288426,0
508,424.0,22.0,132.0,178.0,8.48,882.0,750.0,3,0.36975872657149245,0
509,424.0,22.0,132.0,168.0,8.92,822.0,750.0,28,0.8691783057602775,0
510,424.0,22.0,132.0,178.0,8.48,822.0,750.0,7,0.4568832016526653,0
511,424.0,22.0,132.0,178.0,8.48,822.0,750.0,56,0.7894287334432818,0
512,424.0,22.0,132.0,168.0,8.92,822.0,750.0,3,0.3709858318301293,0
513,424.0,22.0,132.0,168.0,8.92,822.0,750.0,7,0.47283557035853563,0
514,424.0,22.0,132.0,168.0,8.92,822.0,750.0,56,0.89741399869436,0
515,202.0,11.0,141.0,206.0,1.72,942.0,801.0,28,0.2446185297806181,0
516,202.0,11.0,141.0,206.0,1.72,942.0,801.0,3,0.09366003788074007,0
517,202.0,11.0,141.0,206.0,1.72,942.0,801.0,7,0.1586966178769606,0
518,202.0,11.0,141.0,206.0,1.72,942.0,801.0,56,-0.15628538942571618,1
519,284.0,15.0,141.0,179.0,5.46,842.0,801.0,28,0.5157965263103644,0
520,284.0,15.0,141.0,179.0,5.46,842.0,801.0,3,0.13783582805064504,0
521,284.0,15.0,141.0,179.0,5.46,842.0,801.0,7,0.2715903039048944,0
522,284.0,15.0,141.0,179.0,5.46,842.0,801.0,56,0.5256010975106941,0
523,359.0,19.0,141.0,154.0,10.91,942.0,801.0,28,0.7550207012661272,0
524,359.0,19.0,141.0,154.0,10.91,942.0,801.0,28,0.7121579137246817,0
525,359.0,19.0,141.0,154.0,10.91,942.0,801.0,3,0.28386135674895635,0
526,359.0,19.0,141.0,154.0,10.91,942.0,801.0,3,0.26545477752581215,0
527,359.0,19.0,141.0,154.0,10.91,942.0,801.0,7,0.41638872734456867,0
528,359.0,19.0,141.0,154.0,10.91,942.0,801.0,7,0.45197478053222007,0
529,359.0,19.0,141.0,154.0,10.91,942.0,801.0,56,0.8274689971482073,0
530,359.0,19.0,141.0,154.0,10.91,942.0,801.0,56,0.8029268915459808,0
531,436.0,0.0,0.0,218.0,0.0,838.4,719.7,28,0.26806851174217045,0
532,289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,0.37046676630761566,0
533,289.0,0.0,0.0,192.0,0.0,913.2,895.3,3,0.11615042347403322,0
534,393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,0.21013932553385212,0
535,393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,0.5794980157707571,0
536,393.0,0.0,0.0,192.0,0.0,940.6,785.6,28,0.46436118126062975,0
537,480.0,0.0,0.0,192.0,0.0,936.2,712.2,28,0.5183992166159872,0
538,480.0,0.0,0.0,192.0,0.0,936.2,712.2,7,0.4016303320792317,0
539,480.0,0.0,0.0,192.0,0.0,936.2,712.2,90,0.6476318095139927,0
540,480.0,0.0,0.0,192.0,0.0,936.2,712.2,3,0.27499183974986685,0
541,333.0,0.0,0.0,192.0,0.0,931.2,842.6,3,0.16549846243708016,0
542,255.0,0.0,0.0,192.0,0.0,889.8,945.0,90,0.24327853081138656,0
543,255.0,0.0,0.0,192.0,0.0,889.8,945.0,7,0.09830095002491022,0
544,289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,0.1528028311773093,0
545,255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,0.2044958683365115,0
546,333.0,0.0,0.0,192.0,0.0,931.2,842.6,28,0.3692040749712244,0
547,333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,0.2625367211255991,0
548,289.0,0.0,0.0,192.0,0.0,913.2,895.3,28,0.2895514439347867,0
549,333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,0.4902162895772131,0
550,393.0,0.0,0.0,192.0,0.0,940.6,785.6,7,0.17884443788420368,1
551,255.0,0.0,0.0,192.0,0.0,889.8,945.0,3,0.07315878987785394,0
552,158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7,0.0907677506914738,0
553,239.6,359.4,0.0,185.7,0.0,941.6,664.3,7,0.28767029153567314,0
554,238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7,0.16643474376814582,0
555,181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28,0.3189798828359875,0
556,193.5,290.2,0.0,185.7,0.0,998.2,704.3,28,0.37742445326324114,0
557,255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7,0.18568434434537612,0
558,272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7,0.2171914995962823,0
559,239.6,359.4,0.0,185.7,0.0,941.6,664.3,28,0.7205008663872612,1
560,220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28,0.29169028844336786,0
561,397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,0.38310226940851067,0
562,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,0.2707656891545981,0
563,210.7,316.1,0.0,185.7,0.0,977.0,689.3,7,0.24278891580339806,0
564,158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,-0.08025561753008831,1
565,295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7,0.15587795701695617,0
566,255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,0.7904976169647211,1
567,203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7,0.11992131800924254,0
568,397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,0.28798811180401657,0
569,381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,0.25112955041316637,0
570,295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,0.2851105499149616,0
571,228.0,342.1,0.0,185.7,0.0,955.8,674.3,28,0.4655379752271985,0
572,220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7,0.13401707639712074,0
573,316.1,210.7,0.0,185.7,0.0,977.0,689.3,28,0.453091446339913,0
574,135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7,0.06447456578879554,0
575,238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,0.501564822717282,1
576,339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,0.23480905014688447,0
577,135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,0.19767561717260212,0
578,193.5,290.2,0.0,185.7,0.0,998.2,704.3,7,0.18523767802229885,0
579,203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,0.25288185675754604,0
580,290.2,193.5,0.0,185.7,0.0,998.2,704.3,7,0.24327853081138656,0
581,181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7,0.12509233967255923,0
582,170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28,0.29145836554484705,0
583,210.7,316.1,0.0,185.7,0.0,977.0,689.3,28,0.44204504458073496,0
584,228.0,342.1,0.0,185.7,0.0,955.8,674.3,7,0.24400006871789587,0
585,290.2,193.5,0.0,185.7,0.0,998.2,704.3,28,0.3826126544005223,0
586,381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7,0.15210706248174682,0
587,238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,0.30624989262828767,0
588,186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7,0.07056468930921335,0
589,339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,0.36837087048394573,0
590,238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7,0.09971825662698207,0
591,252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,0.2171914995962823,0
592,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,0.27083919368384113,1
593,252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,0.1140201687024343,0
594,316.1,210.7,0.0,185.7,0.0,977.0,689.3,7,0.27540414712501504,0
595,186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,0.19017677678709471,0
596,170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7,0.10463158618083114,0
597,272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28,0.36191138827329106,0
598,339.0,0.0,0.0,197.0,0.0,968.0,781.0,3,0.13570066484564242,0
599,339.0,0.0,0.0,197.0,0.0,968.0,781.0,7,0.23216341115635042,0
600,339.0,0.0,0.0,197.0,0.0,968.0,781.0,14,0.30783899397000464,0
601,339.0,0.0,0.0,197.0,0.0,968.0,781.0,28,0.37011458709134326,0
602,339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,0.40911199299077455,0
603,339.0,0.0,0.0,197.0,0.0,968.0,781.0,180,0.4250030064079438,0
604,339.0,0.0,0.0,197.0,0.0,968.0,781.0,365,0.007289144760237232,1
605,236.0,0.0,0.0,194.0,0.0,968.0,885.0,3,-0.1471297606580363,1
606,236.0,0.0,0.0,194.0,0.0,968.0,885.0,14,0.1308904121355804,0
607,236.0,0.0,0.0,194.0,0.0,968.0,885.0,28,0.20038138432201208,0
608,236.0,0.0,0.0,194.0,0.0,968.0,885.0,90,0.24436083767115052,0
609,236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,0.2712467144256043,0
610,236.0,0.0,0.0,193.0,0.0,968.0,885.0,365,0.28344414094040443,0
611,277.0,0.0,0.0,191.0,0.0,968.0,856.0,14,0.23585699805871946,0
612,277.0,0.0,0.0,191.0,0.0,968.0,856.0,28,0.29443900427768904,0
613,277.0,0.0,0.0,191.0,0.0,968.0,856.0,3,0.11250837499355769,0
614,277.0,0.0,0.0,191.0,0.0,968.0,856.0,90,0.36032228693157414,0
615,277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,0.37372227662388974,0
616,277.0,0.0,0.0,191.0,0.0,968.0,856.0,360,0.3908158532185744,0
617,254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,0.4254745710792315,1
618,254.0,0.0,0.0,198.0,0.0,968.0,863.0,90,0.3066364307924891,0
619,254.0,0.0,0.0,198.0,0.0,968.0,863.0,180,-0.12871388969657838,1
620,254.0,0.0,0.0,198.0,0.0,968.0,863.0,365,0.34202614715937396,0
621,307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,0.40060815337834355,0
622,307.0,0.0,0.0,193.0,0.0,968.0,812.0,365,0.4213094195055747,0
623,307.0,0.0,0.0,193.0,0.0,968.0,812.0,3,0.12719682523321135,0
624,307.0,0.0,0.0,193.0,0.0,968.0,812.0,28,0.31393770722740466,0
625,307.0,0.0,0.0,193.0,0.0,968.0,812.0,90,0.3811094504286278,0
626,236.0,0.0,0.0,193.0,0.0,968.0,885.0,7,0.09541479839887301,0
627,200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7,0.06861481901424175,0
628,200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28,0.1235032383308423,0
629,225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7,0.11010324863852668,0
630,225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28,0.18698139462969637,0
631,325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7,0.18947241835454998,0
632,325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28,0.3518184473191431,0
633,275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7,0.14789809136044252,0
634,275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28,0.5611940918658758,1
635,300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7,0.1649916679551272,0
636,300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28,0.30543386761497365,0
637,375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7,0.2956415674552045,0
638,375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,0.446992733082513,0
639,400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28,0.5153670394612517,0
640,400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7,0.34649281039014584,0
641,250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7,0.12960195158824234,0
