,LeverPosition,ShipSpeed,GTT,GTn,GGn,Ts,Tp,T48,T1,T2,P48,P1,P2,Pexh,TIC,mf,CompressorDecay,TurbineDecay,ground_truth
2714,6.175,0.625,29794.177000000003,2307.326,8831.833,246.317,246.317,777.918,288.0,670.3380000000001,2.501,0.998,13.172,1.03,34.387,0.6809999999999999,0.21999999999999886,0.6000000000000014,0
2715,7.148,0.75,38982.433,2678.08,9134.509,332.165,332.165,831.7330000000001,288.0,693.8810000000001,2.9619999999999997,0.998,15.459000000000001,1.035,44.268,0.8759999999999999,0.21999999999999886,0.6000000000000014,0
2716,8.206,0.875,50994.82,3087.5440000000003,9317.491,437.968,437.968,929.0889999999999,288.0,735.758,3.571,0.998,18.352,1.041,60.553000000000004,1.199,0.21999999999999886,0.6000000000000014,0
2717,9.3,1.0,72773.273,3560.4309999999996,9777.418,645.102,645.102,1089.618,288.0,782.8889999999999,4.493,0.998,22.475,1.05,90.10700000000001,1.784,0.21999999999999886,0.6000000000000014,0
2718,1.138,0.0,7363.804,1360.545,6707.518,8.212,8.212,661.188,288.0,577.592,1.3319999999999999,0.998,7.204,1.0190000000000001,12.542,0.325,0.21999999999999886,0.6400000000000006,0
2719,2.088,0.125,2964.863,1356.21,6831.259,24.427,24.427,510.259,288.0,560.507,1.2,0.998,6.444,1.0190000000000001,14.285,0.146,0.21999999999999886,0.6400000000000006,0
2720,3.1439999999999997,0.25,8379.552,1386.759,7127.666,60.36600000000001,60.36600000000001,587.86,288.0,582.778,1.3880000000000001,0.998,7.462000000000001,1.02,12.357999999999999,0.245,0.21999999999999886,0.6400000000000006,0
2721,4.1610000000000005,0.375,14723.909,1547.469,7799.25,113.794,113.794,642.1709999999999,288.0,608.8290000000001,1.656,0.998,8.873,1.022,17.227,0.341,0.21999999999999886,0.6400000000000006,0
2722,5.14,0.5,21635.801,1924.335,8498.645,175.324,175.324,709.929,288.0,639.9580000000001,2.077,0.998,11.030999999999999,1.026,25.211,0.499,0.21999999999999886,0.6400000000000006,0
2723,6.175,0.625,29794.513,2307.3160000000003,8832.864,246.238,246.238,776.836,288.0,670.12,2.5,0.998,13.158,1.03,34.316,0.679,0.21999999999999886,0.6400000000000006,0
2724,7.148,0.75,38982.104,2678.079,9135.015,332.20599999999996,332.20599999999996,830.721,288.0,693.7139999999999,2.9610000000000003,0.998,15.442,1.035,44.188,0.875,0.21999999999999886,0.6400000000000006,0
2725,8.206,0.5183182131067129,50994.769,3087.54,9317.899,438.03,438.03,928.058,288.0,735.602,3.57,0.998,18.332,1.041,60.457,1.197,-0.13668178689328825,0.28331821310671346,1
2726,9.3,1.0,72774.884,3560.4309999999996,9778.195,645.026,645.026,1088.755,288.0,782.752,4.492,0.998,22.448,1.05,90.00399999999999,1.7819999999999998,0.21999999999999886,0.6400000000000006,0
2727,1.138,0.0,7094.081,1344.005,6699.468000000001,7.272,7.272,657.462,288.0,576.194,1.319,0.998,7.1370000000000005,1.0190000000000001,20.663,0.325,0.21999999999999886,0.6799999999999997,0
2728,2.088,0.125,2986.7,1355.619,6833.478,24.326999999999998,24.326999999999998,510.411,288.0,560.4540000000001,1.2009999999999998,0.998,6.442,1.0190000000000001,14.661,0.146,0.21999999999999886,0.6799999999999997,0
2729,3.1439999999999997,0.25,8379.569,1386.76,7130.236,60.36,60.36,587.061,288.0,582.631,1.3880000000000001,0.998,7.455,1.02,12.324000000000002,0.244,0.21999999999999886,0.6799999999999997,0
2730,4.1610000000000005,0.375,14723.985,1547.469,7801.265,113.79799999999999,113.79799999999999,641.307,288.0,608.67,1.656,0.998,8.863999999999999,1.022,17.185,0.34,0.21999999999999886,0.6799999999999997,0
2731,5.14,0.5,21635.967,1924.3370000000002,8499.556,175.294,175.294,708.9739999999999,288.0,639.779,2.077,0.998,11.02,1.026,25.156,0.498,0.21999999999999886,0.6799999999999997,0
2732,6.175,0.625,29794.779,2307.302,8833.89,246.268,246.268,775.757,288.0,669.9019999999999,2.5,0.998,13.145,1.03,34.245,0.6779999999999999,0.21999999999999886,0.6799999999999997,0
2733,7.148,0.75,38981.712,2678.0809999999997,9135.519,332.074,332.074,829.712,288.0,693.547,2.9610000000000003,0.998,15.425,1.035,44.108000000000004,0.873,0.21999999999999886,0.6799999999999997,0
2734,8.206,0.875,50994.65900000001,3087.5409999999997,9318.306999999999,437.958,437.958,927.03,288.0,735.447,3.57,0.998,18.311,1.041,60.361000000000004,1.195,0.21999999999999886,0.6799999999999997,0
2735,9.3,1.0,72775.567,3560.429,9778.953000000001,645.109,645.109,1087.888,288.0,782.615,4.4910000000000005,0.998,22.421,1.05,89.90100000000001,1.78,0.21999999999999886,0.6799999999999997,0
2736,1.138,0.0,5741.48,1321.26,6686.624,6.013,6.013,627.173,288.0,570.939,1.276,0.998,6.893,1.0190000000000001,30.061999999999998,0.295,0.21999999999999886,0.7199999999999989,0
2737,2.088,0.125,2899.8940000000002,1358.6,6837.879,24.862,24.862,505.815,288.0,559.928,1.199,0.998,6.42,1.0190000000000001,12.727,0.14,0.21999999999999886,0.7199999999999989,0
2738,3.1439999999999997,0.25,8379.724,1386.761,7132.816,60.368,60.368,586.265,288.0,582.484,1.3880000000000001,0.998,7.4479999999999995,1.02,12.290999999999999,0.243,0.21999999999999886,0.7199999999999989,0
2739,4.1610000000000005,0.375,14724.098999999998,1547.47,7803.285,113.79899999999999,113.79899999999999,640.445,288.0,608.512,1.656,0.998,8.855,1.022,17.143,0.33899999999999997,0.21999999999999886,0.7199999999999989,0
2740,5.14,0.5,21636.022,1924.339,8500.463,175.333,175.333,708.0210000000001,288.0,639.601,2.077,0.998,11.009,1.026,25.101,0.49700000000000005,0.21999999999999886,0.7199999999999989,0
2741,6.175,0.625,29795.096,2307.2929999999997,8834.919,246.285,246.285,774.681,288.0,669.685,2.499,0.998,13.130999999999998,1.03,34.174,0.677,0.21999999999999886,0.7199999999999989,0
2742,7.148,0.75,38981.356,2678.0820000000003,9136.024,332.077,332.077,828.706,288.0,693.38,2.96,0.998,15.409,1.035,44.028999999999996,0.872,0.21999999999999886,0.7199999999999989,0
2743,8.206,0.875,50994.595,3087.538,9318.714,438.0,438.0,926.0060000000001,288.0,735.2919999999999,3.569,0.998,18.291,1.041,60.266000000000005,1.193,0.21999999999999886,0.7199999999999989,0
2744,9.3,1.0,72776.65400000001,3560.429,9779.716,644.836,644.836,1087.026,288.0,782.4789999999999,4.489,0.998,22.394000000000002,1.05,89.79799999999999,1.778,0.21999999999999886,0.7199999999999989,0
2745,1.138,0.0,3967.8709999999996,1310.521,6680.675,5.417000000000001,5.417000000000001,581.387,288.0,563.832,1.2209999999999999,0.998,6.577999999999999,1.0190000000000001,32.602,0.243,0.21999999999999886,0.7600000000000051,0
2746,2.088,0.125,2908.3920000000003,1358.349,6840.274,24.818,24.818,505.48,288.0,559.82,1.199,0.998,6.416,1.0190000000000001,12.974,0.14,0.21999999999999886,0.7600000000000051,0
2747,3.1439999999999997,0.25,8379.811,1386.761,7135.393,60.368,60.368,585.469,288.0,582.337,1.3880000000000001,0.998,7.441,1.02,12.258,0.243,0.21999999999999886,0.7600000000000051,0
2748,4.1610000000000005,0.375,14724.223999999998,1547.471,7805.308000000001,113.796,113.796,639.586,288.0,608.354,1.656,0.998,8.847000000000001,1.022,17.102,0.33899999999999997,0.21999999999999886,0.7600000000000051,0
2749,5.14,0.5,21636.28,1924.3410000000001,8501.377,175.301,175.301,707.072,288.0,639.423,2.077,0.998,10.998,1.026,25.046,0.496,0.21999999999999886,0.7600000000000051,0
2750,6.175,0.625,29795.416,2307.284,8835.948,246.262,246.262,773.6080000000001,288.0,669.4689999999999,2.499,0.998,13.118,1.03,34.103,0.675,0.21999999999999886,0.7600000000000051,0
2751,7.148,0.75,38981.082,2678.0809999999997,9136.528,332.194,332.194,827.702,288.0,693.2139999999999,2.9589999999999996,0.998,15.392000000000001,1.035,43.949,0.87,0.21999999999999886,0.7600000000000051,0
2752,8.206,0.875,50994.506,3087.5370000000003,9319.12,437.964,437.964,924.9839999999999,288.0,735.138,3.568,0.998,18.27,1.041,60.17100000000001,1.1909999999999998,0.21999999999999886,0.7600000000000051,0
2753,9.3,1.0,72777.73,3560.429,9780.476,644.86,644.86,1086.167,288.0,782.3430000000001,4.488,0.998,22.368000000000002,1.05,89.694,1.776,0.21999999999999886,0.7600000000000051,0
2754,1.138,0.0,2725.341,1309.2730000000001,6681.048000000001,5.34,5.34,545.444,288.0,558.371,1.18,0.998,6.348,1.0190000000000001,31.65,0.2,0.21999999999999886,0.7999999999999972,0
2755,2.088,0.125,2866.631,1361.549,6844.8,25.388,25.388,502.13,288.0,559.507,1.198,0.998,6.403,1.0190000000000001,11.092,0.135,0.21999999999999886,0.7999999999999972,0
2756,3.1439999999999997,0.25,8379.98,1386.761,7137.975,60.361999999999995,60.361999999999995,584.677,288.0,582.191,1.3880000000000001,0.998,7.434,1.02,12.225,0.242,0.21999999999999886,0.7999999999999972,0
2757,4.1610000000000005,0.375,14724.277,1547.471,7807.326,113.796,113.796,638.7280000000001,288.0,608.196,1.656,0.998,8.838,1.022,17.06,0.33799999999999997,0.21999999999999886,0.7999999999999972,0
2758,5.14,0.5,21636.436,1924.3429999999998,8502.288,175.285,175.285,706.125,288.0,639.246,2.076,0.998,10.987,1.026,24.991,0.495,0.21999999999999886,0.7999999999999972,0
2759,6.175,0.625,29795.738,2307.277,8836.978000000001,246.31599999999997,246.31599999999997,772.539,288.0,669.2539999999999,2.499,0.998,13.104000000000001,1.03,34.033,0.674,0.21999999999999886,0.7999999999999972,0
2760,7.148,0.75,38980.739,2678.0809999999997,9137.032,332.168,332.168,826.701,288.0,693.049,2.9589999999999996,0.998,15.375,1.035,43.87,0.8690000000000001,0.21999999999999886,0.7999999999999972,0
2761,8.206,0.875,50994.45400000001,3087.535,9319.525,438.094,438.094,923.966,288.0,734.985,3.5669999999999997,0.998,18.25,1.041,60.076,1.189,0.21999999999999886,0.7999999999999972,0
2762,9.3,1.0,72778.436,3560.4320000000002,9781.226,645.082,645.082,1085.308,288.0,782.209,4.487,0.998,22.340999999999998,1.05,89.589,1.7730000000000001,0.21999999999999886,0.7999999999999972,0
2763,1.138,0.0,1177.005,1316.4479999999999,6686.036999999999,5.707000000000001,5.707000000000001,493.523,288.0,550.509,1.127,0.998,6.032,1.0190000000000001,25.180999999999997,0.13699999999999998,0.21999999999999886,0.8400000000000034,0
2764,2.088,0.125,2884.55,1361.037,6847.036999999999,25.305,25.305,502.231,288.0,559.441,1.198,0.998,6.4,1.0190000000000001,11.455,0.135,0.21999999999999886,0.8400000000000034,0
2765,3.1439999999999997,0.25,8380.032,1386.7620000000002,7140.55,60.37,60.37,583.884,288.0,582.044,1.3880000000000001,0.998,7.4270000000000005,1.02,12.190999999999999,0.24100000000000002,0.21999999999999886,0.8400000000000034,0
2766,4.1610000000000005,0.375,14724.438,1547.4720000000002,7809.356,113.789,113.789,637.873,288.0,608.039,1.655,0.998,8.829,1.022,17.019000000000002,0.337,0.21999999999999886,0.8400000000000034,0
2767,5.14,0.5,21636.483,1924.346,8503.196,175.31900000000002,175.31900000000002,705.179,288.0,639.068,2.076,0.998,10.975999999999999,1.026,24.936999999999998,0.494,0.21999999999999886,0.8400000000000034,0
2768,6.175,0.625,29795.987,2307.265,8838.002,246.28099999999998,246.28099999999998,771.4730000000001,288.0,669.039,2.498,0.998,13.091,1.03,33.961999999999996,0.672,0.21999999999999886,0.8400000000000034,0
2769,7.148,0.75,38980.406,2678.0809999999997,9137.535,332.153,332.153,825.703,288.0,692.883,2.958,0.998,15.359000000000002,1.035,43.791000000000004,0.867,0.21999999999999886,0.8400000000000034,0
2770,8.206,0.875,50994.406,3087.533,9319.93,438.105,438.105,922.951,288.0,734.832,3.5660000000000003,0.998,18.23,1.041,59.981,1.187,0.21999999999999886,0.8400000000000034,0
2771,9.3,1.0,72778.792,3560.4359999999997,9781.966999999999,644.8530000000001,644.8530000000001,1084.4489999999998,288.0,782.074,4.486000000000001,0.998,22.315,1.05,89.485,1.771,0.21999999999999886,0.8400000000000034,0
2772,1.138,0.0,362.01099999999997,1333.954,6698.5419999999995,6.648,6.648,456.091,288.0,545.7230000000001,1.097,0.998,5.849,1.0190000000000001,13.818,0.086,0.21999999999999886,0.8800000000000026,0
2773,2.088,0.125,2867.327,1366.204,6852.891,26.24,26.24,498.719,288.0,559.257,1.199,0.998,6.393,1.0190000000000001,8.359,0.129,0.21999999999999886,0.8800000000000026,0
2774,3.1439999999999997,0.25,8380.161,1386.763,7143.132,60.368,60.368,583.094,288.0,581.898,1.3880000000000001,0.998,7.42,1.02,12.158,0.24100000000000002,0.21999999999999886,0.8800000000000026,0
2775,4.1610000000000005,0.375,14724.347,1547.473,7811.365,113.8,113.8,637.018,288.0,607.881,1.655,0.998,8.82,1.023,16.977,0.336,0.21999999999999886,0.8800000000000026,0
2776,5.14,0.5,21636.639,1924.348,8504.107,175.292,175.292,704.237,288.0,638.8919999999999,2.076,0.998,10.964,1.026,24.881999999999998,0.493,0.21999999999999886,0.8800000000000026,0
2777,6.175,0.625,29796.303,2307.258,8839.030999999999,246.327,246.327,770.41,288.0,668.825,2.498,0.998,13.078,1.03,33.891999999999996,0.6709999999999999,0.21999999999999886,0.8800000000000026,0
2778,7.148,0.75,38980.085,2678.0820000000003,9138.039,332.166,332.166,824.707,288.0,692.7189999999999,2.958,0.998,15.342,1.035,43.711999999999996,0.865,0.21999999999999886,0.8800000000000026,0
2779,8.206,0.875,50994.315,3087.532,9320.334,437.978,437.978,921.939,288.0,734.68,3.565,0.998,18.209,1.041,59.886,1.186,0.21999999999999886,0.8800000000000026,0
2780,9.3,1.0,72779.73700000001,3560.4359999999997,9782.719000000001,644.89,644.89,1083.599,288.0,781.942,4.485,0.998,22.288,1.05,89.382,1.7690000000000001,0.21999999999999886,0.8800000000000026,0
2781,1.138,-0.41614922432309964,317.843,1341.922,6706.134,7.084,7.084,449.421,288.0,545.234,1.0959999999999999,0.998,5.831,1.0190000000000001,9.381,0.075,-0.19614922432310078,0.5038507756769021,1
2782,2.088,0.125,2883.2290000000003,1365.9720000000002,6855.266,26.201,26.201,498.655,288.0,559.19,1.199,0.998,6.39,1.0190000000000001,8.535,0.13,0.21999999999999886,0.9200000000000017,0
2783,3.1439999999999997,0.25,8380.211,1386.764,7145.709,60.368,60.368,582.306,288.0,581.751,1.3869999999999998,0.998,7.412000000000001,1.02,12.125,0.24,0.21999999999999886,0.9200000000000017,0
2784,4.1610000000000005,0.375,14724.489,1547.473,7813.396,113.803,113.803,636.1669999999999,288.0,607.724,1.655,0.998,8.811,1.023,16.936,0.335,0.21999999999999886,0.9200000000000017,0
2785,5.14,0.5,21636.862,1924.349,8505.02,175.295,175.295,703.297,288.0,638.716,2.075,0.998,10.953,1.026,24.828000000000003,0.491,0.21999999999999886,0.9200000000000017,0
2786,6.175,0.625,29796.607000000004,2307.25,8840.059000000001,246.31799999999998,246.31799999999998,769.35,288.0,668.6110000000001,2.498,0.998,13.064,1.03,33.821999999999996,0.67,0.21999999999999886,0.9200000000000017,0
2787,7.148,0.75,38979.753,2678.0820000000003,9138.542,332.16900000000004,332.16900000000004,823.7139999999999,288.0,692.554,2.957,0.998,15.325999999999999,1.035,43.63399999999999,0.8640000000000001,0.21999999999999886,0.9200000000000017,0
2788,8.206,0.875,50994.276,3087.5290000000005,9320.737,437.99300000000005,437.99300000000005,920.931,288.0,734.529,3.565,0.998,18.189,1.041,59.792,1.1840000000000002,0.21999999999999886,0.9200000000000017,0
2789,9.3,1.0,72781.007,3560.427,9783.48,644.996,644.996,1082.756,288.0,781.811,4.4830000000000005,0.998,22.261999999999997,1.05,89.28,1.767,0.21999999999999886,0.9200000000000017,0
2790,1.138,0.0,575.077,1360.0479999999998,6720.751,8.1,8.1,451.17199999999997,288.0,546.687,1.1079999999999999,0.998,5.8870000000000005,1.0190000000000001,0.0,0.071,0.21999999999999886,0.960000000000008,0
2791,2.088,0.125,2897.511,1367.431,6858.704000000001,26.461,26.461,497.83099999999996,288.0,559.136,1.2,0.998,6.388,1.02,7.94,0.128,0.21999999999999886,0.960000000000008,0
2792,3.1439999999999997,0.25,8380.328000000001,1386.764,7148.29,60.375,60.375,581.519,288.0,581.605,1.3869999999999998,0.998,7.405,1.02,12.092,0.239,0.21999999999999886,0.960000000000008,0
2793,4.1610000000000005,0.375,14724.559,1547.474,7815.423000000001,113.802,113.802,635.318,288.0,607.567,1.655,0.998,8.802999999999999,1.023,16.895,0.33399999999999996,0.21999999999999886,0.960000000000008,0
2794,5.14,0.5,21637.004,1924.351,8505.931999999999,175.295,175.295,702.3589999999999,288.0,638.54,2.075,0.998,10.942,1.026,24.773000000000003,0.49,0.21999999999999886,0.960000000000008,0
2795,6.175,0.625,29796.865,2307.244,8841.085,246.285,246.285,768.294,288.0,668.398,2.497,0.998,13.050999999999998,1.03,33.751999999999995,0.6679999999999999,0.21999999999999886,0.960000000000008,0
2796,7.148,0.75,38979.492,2678.0820000000003,9139.045,332.092,332.092,822.7239999999999,288.0,692.3910000000001,2.9560000000000004,0.998,15.309000000000001,1.035,43.555,0.862,0.21999999999999886,0.960000000000008,0
2797,8.206,0.875,50994.174000000006,3087.528,9321.139000000001,438.102,438.102,919.925,288.0,734.378,3.5639999999999996,0.998,18.169,1.041,59.698,1.182,0.21999999999999886,0.960000000000008,0
2798,9.3,1.0,72781.214,3560.433,9784.226,644.83,644.83,1081.911,288.0,781.68,4.482,0.998,22.236,1.05,89.178,1.765,0.21999999999999886,0.960000000000008,0
2799,1.138,0.0,626.545,1362.183,6724.781999999999,8.218,8.218,452.033,288.0,546.821,1.11,0.998,5.892,1.0190000000000001,0.0,0.07200000000000001,0.21999999999999886,1.0,0
2800,2.088,0.125,2922.775,1369.181,6862.401,26.785,26.785,497.12199999999996,288.0,559.1569999999999,1.2009999999999998,0.998,6.388999999999999,1.02,7.212000000000001,0.127,0.21999999999999886,1.0,0
2801,3.1439999999999997,0.25,8380.383,1386.765,7150.868,60.376000000000005,60.376000000000005,580.7330000000001,288.0,581.4590000000001,1.3869999999999998,0.998,7.398,1.02,12.059000000000001,0.239,0.21999999999999886,1.0,0
2802,4.1610000000000005,0.375,14724.684,1547.474,7817.455,113.78299999999999,113.78299999999999,634.471,288.0,607.411,1.655,0.998,8.794,1.023,16.854,0.33399999999999996,0.21999999999999886,1.0,0
2803,5.14,0.5,21636.95,1924.354,8506.838,175.293,175.293,701.422,288.0,638.363,2.075,0.998,10.931,1.026,24.719,0.489,0.21999999999999886,1.0,0
2804,6.175,0.9473164111678335,29797.077,2307.235,8842.108,246.282,246.282,767.24,288.0,668.185,2.497,0.998,13.038,1.03,33.683,0.667,0.5423164111678324,1.3223164111678334,1
2805,7.148,0.75,38979.206,2678.0820000000003,9139.546999999999,332.101,332.101,821.7360000000001,288.0,692.227,2.9560000000000004,0.998,15.293,1.035,43.477,0.861,0.21999999999999886,1.0,0
2806,8.206,0.875,50994.124,3087.526,9321.541,438.086,438.086,918.923,288.0,734.2280000000001,3.563,0.998,18.149,1.041,59.604,1.18,0.21999999999999886,1.0,0
2807,9.3,1.0,72782.308,3560.43,9784.978000000001,645.181,645.181,1081.073,288.0,781.55,4.481,0.998,22.21,1.05,89.07600000000001,1.7630000000000001,0.21999999999999886,1.0,0
2808,1.138,0.0,3171.407,1415.145,6697.781999999999,11.414000000000001,11.414000000000001,544.385,288.0,564.328,1.215,0.998,6.609,1.0190000000000001,0.0,0.17,0.240000000000002,0.0,0
2809,2.088,0.125,5053.847,1344.671,6781.585,22.416999999999998,22.416999999999998,587.3330000000001,288.0,571.431,1.2670000000000001,0.998,6.928999999999999,1.0190000000000001,24.131999999999998,0.24,0.240000000000002,0.0,0
2810,3.1439999999999997,0.25,8377.738000000001,1386.75,7084.268,60.341,60.341,600.399,288.0,584.9259999999999,1.39,0.998,7.58,1.02,12.880999999999998,0.255,0.240000000000002,0.0,0
2811,4.1610000000000005,0.375,14722.385,1547.4579999999999,7764.953,113.76299999999999,113.76299999999999,655.823,288.0,611.188,1.66,0.998,9.019,1.022,17.887,0.354,0.240000000000002,0.0,0
2812,5.14,0.5,21632.778,1924.309,8483.139000000001,175.28799999999998,175.28799999999998,724.997,288.0,642.612,2.082,0.998,11.215,1.026,26.083000000000002,0.516,0.240000000000002,0.0,0
2813,6.175,0.625,29788.887,2307.554,8815.289,246.202,246.202,794.0269999999999,288.0,673.436,2.506,0.998,13.38,1.03,35.45,0.7020000000000001,0.240000000000002,0.0,0
2814,7.148,0.75,38989.47,2678.075,9126.399,332.17800000000005,332.17800000000005,846.557,288.0,696.133,2.971,0.998,15.718,1.035,45.452,0.9,0.240000000000002,0.0,0
2815,8.206,0.875,50994.441,3087.47,9311.166,438.105,438.105,944.041,288.0,737.8960000000001,3.585,0.998,18.672,1.041,61.972,1.227,0.240000000000002,0.0,0
2816,9.3,1.0,72761.004,3560.384,9764.235999999999,644.731,644.731,1101.788,288.0,784.696,4.513,0.998,22.89,1.0490000000000002,91.611,1.8130000000000002,0.240000000000002,0.0,0
2817,1.138,0.0,5742.565,1401.9920000000002,6693.383000000001,10.644,10.644,620.4159999999999,288.0,574.748,1.298,0.998,7.079,1.0190000000000001,0.0,0.26,0.240000000000002,0.03999999999999915,0
2818,2.088,0.125,5021.952,1344.6229999999998,6784.068,22.405,22.405,585.628,288.0,571.154,1.266,0.998,6.916,1.0190000000000001,24.092,0.23800000000000002,0.240000000000002,0.03999999999999915,0
2819,3.1439999999999997,0.25,8377.814,1386.75,7086.829000000001,60.336999999999996,60.336999999999996,599.5740000000001,288.0,584.7769999999999,1.39,0.998,7.572,1.02,12.847000000000001,0.254,0.240000000000002,0.03999999999999915,0
2820,4.1610000000000005,0.375,14722.563,1547.4589999999998,7766.946,113.779,113.779,654.9259999999999,288.0,611.025,1.66,0.998,9.01,1.022,17.844,0.353,0.240000000000002,0.03999999999999915,0
2821,5.14,0.5,21632.876,1924.31,8484.044,175.253,175.253,724.003,288.0,642.427,2.082,0.998,11.204,1.026,26.026,0.515,0.240000000000002,0.03999999999999915,0
2822,6.175,0.625,29789.259,2307.5389999999998,8816.321,246.178,246.178,792.895,288.0,673.209,2.506,0.998,13.366,1.03,35.376,0.7,0.240000000000002,0.03999999999999915,0
2823,7.148,0.75,38988.801,2678.072,9126.91,332.278,332.278,845.5039999999999,288.0,695.959,2.971,0.998,15.700999999999999,1.035,45.369,0.898,0.240000000000002,0.03999999999999915,0
2824,8.206,0.875,50995.121,3087.498,9311.549,438.115,438.115,942.9889999999999,288.0,737.7280000000001,3.5839999999999996,0.998,18.651,1.041,61.875,1.225,0.240000000000002,0.03999999999999915,0
2825,9.3,1.0,72761.738,3560.387,9765.068000000001,644.706,644.706,1100.882,288.0,784.544,4.511,0.998,22.862,1.0490000000000002,91.50299999999999,1.811,0.240000000000002,0.03999999999999915,0
2826,1.138,0.0,7277.937,1362.192,6671.238,8.315,8.315,671.683,288.0,579.1759999999999,1.331,0.998,7.291,1.0190000000000001,12.38,0.332,0.240000000000002,0.0799999999999983,0
2827,2.088,0.125,4849.948,1344.277,6786.368,22.338,22.338,579.873,288.0,570.2280000000001,1.261,0.998,6.874,1.0190000000000001,23.955,0.23199999999999998,0.240000000000002,0.0799999999999983,0
2828,3.1439999999999997,0.25,8377.95,1386.75,7089.394,60.345,60.345,598.752,288.0,584.628,1.39,0.998,7.565,1.02,12.812999999999999,0.254,0.240000000000002,0.0799999999999983,0
2829,4.1610000000000005,0.375,14722.579,1547.4589999999998,7768.927,113.781,113.781,654.029,288.0,610.862,1.66,0.998,9.0,1.022,17.801,0.35200000000000004,0.240000000000002,0.0799999999999983,0
2830,5.14,0.5,21633.089,1924.3120000000001,8484.952,175.261,175.261,723.012,288.0,642.244,2.082,0.998,11.192,1.026,25.969,0.514,0.240000000000002,0.0799999999999983,0
2831,6.175,0.625,29789.647,2307.526,8817.354,246.236,246.236,791.7669999999999,288.0,672.982,2.506,0.998,13.352,1.03,35.303000000000004,0.6990000000000001,0.240000000000002,0.0799999999999983,0
2832,7.148,0.75,38988.315,2678.0690000000004,9127.423,332.244,332.244,844.456,288.0,695.7860000000001,2.97,0.998,15.684000000000001,1.035,45.287,0.897,0.240000000000002,0.0799999999999983,0
2833,8.206,0.875,50995.66099999999,3087.522,9311.928,438.01099999999997,438.01099999999997,941.939,288.0,737.56,3.583,0.998,18.63,1.041,61.777,1.2229999999999999,0.240000000000002,0.0799999999999983,0
2834,9.3,1.0,72762.395,3560.3920000000003,9765.896,644.882,644.882,1099.9769999999999,288.0,784.3939999999999,4.51,0.998,22.834,1.0490000000000002,91.396,1.8090000000000002,0.240000000000002,0.0799999999999983,0
2835,1.138,0.0,6425.6,1332.9720000000002,6654.459,6.67,6.67,656.018,288.0,575.558,1.2990000000000002,0.998,7.117000000000001,1.0190000000000001,26.645,0.321,0.240000000000002,0.11999999999999744,0
2836,2.088,0.125,4740.808,1344.149,6788.835999999999,22.322,22.322,576.2080000000001,288.0,569.695,1.2570000000000001,0.998,6.85,1.0190000000000001,23.915,0.22699999999999998,0.240000000000002,0.11999999999999744,0
2837,3.1439999999999997,0.25,8378.091,1386.751,7091.9619999999995,60.346000000000004,60.346000000000004,597.93,288.0,584.48,1.39,0.998,7.557,1.02,12.779000000000002,0.253,0.240000000000002,0.11999999999999744,0
2838,4.1610000000000005,0.375,14722.659,1547.46,7770.916,113.774,113.774,653.135,288.0,610.6990000000001,1.659,0.998,8.991,1.022,17.758,0.35200000000000004,0.240000000000002,0.11999999999999744,0
2839,5.14,0.5,21633.063,1924.315,8485.853000000001,175.28799999999998,175.28799999999998,722.023,288.0,642.06,2.081,0.998,11.18,1.026,25.913,0.513,0.240000000000002,0.11999999999999744,0
2840,6.175,0.625,29789.987,2307.507,8818.384,246.187,246.187,790.6410000000001,288.0,672.7560000000001,2.505,0.998,13.338,1.03,35.23,0.6970000000000001,0.240000000000002,0.11999999999999744,0
2841,7.148,0.75,38987.859,2678.071,9127.933,332.241,332.241,843.409,288.0,695.613,2.97,0.998,15.667,1.035,45.205,0.895,0.240000000000002,0.11999999999999744,0
2842,8.206,0.875,50996.003,3087.546,9312.305,438.13300000000004,438.13300000000004,940.893,288.0,737.3919999999999,3.582,0.998,18.608,1.041,61.68,1.2209999999999999,0.240000000000002,0.11999999999999744,0
2843,9.3,1.0,72764.227,3560.39,9766.735,645.0790000000001,645.0790000000001,1099.0819999999999,288.0,784.245,4.5089999999999995,0.998,22.807,1.0490000000000002,91.291,1.807,0.240000000000002,0.11999999999999744,0
2844,1.138,0.0,3908.2090000000003,1313.017,6641.880999999999,5.565,5.565,591.428,288.0,565.656,1.22,0.998,6.665,1.0190000000000001,32.936,0.249,0.240000000000002,0.1600000000000037,0
2845,2.088,0.125,4507.307,1344.043,6791.218000000001,22.288,22.288,568.855,288.0,568.625,1.25,0.998,6.8020000000000005,1.0190000000000001,23.807,0.21899999999999997,0.240000000000002,0.1600000000000037,0
2846,3.1439999999999997,0.25,8378.126,1386.7520000000002,7094.522,60.342,60.342,597.11,288.0,584.331,1.39,0.998,7.55,1.02,12.745,0.252,0.240000000000002,0.1600000000000037,0
2847,4.1610000000000005,0.375,14722.819,1547.46,7772.9130000000005,113.785,113.785,652.243,288.0,610.5369999999999,1.659,0.998,8.982000000000001,1.022,17.715,0.35100000000000003,0.240000000000002,0.1600000000000037,0
2848,5.14,0.5,21633.243,1924.316,8486.761,175.28599999999997,175.28599999999997,721.0369999999999,288.0,641.876,2.081,0.998,11.169,1.026,25.855999999999998,0.512,0.240000000000002,0.1600000000000037,0
