,Iy,PF,e,dIf,If,ground_truth
463,5.5,0.93,0.07,0.13,0.12704918032786883,0
464,5.5,0.95,0.05,0.138,0.13797814207650272,0
465,5.5,0.97,0.03,0.138,0.41321817564230434,1
466,5.5,0.99,0.01,0.138,0.13797814207650272,0
467,5.6,0.65,0.35,0.736,0.9549180327868851,0
468,5.6,0.67,0.33,0.7290000000000001,0.9453551912568303,0
469,5.6,0.69,0.31,0.74,0.9603825136612019,0
470,5.6,0.71,0.29,0.652,0.840163934426229,0
471,5.6,0.73,0.27,0.674,0.5544669671871223,1
472,5.6,0.75,0.25,0.713,0.9234972677595625,0
473,5.6,0.77,0.23,0.585,0.7486338797814203,0
474,5.6,0.79,0.21,0.606,0.7773224043715847,0
475,5.6,0.81,0.19,0.49,0.6188524590163931,0
476,5.6,0.83,0.17,0.499,0.6311475409836065,0
477,5.6,0.85,0.15,0.526,0.6680327868852458,0
478,5.6,0.87,0.13,0.37799999999999995,0.46584699453551903,0
479,5.6,0.89,0.11,0.395,0.4890710382513659,0
480,5.6,0.91,0.09,0.24600000000000002,0.2855191256830598,0
481,5.6,0.93,0.07,0.254,0.29644808743169393,0
482,5.6,0.95,0.05,0.27699999999999997,0.3278688524590161,0
483,5.6,0.97,0.03,0.27699999999999997,0.3278688524590161,0
484,5.6,0.99,0.01,0.27699999999999997,0.3278688524590161,0
485,5.7,0.65,0.35,0.7440000000000001,0.965846994535519,0
486,5.7,0.67,0.33,0.72,0.9330601092896174,0
487,5.7,0.69,0.31,0.735,0.9535519125683061,0
488,5.7,0.71,0.29,0.6409999999999999,0.8251366120218575,0
489,5.7,0.73,0.27,0.6609999999999999,0.8524590163934425,0
490,5.7,0.75,0.25,0.6970000000000001,0.9016393442622948,0
491,5.7,0.77,0.23,0.573,0.7322404371584701,0
492,5.7,0.79,0.21,0.591,0.756830601092896,0
493,5.7,0.81,0.19,0.47200000000000003,0.5942622950819667,0
494,5.7,0.83,0.17,0.48100000000000004,0.6065573770491801,0
495,5.7,0.85,0.15,0.506,0.6407103825136609,0
496,5.7,0.87,0.13,0.359,0.4398907103825136,0
497,5.7,0.89,0.11,0.375,0.46174863387978093,0
498,5.7,0.91,0.09,0.226,0.2581967213114751,0
499,5.7,0.93,0.07,0.23,0.26366120218579203,0
500,5.7,0.95,0.05,0.248,0.2882513661202186,0
501,5.7,0.97,0.03,0.248,0.2882513661202186,0
502,5.7,0.99,0.01,0.248,0.2882513661202186,0
503,5.8,0.65,0.35,0.753,0.978142076502732,0
504,5.8,0.67,0.33,0.711,0.9207650273224044,0
505,5.8,0.69,0.31,0.7290000000000001,0.9453551912568303,0
506,5.8,0.71,0.29,0.631,0.8114754098360655,0
507,5.8,0.73,0.27,0.652,0.840163934426229,0
508,5.8,0.75,0.25,0.682,0.881147540983606,0
509,5.8,0.77,0.23,0.565,0.7213114754098362,0
510,5.8,0.79,0.21,0.575,0.7349726775956282,0
511,5.8,0.81,0.19,0.455,0.5710382513661199,0
512,5.8,0.83,0.17,0.47100000000000003,0.5928961748633876,0
513,5.8,0.85,0.15,0.48700000000000004,0.6147540983606554,0
514,5.8,0.87,0.13,0.34700000000000003,0.42349726775956253,0
515,5.8,0.89,0.11,0.355,0.4344262295081964,0
516,5.8,0.91,0.09,0.20600000000000002,0.23087431693989036,0
517,5.8,0.93,0.07,0.214,0.2418032786885247,0
518,5.8,0.95,0.05,0.218,0.7063969130038324,1
519,5.8,0.97,0.03,0.218,0.24726775956284164,0
520,5.8,0.99,0.01,0.218,0.24726775956284164,0
521,5.9,0.65,0.35,0.7609999999999999,0.9890710382513659,0
522,5.9,0.67,0.33,0.701,0.9071038251366119,0
523,5.9,0.69,0.31,0.723,0.937158469945355,0
524,5.9,0.71,0.29,0.621,0.797814207650273,0
525,5.9,0.73,0.27,0.6409999999999999,0.8251366120218575,0
526,5.9,0.75,0.25,0.6659999999999999,0.8592896174863383,0
527,5.9,0.77,0.23,0.551,0.7021857923497266,0
528,5.9,0.79,0.21,0.56,0.7144808743169395,0
529,5.9,0.81,0.19,0.43700000000000006,0.5464480874316939,0
530,5.9,0.83,0.17,0.45399999999999996,0.5696721311475408,0
531,5.9,0.85,0.15,0.467,0.5874316939890705,0
532,5.9,0.87,0.13,0.327,0.396174863387978,0
533,5.9,0.89,0.11,0.33399999999999996,0.4057377049180324,0
534,5.9,0.91,0.09,0.185,0.20218579234972656,0
535,5.9,0.93,0.07,0.192,0.21174863387978116,0
536,5.9,0.95,0.05,0.18899999999999997,0.2076502732240435,0
537,5.9,0.97,0.03,0.18899999999999997,0.2076502732240435,0
538,5.9,0.99,0.01,0.18899999999999997,0.2076502732240435,0
539,6.0,0.65,0.35,0.769,0.9999999999999998,0
540,6.0,0.67,0.33,0.682,0.881147540983606,0
541,6.0,0.69,0.31,0.713,0.9234972677595625,0
542,6.0,0.71,0.29,0.593,0.7595628415300546,0
543,6.0,0.73,0.27,0.622,0.7991803278688521,0
544,6.0,0.75,0.25,0.6509999999999999,0.83879781420765,0
545,6.0,0.77,0.23,0.525,0.6666666666666667,0
546,6.0,0.79,0.21,0.5379999999999999,0.6844262295081969,0
547,6.0,0.81,0.19,0.401,0.4972677595628412,0
548,6.0,0.83,0.17,0.424,0.5286885245901638,0
549,6.0,0.85,0.15,0.44799999999999995,0.5614754098360655,0
550,6.0,0.87,0.13,0.29,0.006050581516454601,1
551,6.0,0.89,0.11,0.301,0.36065573770491777,0
552,6.0,0.91,0.09,0.142,0.14344262295081922,0
553,6.0,0.93,0.07,0.151,0.15573770491803263,0
554,6.0,0.95,0.05,0.16,0.1680327868852458,0
555,6.0,0.97,0.03,0.16,0.1680327868852458,0
556,6.0,0.99,0.01,0.16,0.1680327868852458,0
