,AT,V,AP,RH,PE,ground_truth
2374,12.38,41.62,1012.37,84.15,0.540529801324503,0
2375,23.14,63.94,1017.49,53.19,0.3484768211920528,0
2376,9.63,41.14,1027.99,87.89,0.6552317880794707,0
2377,13.67,38.53,1009.3,81.85,0.6639735099337747,0
2378,12.27,41.17,1019.39,52.18,0.709668874172185,0
2379,14.46,45.87,1008.26,89.44,0.5090066225165559,0
2380,14.57,42.18,1015.13,74.89,0.6025165562913903,0
2381,9.87,41.82,1033.04,68.57,0.7327152317880792,0
2382,29.23,74.22,1008.49,57.88,0.11443708609271486,0
2383,10.24,41.17,1019.73,82.04,0.7883443708609263,0
2384,33.3,68.14,1003.02,53.43,0.08768211920529811,0
2385,29.05,64.84,1011.1,51.39,0.2956291390728474,0
2386,12.63,48.04,1013.0,100.13,0.5872847682119211,0
2387,25.97,69.34,1009.43,88.11,0.19549668874172177,0
2388,6.86,41.38,1021.35,90.78,0.8904635761589406,0
2389,18.28,41.1,1002.0,65.69,0.5267549668874167,0
2390,15.33,42.28,1008.19,66.15,0.5952317880794702,0
2391,10.33,40.0,1021.35,90.84,0.782251655629139,0
2392,8.31,40.46,1020.07,78.18,0.7478145695364242,0
2393,25.16,54.2,1012.69,58.02,0.28781456953642426,0
2394,14.85,45.01,1013.12,85.53,0.5288741721854304,0
2395,15.48,53.82,1016.1,64.77,0.5619867549668873,0
2396,23.37,65.46,1016.25,48.64,0.355099337748344,0
2397,22.88,50.23,1016.11,63.77,0.5009271523178809,0
2398,25.32,63.77,1014.55,74.69,0.28132450331125813,0
2399,24.44,59.21,1017.36,61.45,0.338543046357616,0
2400,30.17,64.79,1017.06,43.81,0.25814569536423804,0
2401,14.84,41.23,995.02,88.0,0.5905960264900667,0
2402,27.96,49.16,1004.8,35.64,0.29443708609271546,0
2403,18.67,44.06,1017.13,77.18,0.4536423841059598,0
2404,22.56,66.48,1003.82,77.46,0.2313907284768213,0
2405,24.91,58.69,1008.22,82.81,0.20794701986754927,0
2406,26.11,70.36,1007.64,70.12,0.33258278145695375,0
2407,19.95,58.46,1017.45,89.46,0.3554966887417219,0
2408,32.63,69.89,1013.85,41.66,0.07231788079470203,0
2409,14.21,39.16,1016.5,85.09,0.710066225165563,0
2410,28.18,60.07,1016.34,49.13,0.2827814569536429,0
2411,6.67,39.37,1020.31,73.56,0.8989403973509935,0
2412,13.27,52.75,1025.86,65.12,0.5901986754966888,0
2413,10.37,37.83,1006.5,90.99,0.6675496688741722,0
2414,26.11,52.36,1013.9,59.62,0.443708609271523,0
2415,18.68,53.29,1018.16,75.01,0.2974267120717625,1
2416,12.12,41.17,1017.68,78.72,0.6676821192052982,0
2417,12.07,38.25,1012.67,81.66,0.6635761589403977,0
2418,7.54,40.72,1023.82,85.15,0.9947917345766107,1
2419,13.61,38.47,1015.1,54.98,0.6125827814569531,0
2420,13.61,41.74,1021.66,62.83,0.6825165562913913,0
2421,12.25,44.58,1016.47,81.15,0.7282119205298017,0
2422,26.1,74.16,1009.42,85.4,0.22410596026490115,0
2423,26.09,60.23,1010.74,60.88,0.3393377483443709,0
2424,32.14,68.31,1010.48,42.15,0.21046357615893996,0
2425,21.55,44.57,1006.03,71.54,0.35205298013245034,0
2426,5.74,40.62,1016.31,84.91,0.8064900662251651,0
2427,31.41,74.16,1008.65,68.5,0.35856223264989895,1
2428,34.97,73.56,1006.57,44.69,0.19721854304635755,0
2429,12.32,41.26,1022.42,79.74,0.6623841059602649,0
2430,31.32,71.29,1008.37,50.07,0.13509933774834426,0
2431,27.97,58.84,1002.25,57.88,0.3423841059602655,0
2432,26.23,70.72,1009.73,73.44,0.33139072847682094,0
2433,24.8,61.02,1009.86,71.75,0.24768211920529737,0
2434,28.35,71.14,1010.65,60.38,0.11854304635761537,0
2435,29.84,74.87,1009.64,61.39,0.19589403973509967,0
2436,30.95,71.58,1009.95,50.02,0.13523178807947023,0
2437,13.38,40.12,1013.92,96.96,0.6343046357615894,0
2438,28.54,69.59,1008.84,78.62,0.17271523178807957,0
2439,28.52,57.82,1004.81,57.82,0.20052980132450315,0
2440,28.62,59.14,1016.36,53.1,0.20966887417218505,0
2441,16.78,41.35,1000.23,70.52,0.5215894039735094,0
2442,10.08,43.14,1010.67,85.9,0.774437086092715,0
2443,13.07,43.13,1016.93,70.02,0.7807204614568283,1
2444,17.99,43.79,1016.13,75.63,0.5581456953642379,0
2445,15.46,44.6,1017.7,68.2,0.5213245033112583,0
2446,27.11,66.49,1013.71,39.28,0.2056953642384105,0
2447,22.6,69.84,1006.37,79.59,0.19695364238410562,0
2448,32.09,72.86,1003.47,54.59,0.19231788079470125,0
2449,20.03,47.45,1009.04,77.56,0.4018543046357621,0
2450,22.63,70.47,1008.0,82.27,0.2868874172185434,0
2451,27.06,70.47,1007.0,72.37,0.13986754966887371,0
2452,14.24,45.01,1013.54,88.68,0.5480794701986751,0
2453,25.79,59.43,1008.61,64.3,0.201986754966887,0
2454,8.62,39.54,1011.64,82.86,0.8313907284768209,0
2455,30.34,75.08,1005.32,52.97,0.2251655629139071,0
2456,23.55,62.96,1020.16,70.16,0.36278145695364206,0
2457,26.21,65.12,1016.06,44.31,0.32026490066225133,0
2458,12.89,48.14,1017.48,83.95,0.5762913907284766,0
2459,25.68,58.41,1013.71,70.61,0.27178807947019834,0
2460,18.85,48.06,1012.52,67.88,0.41735099337748327,0
2461,11.49,35.76,1019.08,60.04,0.6912582781456953,0
2462,13.6,42.86,1013.37,87.52,0.6888741721854306,0
2463,22.56,60.29,1018.19,67.53,0.35615894039735085,0
2464,26.43,77.17,1008.67,92.59,0.14569536423841,0
2465,12.2,44.77,1018.64,76.1,0.6509933774834442,0
2466,30.17,75.08,1005.17,55.89,0.24675496688741738,0
2467,21.55,60.27,1017.42,92.59,0.31350993377483416,0
2468,23.48,72.99,1009.61,88.16,0.2230463576158943,0
2469,21.19,52.3,1008.24,79.19,0.35496688741721893,0
2470,13.61,42.34,1017.57,91.35,0.6011920529801325,0
2471,9.82,36.18,1019.18,65.8,0.7278145695364238,0
2472,8.02,39.04,1018.49,68.07,0.7850331125827807,0
2473,11.2,41.54,1019.94,67.18,0.7784105960264895,0
2474,29.21,72.25,1012.72,71.85,0.19046357615894038,0
2475,22.21,48.14,1015.08,66.8,0.371788079470198,0
2476,11.34,43.67,1011.54,87.95,0.6954966887417218,0
2477,19.13,50.78,1008.51,87.54,0.35456953642384104,0
2478,15.19,42.03,1017.38,71.66,0.5613245033112584,0
2479,27.49,71.94,1006.62,73.35,0.1990728476821193,0
2480,16.57,43.7,1015.67,71.95,0.6029139072847682,0
2481,9.38,43.7,1015.45,90.47,0.8113907284768205,0
2482,6.43,36.08,1022.73,85.03,0.8758940397350994,0
2483,11.86,40.27,1008.06,72.91,0.7193377483443708,0
2484,10.42,41.46,1021.04,89.16,0.7811920529801322,0
2485,29.85,68.24,1007.01,30.99,0.17443708609271535,0
2486,23.1,59.43,1007.36,85.96,0.2699337748344366,0
2487,22.25,60.77,1017.8,82.19,0.31509933774834487,0
2488,11.43,44.78,1013.43,82.45,0.6732450331125825,0
2489,18.06,50.16,1009.52,100.09,0.40092715231788034,0
2490,30.52,70.4,1003.9,64.33,0.2388079470198674,0
2491,16.58,45.87,1009.66,97.59,0.4972185430463574,0
2492,29.72,68.24,1009.92,66.42,0.0831788079470197,0
2493,25.6,73.67,1005.78,84.82,0.17205298013245063,0
2494,22.18,65.46,1016.74,54.02,0.3663576158940396,0
2495,17.89,44.78,1010.03,53.78,0.49642384105960247,0
2496,26.56,56.57,1013.73,63.9,0.29774834437086106,0
2497,29.6,69.82,1010.49,61.66,0.24119205298013302,0
2498,10.96,41.93,1019.28,87.38,0.7022516556291389,0
2499,19.78,54.42,1011.74,89.34,0.48450331125827795,0
2500,25.79,75.6,1017.46,75.63,0.19059602649006546,0
2501,13.09,54.3,1017.61,82.38,0.6720529801324506,0
2502,24.4,71.14,1009.7,59.26,0.21748344370860906,0
2503,8.27,35.77,1015.3,73.36,0.766490066225165,0
2504,22.86,58.96,1014.03,54.96,0.4180132450331122,0
2505,12.57,39.18,1023.09,77.28,0.4232931820396213,1
2506,12.65,44.03,1007.13,85.23,0.6059602649006619,0
2507,7.4,40.72,1022.56,87.67,0.8480794701986758,0
2508,30.36,68.08,1010.76,51.32,0.12860927152317903,0
2509,12.71,43.8,1023.15,71.16,0.6084768211920526,0
2510,18.56,42.18,1001.46,99.59,0.4814569536423843,0
2511,26.88,73.56,1004.85,94.36,0.13735099337748302,0
2512,15.92,44.85,1015.84,59.99,0.6245033112582785,0
2513,29.7,57.35,1005.63,57.35,0.17231788079470167,0
2514,9.53,40.23,1017.74,89.05,0.8442384105960263,0
2515,17.72,39.99,1007.34,72.3,0.54887417218543,0
2516,7.55,39.22,1014.53,77.76,0.8202649006622513,0
2517,28.43,73.18,1012.52,71.05,0.09072847682119178,0
2518,7.84,40.07,1016.68,47.63,0.9064900662251656,0
2519,8.8,39.42,1025.17,68.72,0.7449006622516556,0
2520,24.44,52.84,1006.39,49.05,0.2641059602649003,0
2521,13.97,38.47,1015.15,55.28,0.5833112582781457,0
2522,5.89,35.77,1019.78,79.58,0.7894039735099341,0
2523,24.03,62.44,1010.96,79.88,0.13774834437086092,0
2524,25.43,70.17,1000.46,87.84,0.21417218543046346,0
2525,5.74,37.8,1021.37,74.47,0.9344370860927151,0
2526,19.44,59.21,1018.5,88.35,0.3679470198675503,0
2527,14.72,39.0,1016.42,76.42,0.5916556291390727,0
2528,19.15,57.76,1019.62,74.89,0.5086092715231789,0
2529,19.96,39.53,1006.16,62.77,0.532847682119205,0
2530,9.08,42.49,1010.67,85.35,0.8105960264900656,0
2531,6.57,43.65,1018.24,74.47,0.8105960264900656,0
2532,18.94,46.93,1010.22,75.45,0.2801324503311262,0
2533,4.87,42.85,1012.69,94.72,1.3121888593549382,1
2534,9.37,40.11,1024.94,75.03,0.6737748344370864,0
2535,9.06,39.3,1019.73,84.23,0.7966887417218542,0
2536,18.88,62.96,1020.62,82.01,0.47576158940397395,0
2537,28.47,67.69,1004.79,56.51,0.5595738101437912,1
2538,25.67,69.88,1007.84,83.32,0.2793377483443713,0
2539,24.31,63.86,1019.47,58.54,0.2970860927152321,0
2540,16.7,50.88,1015.11,97.25,0.47576158940397395,0
2541,25.04,63.86,1018.92,52.79,0.2826490066225169,0
2542,20.97,47.43,1007.64,71.18,0.370331125827815,0
2543,14.44,41.2,1015.96,81.97,0.6568211920529805,0
2544,23.54,67.83,1009.44,65.48,0.07920529801324516,0
2545,9.68,41.44,1015.19,87.34,0.7898013245033111,0
2546,5.85,41.55,1001.95,99.41,0.8504635761589405,0
2547,13.68,45.08,1024.91,85.26,0.3538123198736049,1
2548,23.16,57.76,1017.74,63.79,-0.045155650994972096,1
2549,30.88,69.51,1011.48,46.58,0.1705960264900659,0
2550,9.76,40.71,1020.88,91.82,0.6713907284768208,0
2551,33.58,77.54,1010.19,53.49,0.17867549668874183,0
2552,18.22,44.34,1019.35,56.78,0.6491390728476816,0
2553,22.55,47.45,1008.65,67.9,0.3597350993377484,0
2554,34.43,68.51,1010.17,34.09,0.1474172185430458,0
2555,26.57,48.06,1013.23,40.24,0.2553642384105963,0
2556,20.92,70.02,1010.23,95.58,0.322913907284768,0
2557,15.07,43.48,1015.22,57.74,0.5258278145695359,0
2558,9.47,41.4,1026.21,89.08,0.8017218543046356,0
2559,27.34,71.64,1008.12,72.22,0.2450331125827816,0
2560,22.96,45.01,1012.21,50.81,0.39880794701986755,0
2561,28.81,64.96,1000.46,68.05,0.10132450331125842,0
2562,14.82,40.0,1016.32,66.3,0.5059602649006623,0
2563,24.92,63.94,1017.7,44.92,0.2756291390728478,0
2564,26.86,71.14,1007.11,76.61,0.08887417218543092,0
2565,32.12,69.98,1013.31,54.3,0.12715231788079517,0
2566,5.71,40.77,1022.49,87.9,0.8903311258278146,0
2567,26.43,66.48,1004.36,55.9,0.20304635761589385,0
2568,21.4,59.21,1017.84,78.01,0.31642384105960275,0
2569,24.55,58.86,1015.22,60.53,0.3382781456953641,0
2570,26.41,68.24,1010.6,77.79,0.10940397350993347,0
2571,21.97,58.12,1014.21,85.93,0.3794701986754969,0
2572,24.6,48.78,1018.1,73.71,0.2909933774834439,0
2573,9.13,39.16,1014.14,86.17,0.8556291390728479,0
2574,18.92,44.63,1020.32,47.81,0.4156291390728475,0
2575,24.88,63.31,1014.23,55.76,0.281854304635762,0
2576,27.4,69.84,1002.98,76.48,0.1361589403973511,0
2577,21.45,45.09,1013.83,52.26,0.43562913907284706,0
2578,21.33,60.1,1010.97,78.36,0.419735099337748,0
2579,17.1,48.98,1016.48,85.63,0.45258278145695385,0
2580,9.86,41.01,1018.49,98.71,0.9836692884476111,1
2581,21.5,59.87,1019.05,76.56,0.31509933774834487,0
2582,25.38,65.34,1012.87,62.49,0.3596026490066224,0
2583,24.53,74.78,1009.9,78.34,0.34490066225165616,0
2584,27.16,71.32,1007.81,89.07,0.13602649006622514,0
2585,25.51,64.27,1013.28,61.85,0.7634227285251749,1
2586,19.4,64.63,1020.38,81.1,0.44476821192052984,0
2587,30.85,68.94,1007.31,68.99,0.07735099337748341,0
2588,7.82,41.16,1023.3,87.7,0.733774834437086,0
2589,26.92,63.73,1010.29,68.6,0.266092715231788,0
2590,11.57,41.54,1020.13,69.14,0.750066225165563,0
2591,19.39,60.1,1010.28,83.31,0.4279470198675499,0
2592,29.37,74.78,1009.47,55.65,-0.03060619424807165,1
2593,31.84,77.95,1014.9,55.35,0.17245033112582764,0
2594,31.06,67.17,1007.62,65.54,0.23377483443708602,0
2595,13.49,44.63,1019.12,70.02,0.6731125827814566,0
2596,22.07,50.78,1008.6,61.33,0.39337748344370826,0
2597,9.72,39.66,1018.31,76.07,0.7919205298013248,0
2598,20.42,45.01,1012.23,66.5,0.41086092715231715,0
2599,6.45,35.77,1018.86,67.84,0.8325827814569537,0
2600,13.2,40.83,1007.75,94.98,0.6907284768211923,0
2601,18.9,47.83,1005.31,77.79,0.4725827814569534,0
2602,20.31,49.69,1011.57,69.03,0.46503311258278135,0
2603,6.33,42.07,1004.25,77.1,0.8517880794701984,0
2604,11.37,39.16,1016.54,87.05,0.79841059602649,0
2605,18.64,43.79,1016.01,51.17,0.5943046357615893,0
2606,24.75,69.45,1013.97,53.49,0.23867549668874144,0
2607,7.05,43.65,1018.41,72.36,0.79748344370861,0
2608,5.49,40.81,1014.43,90.41,0.8887417218543048,0
2609,26.3,59.07,1007.84,78.32,0.012664479675869589,1
2610,27.98,74.78,1009.46,63.11,0.2193377483443708,0
2611,19.54,54.9,1017.15,70.37,0.4715231788079475,0
2612,16.37,43.5,1021.26,72.4,0.515496688741722,0
2613,20.6,45.38,1014.93,75.78,0.5295364238410594,0
2614,27.23,71.77,1006.59,77.94,0.09443708609271528,0
2615,16.55,41.66,1011.45,55.53,0.5944370860927153,0
2616,32.07,71.29,1008.43,44.95,0.3630761122729587,1
2617,25.23,60.84,1017.79,56.42,0.28821192052980127,0
2618,29.22,73.18,1012.22,64.91,0.1365562913907281,0
2619,21.23,50.59,1017.42,69.26,0.4462251655629137,0
2620,10.35,37.14,1013.37,69.26,0.69364238410596,0
2621,21.49,56.9,1007.47,66.66,0.42649006622516517,0
2622,23.82,63.76,1009.8,68.94,-0.06246409172740047,1
2623,25.36,61.41,1011.89,55.64,0.4242384105960264,0
2624,26.89,49.16,1003.84,41.22,0.2931125827814567,0
2625,24.65,72.43,1007.99,90.05,0.22953642384105954,0
2626,21.39,52.3,1009.52,88.67,0.3643708609271519,0
2627,7.85,37.8,1020.9,59.19,0.7737748344370861,0
2628,29.07,72.51,1009.24,58.38,0.25880794701986787,0
2629,23.45,69.05,1003.03,66.41,0.26463576158940416,0
2630,14.49,44.84,1024.09,86.55,0.6021192052980133,0
2631,9.75,40.81,1026.0,84.44,0.8170860927152317,0
2632,16.94,49.64,1024.43,69.22,0.5164238410596029,0
2633,27.5,65.34,1014.93,47.46,0.25602649006622435,0
2634,13.79,40.0,1016.02,70.17,0.5417218543046358,0
2635,26.98,72.58,1008.55,78.5,0.14384105960264915,0
2636,8.96,40.02,1031.21,82.32,0.7312582781456953,0
2637,5.97,36.25,1029.65,86.74,0.8843708609271523,0
2638,25.1,69.89,1015.42,85.81,0.1949668874172188,0
2639,14.84,44.63,1019.28,57.37,0.6058278145695368,0
2640,15.55,40.66,1016.21,88.5,0.49364238410595984,0
2641,8.05,40.8,1028.01,89.56,0.8366887417218543,0
2642,15.09,41.76,1022.4,76.22,0.5696688741721854,0
2643,23.3,72.99,1008.54,92.11,0.22993377483443744,0
2644,21.77,42.23,1013.03,67.44,0.5596026490066226,0
2645,6.86,42.49,1007.95,93.96,0.8725827814569538,0
2646,9.57,39.82,1013.12,89.15,0.6325827814569536,0
2647,18.96,50.16,1010.72,100.09,0.8868718208009275,1
2648,19.82,41.67,1012.92,51.92,0.6308547876637791,1
2649,22.08,41.1,1002.19,46.69,0.4606622516556298,0
2650,17.31,58.49,1011.8,92.77,0.48450331125827795,0
2651,18.32,47.83,1005.06,87.21,0.4483443708609274,0
2652,27.75,70.4,1006.65,90.21,0.21549668874172134,0
2653,26.13,71.64,1004.16,87.18,0.257880794701987,0
2654,29.45,74.16,1010.49,64.87,0.23642384105960268,0
2655,23.63,73.18,1012.29,88.81,0.2309933774834434,0
2656,24.11,68.3,1017.33,79.16,0.16370860927152364,0
2657,25.72,72.39,1003.01,86.38,0.16569536423841047,0
2658,14.96,41.76,1024.07,73.17,0.5695364238410594,0
2659,28.32,72.58,1007.77,78.35,0.10331125827814525,0
2660,26.94,68.24,1010.49,76.58,0.13350993377483444,0
2661,13.44,39.39,1012.93,84.29,0.6544370860927158,0
2662,24.33,46.93,1013.61,53.02,0.3944370860927151,0
2663,22.06,64.15,1021.07,68.66,0.8911097673409885,1
2664,27.89,70.94,1007.54,49.18,0.19801324503311246,0
2665,8.47,42.02,1005.37,92.73,0.45801303512254654,1
2666,24.74,63.87,1016.91,55.65,0.35443708609271507,0
2667,8.5,39.16,1014.1,86.64,0.8675496688741724,0
2668,24.19,58.95,1017.78,58.78,0.2867549668874174,0
2669,32.31,68.94,1006.11,71.78,0.1441059602649002,0
2670,12.02,41.92,1030.1,84.45,0.6034437086092712,0
2671,22.66,69.84,1006.16,82.79,0.24900662251655614,0
2672,14.1,44.84,1025.09,79.42,0.6352317880794702,0
2673,26.78,73.06,1007.99,90.47,0.17205298013245063,0
2674,31.6,73.17,1010.05,43.48,0.17364238410596045,0
2675,29.3,74.16,1007.72,81.92,0.1464900662251658,0
2676,29.12,66.56,1006.9,49.79,0.12821192052980113,0
2677,17.54,58.49,1012.35,91.56,0.4339072847682113,0
2678,31.9,69.4,1003.4,57.76,0.4379284557090034,1
2679,28.83,72.43,1006.69,67.04,0.11377483443708591,0
2680,10.45,40.0,1019.01,89.01,0.5982781456953639,0
2681,17.79,44.9,1020.5,69.72,0.4961589403973514,0
2682,17.58,44.9,1020.52,71.48,0.5234437086092711,0
2683,18.9,62.96,1020.69,80.57,0.4717880794701985,0
2684,23.28,69.51,1013.31,53.0,0.3166887417218547,0
2685,18.81,61.87,1009.71,70.47,0.37390728476821167,0
2686,7.46,41.26,1009.63,96.51,0.8287417218543043,0
2687,22.89,65.34,1015.53,61.0,0.40092715231788034,0
2688,9.88,40.71,1015.34,84.32,0.6826490066225164,0
2689,17.59,65.48,1018.96,81.34,0.4536423841059598,0
2690,23.97,64.33,1010.54,84.65,0.31271523178807925,0
2691,11.95,41.48,1013.44,74.83,0.5980132450331128,0
2692,22.12,49.39,1019.8,72.83,0.40715231788079453,0
2693,9.05,40.67,1015.57,75.48,0.8780132450331131,0
2694,27.6,69.34,1009.63,71.58,0.2694039735099336,0
2695,16.52,44.88,1017.61,90.08,0.5227814569536422,0
2696,5.84,41.38,1020.34,82.41,0.9157615894039735,0
2697,10.77,44.78,1012.87,84.16,0.6675496688741722,0
2698,21.95,50.66,1013.92,70.94,0.5765246204452734,1
2699,23.09,70.02,1010.58,77.85,0.3047682119205293,0
2700,12.31,44.03,1007.78,94.42,0.6340397350993374,0
2701,14.29,39.59,1012.36,92.38,0.5678145695364236,0
2702,11.65,41.54,1020.09,67.96,0.7435761589403969,0
2703,23.15,58.79,1011.11,82.49,0.36357615894039697,0
2704,12.14,48.04,1011.8,100.13,0.5936423841059604,0
2705,30.26,71.77,1006.24,58.98,0.11933774834437028,0
2706,16.74,38.01,1022.63,69.19,0.8394712137501924,1
2707,20.67,57.5,1014.42,81.89,0.4374834437086097,0
2708,20.21,59.14,1016.0,70.38,0.3778807947019871,0
2709,25.02,60.77,1016.71,69.85,0.27748344370860867,0
2710,24.82,66.54,1010.0,60.36,0.2731125827814571,0
2711,23.14,62.26,1011.87,66.44,0.3194701986754964,0
2712,21.84,60.29,1017.23,66.89,0.45218543046357595,0
2713,26.11,69.84,1002.57,84.99,0.09523178807947019,0
2714,10.67,42.02,996.55,99.94,0.693907284768212,0
2715,14.93,42.44,1012.65,86.8,0.6752317880794703,0
2716,22.19,70.02,1011.03,82.49,0.3256953642384106,0
2717,29.27,64.69,1006.85,55.79,0.2380132450331125,0
2718,22.47,47.45,1007.62,76.65,0.3560264900662249,0
2719,31.95,70.8,1008.38,66.26,0.1659602649006624,0
2720,29.74,70.32,1008.1,52.72,0.16463576158940363,0
2721,18.1,45.0,1023.05,48.41,0.5986754966887418,0
2722,25.35,66.56,1008.75,66.88,0.2152317880794703,0
2723,10.48,36.71,1023.18,81.37,0.7025165562913909,0
2724,26.96,72.86,1004.86,59.17,0.27629139072847675,0
2725,17.76,42.42,1009.09,66.26,1.0690295996043746,1
2726,9.68,40.77,1022.04,85.23,0.7082119205298012,0
2727,9.84,40.22,1009.5,85.38,0.7866225165562915,0
2728,14.52,40.35,1011.11,69.84,0.669403973509934,0
2729,23.49,42.8,1013.96,65.31,0.525033112582781,0
2730,14.53,39.0,1016.48,76.36,0.5907284768211918,0
2731,17.49,40.55,1001.73,73.15,0.5577483443708608,0
2732,10.46,41.26,1020.65,92.24,0.7086092715231782,0
2733,13.86,40.83,1008.76,82.4,0.6637086092715236,0
2734,30.68,71.25,999.98,68.99,0.17496688741721922,0
2735,10.48,41.93,1017.17,92.81,0.7913907284768209,0
2736,23.66,77.54,1008.5,85.32,0.20026490066225122,0
2737,23.85,69.45,1013.99,60.6,0.2570860927152321,0
2738,30.89,74.87,1008.99,56.58,0.16450331125827855,0
2739,14.3,53.82,1016.64,63.9,0.5981456953642388,0
2740,23.98,50.32,1008.41,67.75,0.3071523178807949,0
2741,33.72,74.33,1011.4,37.51,0.11523178807946977,0
2742,9.76,39.16,1014.19,85.4,0.822781456953642,0
2743,9.46,42.28,1008.67,78.16,0.8170860927152317,0
2744,14.43,38.91,1013.28,70.26,0.6433112582781453,0
2745,5.86,40.62,1017.03,85.06,0.8006622516556288,0
2746,10.57,36.71,1022.62,80.49,0.7101986754966889,0
2747,28.69,67.25,1017.71,53.83,0.15827814569536436,0
2748,13.27,42.28,1008.3,86.2,0.6437086092715232,0
2749,13.52,40.83,1008.31,84.14,0.6846357615894041,0
2750,28.01,73.18,1012.25,75.02,0.14251655629139037,0
2751,13.13,50.59,1020.26,87.44,0.6592052980132443,0
2752,14.43,44.47,1028.57,70.7,0.6132450331125829,0
2753,7.84,43.52,1022.23,96.51,0.8414569536423846,0
2754,26.06,71.73,1009.65,77.02,0.16052980132450312,0
2755,18.93,44.06,1017.58,68.23,0.45682119205298033,0
2756,13.63,40.92,1021.89,80.5,0.5581456953642379,0
2757,28.02,68.08,1013.44,44.46,0.1945695364238409,0
2758,9.45,41.4,1027.34,86.66,0.7315231788079473,0
2759,29.27,69.89,1015.21,67.16,0.07006622516556327,0
2760,21.38,58.33,1013.05,72.75,0.35152317880794737,0
2761,31.85,73.91,1003.6,60.22,0.14569536423841,0
2762,11.82,41.26,1020.74,91.14,0.6184105960264903,0
2763,22.64,63.73,1013.88,84.22,0.35695364238410576,0
2764,22.72,69.13,1010.81,92.43,0.2350993377483439,0
2765,27.0,71.25,1002.66,70.59,0.22463576158940413,0
2766,29.55,66.25,1009.38,69.55,0.2123178807947026,0
2767,23.56,71.85,1009.67,74.78,0.2545695364238414,0
2768,12.0,41.17,1019.48,58.71,0.7170860927152312,0
2769,26.1,63.56,1013.12,61.0,0.29788079470198703,0
2770,24.88,73.17,1012.26,84.96,0.193245033112583,0
2771,26.4,48.41,1008.51,66.95,0.2909933774834439,0
2772,25.69,57.32,1012.34,44.18,0.28039735099337726,0
2773,22.1,65.94,1009.79,67.57,0.3137748344370861,0
2774,24.47,58.05,1011.27,71.7,0.35324503311258315,0
2775,12.07,39.99,1009.7,93.27,0.6993377483443712,0
2776,19.89,51.43,1007.38,91.79,0.378675496688742,0
2777,9.17,40.67,1019.03,66.21,0.8883443708609269,0
2778,12.85,40.92,1023.04,84.04,0.540264900662252,0
2779,5.23,35.57,1026.23,79.38,0.9038410596026489,0
2780,12.43,41.62,1011.87,80.57,0.5344370860927157,0
2781,12.93,41.39,1018.5,80.28,0.3082872912716048,1
2782,9.03,40.71,1025.98,81.94,0.8570860927152317,0
2783,31.73,74.67,1016.38,44.51,0.06728476821191975,0
2784,25.63,71.58,1010.14,87.57,0.1788079470198678,0
2785,22.7,61.41,1012.08,78.08,0.39059602649006653,0
2786,32.06,69.88,1006.88,63.53,0.16172185430463593,0
2787,24.8,64.63,1020.69,55.74,0.3650331125827817,0
2788,23.47,60.77,1017.19,75.36,0.32052980132450326,0
2789,24.31,65.34,1013.82,63.85,0.3923178807947023,0
2790,23.02,63.47,1012.21,80.61,0.3099337748344375,0
2791,34.09,68.51,1009.0,32.96,0.14476821192053002,0
2792,17.75,42.24,1016.86,61.52,0.6437086092715232,0
2793,31.8,69.05,1000.77,49.82,0.08264900662251673,0
2794,6.62,42.49,1008.74,94.57,0.8275496688741724,0
2795,8.51,41.26,1023.17,87.79,0.758278145695364,0
2796,27.41,74.67,1016.57,80.16,0.11854304635761537,0
2797,31.27,73.91,1003.72,68.92,0.13682119205298005,0
2798,17.45,49.64,1026.4,66.67,0.4557615894039735,0
2799,22.63,57.17,1009.83,77.43,0.1758940397350992,0
2800,10.07,39.66,1015.37,83.78,0.7864900662251655,0
2801,26.12,68.51,1013.06,68.96,0.17019867549668888,0
2802,12.28,42.34,1019.19,95.8,0.6194701986754962,0
2803,23.89,70.04,1011.16,84.9,0.17814569536423797,0
2804,14.8,42.77,1019.14,76.53,0.7271435261562786,1
2805,15.45,45.0,1023.63,70.74,0.65271523178808,0
2806,23.09,51.19,1009.4,81.61,0.3041059602649012,0
2807,24.92,73.68,1015.12,93.68,0.2380132450331125,0
2808,13.15,40.78,1024.13,79.59,0.55682119205298,0
2809,18.6,58.71,1009.8,86.42,0.13403973509933742,0
2810,24.88,51.43,1011.28,67.38,0.27509933774834394,0
2811,11.36,38.25,1013.22,86.16,0.7058278145695365,0
2812,17.12,68.28,1003.56,94.29,0.3931125827814572,0
2813,22.1,68.63,1015.19,59.05,0.3878145695364239,0
2814,25.0,69.71,1009.23,80.92,0.2400000000000002,0
2815,21.04,47.43,1007.15,64.82,0.3974834437086088,0
2816,26.85,63.56,1013.25,52.84,0.3196026490066224,0
2817,14.87,42.18,1015.23,74.41,0.6043708609271521,0
2818,32.21,68.3,1014.94,49.38,0.12450331125827852,0
2819,25.87,57.32,1012.06,44.13,0.29947019867549685,0
2820,19.98,60.77,1017.72,90.71,0.37350993377483377,0
2821,19.26,44.34,1019.45,51.32,0.628609271523179,0
2822,16.75,36.99,1006.42,87.18,0.5817218543046359,0
2823,15.37,41.96,1011.58,96.76,0.6060927152317879,0
2824,27.96,77.24,1007.23,78.51,0.1733774834437085,0
2825,20.27,63.56,1014.24,86.55,0.35324503311258315,0
